Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Qué representa la 'S' en HTTPS respecto a las transacciones web?;Media;Secure;Simple;Socket;Speed
¿Qué lenguaje de programación es conocido por su lema 'There's more than one way to do it' y su mascota, el camello?;Media;Perl;Ruby;PHP;Python
¿En qué difiere RAID 1 de RAID 0?;Media;Espejado de datos;ausencia de redundancia;Entrelazado de datos;rendimiento superior;Conjunto de discos;almacenamiento expandido;Paridad de datos;tolerancia a fallos
¿Qué se entiende por 'overclocking' en el contexto del hardware del ordenador?;Media;Operar un componente a velocidades más altas que las especificadas;Actualizar el firmware;Enfriar los componentes;Aumentar la memoria del sistema
¿Qué es Jenkins en el ámbito del desarrollo de software?;Media;Servidor de automatización;Lenguaje de programación;Sistema operativo;Protocolo de red
¿Qué representa JSON en la computación?;Media;JavaScript Object Notation;Java Source Open Network;Joint Secure Operations Node;Just Simple Object Notation
¿Qué tipo de base de datos se optimiza para recuperar datos rápidamente, a menudo a expensas de la consistencia de escritura?;Media;Base de datos NoSQL;Base de datos SQL;Base de datos NewSQL;Base de datos orientada a grafos
¿En qué lenguaje de programación está escrito el núcleo (kernel) de Linux?;Media;C;C++;Python;Java
¿Qué es un contenedor en el contexto del desarrollo de software?;Media;Entorno aislado que empaqueta y ejecuta aplicaciones;Elemento de diseño web;Mecanismo de cifrado de datos;Tipo de bucle de programación
¿Cuál es la intención principal detrás del desarrollo orientado a pruebas (TDD)?;Media;Escribir pruebas antes del código de producción;Mejorar la interfaz de usuario;Optimizar las bases de datos;Acelerar la compilación del código
¿Qué es Scrum en términos de gestión de proyectos de software?;Media;Metodología ágil;Herramienta de control de versiones;Lenguaje de programación;Sistema de seguimiento de errores
¿Qué significa la sigla 'ORM' en programación?;Media;Object-Relational Mapping;Optical Recognition Mode;Operational Resource Management;Open Resource Monitoring
¿Qué comando Linux se utiliza para ver el contenido actual de un directorio?;Media;ls;cat;echo;cp
¿Qué es un app server o servidor de aplicaciones en el contexto de la informática?;Media;Plataforma que gestiona y aloja aplicaciones web;Servidor que almacena aplicaciones móviles;Dispositivo que ejecuta aplicaciones de escritorio;Herramienta para el desarrollo de aplicaciones móviles
¿Cuál es el principal propósito de las hojas de estilo (CSS) en la creación de sitios web?;Media;Controlar la presentación visual;Escribir la lógica del negocio;Gestionar la base de datos;Ejecutar pruebas automáticas
¿Qué tipo de estructura de datos suele utilizarse para la implementación de un sistema de autocompletado?;Media;Trie;Array;Linked List;Hash Map
¿Cuál es el objetivo principal de una función hash en seguridad informática?;Media;Crear un valor de salida fijo a partir de una entrada;Descifrar información;Autenticar usuarios en una red;Crear una VPN
¿Qué tecnología permite a diferentes sistemas operativos ejecutarse en una misma máquina física de forma simultánea?;Media;Virtualización;Compilación;Interpretación;Clusterización
¿Qué lenguaje de programación fue diseñado con el propósito de tener una sintaxis limpia y fácil de leer?;Media;Python;Perl;Java;C++
¿Qué es una clave foránea en el contexto de una base de datos relacional?;Media;Referencia a una clave primaria en otra tabla;Secuencia automática de enteros;Clave única dentro de la misma tabla;Un índice de texto completo
¿Qué es un CDN en el contexto de la distribución de contenido en la web?;Media;Content Delivery Network;Central Data Network;Content Distribution Node;Central Delivery Node
¿Qué algoritmo de ordenamiento es conocido por su sencillez y es un buen ejemplo de un algoritmo de división y conquista?;Media;QuickSort;BubbleSort;InsertionSort;HeapSort
¿Cuál es la función de la directiva 'use strict' en JavaScript?;Media;Aplicar un modo más estricto de parseo y error checking;Habilitar funciones avanzadas;Optimizar el código para mejor rendimiento;Permitir el uso de tipos de datos estáticos
¿Qué herramienta de línea de comandos se utiliza para copiar archivos y directorios en sistemas Unix/Linux?;Media;cp;mv;rm;touch
¿Cuál es la ventaja de usar código asincrónico en programación?;Media;Evitar el bloqueo, permitiendo la multitarea;Aumentar la velocidad de procesamiento;Reducir el uso de recursos del sistema;Eliminar errores en el código
¿Qué lenguaje de bases de datos es conocido por su rol en la manipulación y consulta de datos dentro de un RDBMS?;Media;SQL;Python;HTML;Bash
¿Cómo se denomina el software que permite a los desarrolladores crear, probar, corregir y mantener aplicaciones en diversos dispositivos o sistemas operativos?;Media;Entorno de Desarrollo Integrado (IDE);Sistema de Control de Versiones (SCV);Interfaz de Programación de Aplicaciones (API);Gestor de Paquetes
¿Cuál es el término usado para describir un error en la programación que permite a los atacantes ejecutar comandos maliciosos en una base de datos?;Media;Inyección SQL;Buffer overflow;Cross-site scripting (XSS);Fallo de segmentación
¿Qué modelo de concurrencia utiliza el lenguaje de programación Go?;Media;Goroutines y canales;Procesos y semáforos;Hilos y mutex;Event loop y callbacks
¿Qué es el 'Internet de las Cosas' (IoT)?;Media;Interconexión de dispositivos cotidianos a Internet;Nombre de una ISP prominente;Ley de gobernanza de Internet;Estrategia de marketing digital
¿Qué sistema operativo está basado en el núcleo Linux y es conocido por su uso en servidores?;Media;GNU/Linux;Android;Chrome OS;Solaris
¿En el contexto de las CI/CD, qué significa CI?;Media;Integración Continua;Interfaz de Código;Ingeniería Computacional;Identificador de Componentes
¿Cuál es el principal lenguaje de programación utilizado para desarrollar aplicaciones nativas en Android?;Media;Kotlin;Swift;Objective-C;C#
¿Qué tipo de arquitectura divide la lógica de una aplicación en presentación, aplicación y almacenamiento?;Media;Arquitectura de tres capas;Arquitectura peer-to-peer;Arquitectura de bus de servicio;Arquitectura MVC
¿Qué herramienta de versionado de código fuente utiliza la terminología 'push', 'pull', 'commit' y 'branch'?;Media;Git;Subversion;Mercurial;CVS
¿Qué tecnología de almacenamiento es conocida por su habilidad para ser borrada y reprogramada electrónicamente?;Media;EEPROM;CD-ROM;HDD;Tape Drive
¿Qué protocolo de red esencial se utiliza para la resolución de direcciones IP en direcciones MAC?;Media;ARP;TCP;UDP;ICMP
¿Cuál es la principal ventaja de utilizar contenedores Docker en desarrollo?;Media;Consistencia entre entornos;Velocidad de escritura de código;Cifrado de datos;Compresión de archivos
¿Qué hace la directiva 'include' en muchos lenguajes de programación?;Media;Inserta el contenido de un archivo en otro;Optimiza el código;Crea un bucle;Genera un gráfico
¿Qué es un ataque 'Man-in-the-Middle' (MitM)?;Media;Intercepción de la comunicación entre dos partes;Inyección de malware;Denegación de servicio;Spamming de correo electrónico
¿En qué se diferencia el lenguaje de programación Java del lenguaje JavaScript?;Media;Son lenguajes con propósitos y usos distintos;Java es una versión más antigua de JavaScript;JavaScript es un subconjunto de Java;Java es solo para desarrollar aplicaciones web
¿Qué tipo de malware se diseña para replicarse a sí mismo y extenderse a otros dispositivos?;Media;Virus;Adware;Spyware;Ransomware
¿Qué concepto de desarrollo de software promueve el empaquetado de código y dependencias juntos en una forma estándar a lo largo de entornos de desarrollo y producción?;Media;Contenedores;Programación funcional;Máquinas Virtuales;Servidores dedicados
¿Cuál es la función del comando 'chmod' en Unix/Linux?;Media;Cambiar los permisos de un archivo o directorio;Cambiar el propietario de un archivo o directorio;Cambiar la contraseña de un usuario;Compilar un programa
¿Qué es un 'fork' en el contexto de desarrollo de software y control de versiones?;Media;Una copia de un repositorio de código que se puede modificar independientemente;Un tipo de error de software;Una característica de los lenguajes de programación;Un comando para parar procesos en un sistema operativo
¿Qué lenguaje de programación es el principal usado para el desarrollo de aplicaciones de iOS y macOS?;Media;Swift;Kotlin;C#;Ruby
¿Qué algoritmo de compresión sin pérdida se utiliza comúnmente para comprimir fotografías en el formato PNG?;Media;Deflate;LZW;JPEG;RLE
¿Cuál es el significado de 'CLI' en el contexto de las interfaces informáticas?;Media;Command Line Interface;Client Line Interaction;Common Language Input;Computer-Linked Interface
¿Qué protocolo de comunicaciones define cómo se transfieren las páginas web desde un servidor web a un navegador?;Media;HTTP;FTP;SMTP;RTP
¿Qué tecnología de base de datos es conocida por almacenar información en tablas con filas y columnas?;Media;RDBMS (Sistema de Gestión de Bases de Datos Relacionales);NoSQL;NewSQL;OLAP
¿Qué paradigma de programación se centra en usar funciones y evitar cambiar los estados y los datos mutables?;Media;Programación funcional;Programación orientada a objetos;Programación imperativa;Programación procedimental
¿Qué representa el código de respuesta '200 OK' en el protocolo HTTP?;Media;La solicitud fue exitosa;La página solicitada no se encontró;La solicitud requiere autenticación de usuario;El servidor encontró un error interno
¿Cómo se llama el proceso de seguir y gestionar cambios en el código fuente?;Media;Control de versiones;Compilación;Prueba de software;Integración continua
¿Cuál es la principal diferencia entre el almacenamiento SSD y HDD?;Media;SSD usa memoria flash, HDD usa discos magnéticos rotativos;SSD tiene mayor capacidad;HDD es más rápido;SSD usa más energía
¿Qué es una API web?;Media;Conjunto de definiciones y protocolos para construir y utilizar servicios web;Lenguaje de programación basado en web;Servicio de alojamiento de sitios web;Herramienta de análisis de tráfico web
¿Qué lenguaje de marcado se utiliza principalmente para el diseño de páginas web?;Media;HTML;XML;SGML;JSON
¿Qué representa la abreviación 'OS' en el contexto de la informática?;Media;Operating System;Open Software;Optical Sensor;Output Stream
¿Qué es una dirección IP?;Media;Identificador numérico para dispositivos en una red;Secuencia de comandos;Tipo de virus informático;Código de autenticación
¿Qué es un dominio de nivel superior (TLD)?;Media;Última parte de un nombre de dominio;Protocolo de transferencia de archivos;El nivel más alto de cifrado;Un tipo de arquitectura de red
¿Qué es el 'caching'?;Media;Almacenamiento de datos para futuras solicitudes rápidas;Proceso de limpieza de virus;Actualización de software;Compresión de datos
¿En qué se diferencia 'front-end' de 'back-end' en desarrollo web?;Media;Front-end es lo que ve el usuario, back-end es el servidor y la base de datos;Front-end es el sistema operativo, back-end es la aplicación;Front-end es el hardware, back-end es el software;Front-end es para programadores, back-end es para administradores de sistemas
¿Qué significa la sigla 'GUI' en informática?;Media;Graphical User Interface;General Utility Interface;Global User Interaction;Gateway User Interface
¿Cuál es el propósito de una base de datos?;Media;Organizar y facilitar el acceso a los datos;Ejecutar aplicaciones;Conectar computadoras en red;Almacenar páginas web
¿Qué lenguaje de programación es conocido por su uso en la estadística y la minería de datos?;Media;R;Fortran;COBOL;Pascal
¿Qué protocolo se utiliza para enviar páginas web encriptadas a través de Internet?;Media;HTTPS;FTP;SMTP;SNMP
¿Qué herramienta de software se utiliza para aislar entornos de desarrollo y evitar conflictos entre dependencias?;Media;Contenedores;Compiladores;Interpretes;Desfragmentadores
¿Qué estructura de datos es óptima para implementar una cola de prioridades?;Media;Montículo (Heap);Pila;Cola;Lista enlazada
¿Qué comando git se utiliza para integrar los cambios desde otro repositorio?;Media;git merge;git add;git commit;git duplicate
¿Qué término se utiliza para describir la recopilación de datos de usuarios sin su consentimiento?;Media;Data Mining;Data Analysis;Data Storage;Data Sharing
¿Qué describe mejor 'la computación en el borde' o 'edge computing'?;Media;Procesamiento de datos cerca de la fuente de datos;Interconexión global de redes;Transmisión de datos a alta velocidad;Uso de microservicios
¿Qué es una máquina virtual?;Media;Emulación de un sistema informático;Un lenguaje de programación;Un dispositivo de almacenamiento en la nube;Un tipo de software antivirus
¿Qué es un Pixel Shader?;Media;Un programa utilizado para procesar efectos visuales en gráficos 3D;Un componente de un monitor;Un tipo de píxel en una imagen;Una aplicación de edición de gráficos
¿Qué es el 'phishing'?;Media;Un tipo de ataque que intenta adquirir información sensible mediante engaño;Un protocolo de red;Una técnica de indexación de base de datos;Un modo de cifrado de archivos
¿Qué indica un código de estado HTTP en el rango de 4xx?;Media;Error del cliente;Éxito de la solicitud;Error del servidor;Redirección necesaria
¿Qué es un 'deadlock' en informática?;Media;Condición en la que múltiples procesos están bloqueados indefinidamente;Error de seguridad de datos;Terminación inesperada de una aplicación;Fallo en el arranque del sistema operativo
¿Cuál es un lenguaje comúnmente utilizado para la programación de sistemas y controladores de dispositivos?;Media;C;Java;Ruby;Python
¿Qué tipo de base de datos es mejor para manejar relaciones complejas entre los datos?;Media;Base de datos relacional;Base de datos de documentos;Base de datos clave-valor;Base de datos de series temporales
¿Para qué se utiliza el protocolo SNMP en las redes informáticas?;Media;Gestión de la red;Transferencia de archivos;Encriptación de datos;Compresión de datos
¿Qué término se refiere al código que se puede ejecutar o interpretar en múltiples sistemas operativos sin modificaciones?;Media;Portátil;Dependiente;Específico;Nativo
¿Cómo se llama el error cometido cuando un programa accede a una parte de la memoria que no le corresponde?;Media;Desbordamiento de búfer;Fuga de memoria;Desbordamiento de pila;Violación de acceso
¿Qué es una API de alto nivel que proporciona servicios de almacenamiento y recuperación de datos llave-valor?;Media;Base de datos NoSQL;Memcached;Modelo relacional;Sistema de archivos
¿Qué paradigma de la seguridad informática se centra en la detección y prevención de amenazas antes de que ingresen a un sistema?;Media;Seguridad proactiva;Codificación segura;Seguridad reactiva;Antivirus
¿Qué herramienta de colaboración en línea permite a los desarrolladores escribir y compartir fragmentos de código mientras trabajan en proyectos?;Media;GitHub Gist;Pastebin;CodePen;Slack
¿Qué mecanismo utiliza Node.js para manejar operaciones de larga duración de forma eficiente?;Media;Asincronía basada en eventos;Multihilos;Bloqueo sincrónico;Pooling de conexiones
¿Qué es un 'ledger' distribuido en el contexto de blockchain?;Media;Un registro de transacciones compartido;Un protocolo de encriptamiento;Un tipo de base de datos SQL;Una herramienta de virtualización
¿Qué herramienta se utiliza para el control de versiones distribuido?;Media;Git;SVN;Mercurial;TFS
¿Qué lenguaje de programación es frecuentemente utilizado para el análisis de datos y machine learning?;Media;Python;HTML;CSS;BASIC
¿Cuál es la principal unidad de almacenamiento en la nube ofrecida por Amazon Web Services?;Media;Amazon S3;Amazon EC2;Amazon DynamoDB;Amazon RDS
¿Qué tecnología permite a los navegadores web realizar conexiones en tiempo real con un servidor?;Media;WebSockets;HTTP Polling;AJAX;Flash
¿Cuál es el tipo de malware que se presenta a sí mismo como software legítimo para engañar a los usuarios y obtener acceso a sus sistemas?;Media;Troyano;Adware;Rootkit;Spyware
¿Qué plataforma es conocida por ser la base para la mayoría de servidores web a nivel global?;Media;Linux;Windows Server;MacOS Server;Solaris
¿Cuál es el principal lenguaje de programación desarrollado por Microsoft y que forma parte de su plataforma .NET?;Media;C#;Java;Visual Basic;Delphi
¿Qué servicio de mensajería instantánea utiliza una arquitectura descentralizada basada en blockchain?;Media;Signal;Telegram;WhatsApp;Messenger
¿Qué término describe la parte de la memoria de un ordenador que es de rápido acceso y se borra cuando el sistema se apaga?;Media;RAM;EEPROM;Disco duro;Cache L1
¿Qué herramienta se utiliza para inspeccionar y depurar el código de una página web en un navegador?;Media;Herramientas de desarrollador;Compilador;Bash Shell;Editor de texto
¿Qué es un framework JavaScript utilizado para construir interfaces de usuario dinámicas?;Media;React;Laravel;Django;Rails
¿Qué significa el acrónimo 'ROM' en informática?;Media;Read-Only Memory;Random Operation Memory;Run on Memory;Real-Time Memory
¿Qué nombre se da al modelo conceptual que describe cómo se transmiten los datos desde las aplicaciones de software a través de las redes físicas?;Media;Modelo OSI;Modelo TCP/IP;Modelo Harvard;Modelo de Von Neumann
¿Cómo se llama la eliminación de elementos no utilizados como variables, funciones y objetos en programación?;Media;Garbage Collection;Memory Scrubbing;Resource Recovery;Data Dismantling
¿Qué se utiliza para describir un grupo de soluciones y prácticas destinadas a permitir la entrega rápida y eficiente de software y actualizaciones?;Media;DevOps;Agile;Waterfall;Scrum
¿Qué tipo de ataque intenta hacer que una aplicación o red sea inaccesible, típicamente inundándola con tráfico de manera abrumadora?;Media;Denegación de servicio (DoS);Phishing;Spoofing;Eavesdropping
¿Cuál es el lenguaje de scripting del lado del servidor que fue especialmente optimizado para trabajar con bases de datos HTML y SQL?;Media;PHP;ASP;JavaScript;Ruby
¿Qué representa la 'M' en 'MVC', un patrón de diseño de software?;Media;Modelo;Modem;Mosaico;Módulo
¿Qué es la 'latencia' en las redes de computadoras?;Media;Retraso en la transmisión de datos;Velocidad de la red;Pérdida de paquetes;Amplitud de banda
¿En qué consisten las pruebas unitarias en desarrollo de software?;Media;Verificar el correcto funcionamiento de secciones individuales de código;Evaluación de la experiencia del usuario;Pruebas de seguridad de la red;Documentación del código
¿Qué sistema de gestión de bases de datos es conocido por su modelo de base de datos orientado a documentos?;Media;MongoDB;Oracle;SQL Server;PostgreSQL
¿Qué protocolo de seguridad es utilizado para cifrar la comunicación en una red inalámbrica?;Media;WPA2;WEP;PPP;SLIP
¿Qué lenguaje de programación se utiliza principalmente para desarrollar aplicaciones Android?;Media;Kotlin;Swift;Objective-C;C++
¿Qué tipo de arquitectura permite escalabilidad horizontal en aplicaciones distribuidas?;Media;Microservicios;Monolito;Cliente-servidor;Peer-to-peer
