Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Quién es el villano principal en la película 'El Silencio de los Corderos'?;Media;Hannibal Lecter;Norman Bates;Jason Voorhees;Freddie Krueger
¿Qué actor interpretó a Mark Zuckerberg en 'La Red Social'?;Media;Jesse Eisenberg;Michael Cera;Andrew Garfield;Elijah Wood
¿Cuál es el nombre del parque de diversiones en la película 'Parque Jurásico'?;Media;Parque Jurásico;Parque de la Alegría;Parque del Terror;Zoológico de Dinosaurios
¿Qué actor interpretó a Neo en 'Matrix'?;Media;Keanu Reeves;Leonardo DiCaprio;Brad Pitt;Tom Cruise
¿Qué película de Quentin Tarantino sigue la historia de venganza de La Novia?;Media;Kill Bill;Pulp Fiction;Reservoir Dogs;Jackie Brown
¿En qué película aparece el personaje Don Vito Corleone?;Media;El Padrino;Casino;Donnie Brasco;Goodfellas
¿Cuál es el nombre del director de 'El Señor de los Anillos'?;Media;Peter Jackson;George Lucas;Steven Spielberg;Guillermo del Toro
¿En qué película de ciencia ficción aparece el personaje de Ellen Ripley?;Media;Alien;Prometheus;El quinto elemento;Starship Troopers
¿Cuál película cuenta la historia de un joven mago llamado Harry?;Media;Harry Potter;Percy Jackson;Eragon;The Sorcerer's Apprentice
¿Quién interpretó a Forrest Gump en la película homónima de 1994?;Media;Tom Hanks;Bill Murray;Jim Carrey;Robin Williams
¿Qué película de animación produjo Walt Disney Pictures donde un león se convierte en rey?;Media;El Rey León;Tarzán;Hércules;El Libro de la Selva
¿Qué actor interpretó al detective Rick Deckard en 'Blade Runner'?;Media;Harrison Ford;Bruce Willis;Sean Connery;Michael Douglas
¿Quién dirigió la película bélica 'Salvar al soldado Ryan'?;Media;Steven Spielberg;Christopher Nolan;Michael Bay;Ridley Scott
¿Qué actriz interpretó a Katniss Everdeen en 'Los Juegos del Hambre'?;Media;Jennifer Lawrence;Scarlett Johansson;Emma Stone;Brie Larson
¿Cuál es el nombre del villano interpretado por Heath Ledger en 'El Caballero de la Noche'?;Media;El Joker;Dos Caras;Bane;El Espantapájaros
¿Qué película dirigida por James Cameron cuenta la historia de un barco que se hunde?;Media;Titanic;El Abismo;Pecado original;Cazadores de sombras
¿Qué actor desempeñó el papel principal en la película 'Soy Leyenda'?;Media;Will Smith;Denzel Washington;Jamie Foxx;Idris Elba
¿En qué película de 2000, dirigida por Ang Lee, dos mujeres usan artes marciales y vuelan por los aires?;Media;El Tigre y el Dragón;Hero;Casa de las dagas voladoras;Kung Fu Panda
¿Qué película protagonizada por Brad Pitt y Edward Norton se centra en un club de lucha clandestino?;Media;El club de la lucha;Snatch: Cerdos y diamantes;Seven;Troya
¿Quién interpretó a la Reina Isabel II en 'La reina' (2006)?;Media;Helen Mirren;Cate Blanchett;Judi Dench;Meryl Streep
¿En qué filme de culto de 1998 Jeff Bridges interpreta a un personaje llamado 'El Nota' o 'The Dude'?;Media;El gran Lebowski;Tron;Iron Man;Sin City
¿Qué película de Pixar cuenta la historia de juguetes que cobran vida cuando no hay humanos presentes?;Media;Toy Story;Cars;Buscando a Nemo;Monsters, Inc.
¿Qué actor ganó un Óscar por interpretar a Ray Charles en la película 'Ray'?;Media;Jamie Foxx;Terrence Howard;Don Cheadle;Morgan Freeman
¿Qué película de superhéroes de 2018 está protagonizada por Chadwick Boseman como el personaje principal?;Media;Pantera Negra;Iron Man;Thor;Capitán América
¿Qué actor interpretó al enigmático capitán Jack Aubrey en 'Master and Commander'?;Media;Russell Crowe;Paul Bettany;Viggo Mortensen;Hugh Jackman
¿Cuál es el nombre de la actriz que interpretó a Rose DeWitt Bukater en 'Titanic'?;Media;Kate Winslet;Keira Knightley;Rachel Weisz;Gwyneth Paltrow
¿Qué renombrada película de Alfred Hitchcock es famosa por su escena de asesinato en la ducha?;Media;Psicosis;Vértigo;Los pájaros;Frenesí
¿Qué actor le dio vida al personaje de Walter White en la serie 'Breaking Bad'?;Media;Bryan Cranston;Aaron Paul;Dean Norris;Bob Odenkirk
¿Qué película de 1985 dirigida por Robert Zemeckis es conocida por sus viajes en el tiempo en un DeLorean?;Media;Regreso al futuro;Blade Runner;Cazafantasmas;El secreto de la pirámide
¿Qué actriz interpretó a Clarice Starling en la película 'El Silencio de los Corderos'?;Media;Jodie Foster;Michelle Pfeiffer;Julianne Moore;Nicole Kidman
¿Qué famoso actor protagonizó la película 'Gladiador' en el año 2000?;Media;Russell Crowe;Brad Pitt;Joaquin Phoenix;Denzel Washington
¿Cuál es el nombre del director de 'Pulp Fiction'?;Media;Quentin Tarantino;Martin Scorsese;David Fincher;Stanley Kubrick
¿Qué película de animación sigue a un pez payaso en busca de su hijo perdido?;Media;Buscando a Nemo;Buscando a Dory;Shark Tale (La gran aventura de Lenny);El espantatiburones
¿Qué actriz ganó un Oscar por interpretar a una aspirante a actriz en 'La La Land'?;Media;Emma Stone;Amy Adams;Emily Blunt;Rachel McAdams
¿Qué película de terror de 1973 trata sobre una niña poseída, conocida como Regan?;Media;El Exorcista;La profecía;Poltergeist;El resplandor
¿Quién interpretó a la Princesa Leia en la saga original de 'Star Wars'?;Media;Carrie Fisher;Natalie Portman;Sigourney Weaver;Linda Hamilton
¿Qué película dirigida por Ben Affleck cuenta la historia de un escape durante la crisis de rehenes en Irán de 1980?;Media;Argo;The Town;Gone Baby Gone;Syriana
¿Qué actor interpretó a Andy Dufresne en 'Cadena Perpetua'?;Media;Tim Robbins;Morgan Freeman;Kevin Costner;Michael Keaton
¿Qué reconocida película de Clint Eastwood cuenta con un veterano de la guerra de Corea como su personaje principal?;Media;Gran Torino;Million Dollar Baby;El francotirador;Más allá de la vida
¿En qué película Robert De Niro dice la famosa línea 'You talkin' to me?'?;Media;Taxi Driver;El Padrino II;Toro salvaje;Heat
¿Qué director es conocido por filmes como 'El Origen del Planeta de los Simios' y 'Batman'?;Media;Matt Reeves;Rupert Wyatt;James Franco;Jonathan Liebesman
¿Qué película de Pixar cuenta la aventura submarina de un pez cirujano y un pez payaso?;Media;Buscando a Dory;Buscando a Nemo;El espantatiburones;Las aventuras de Sammy
¿Qué actor encarnó a Wolverine en la serie de películas de X-Men?;Media;Hugh Jackman;Liev Schreiber;Patrick Stewart;James Marsden
¿Qué película de terror de 2004 trata sobre una cinta de video que predice la muerte del espectador en siete días?;Media;The Ring (La señal);The Grudge (La maldición);Insidious;El aro
¿Qué actriz interpretó a Black Widow en el Universo Cinematográfico de Marvel?;Media;Scarlett Johansson;Elizabeth Olsen;Zoe Saldana;Brie Larson
¿Qué película de 2010 dirigida por David Fincher narra la creación de Facebook?;Media;La Red Social;Jobs;El lobo de Wall Street;Steve Jobs
¿En qué película de Christopher Nolan se utiliza una máquina que roba secretos de los sueños?;Media;Origen (Inception);Interstellar;Memento;El truco final (El prestigio)
¿Qué actor protagonizó 'El lobo de Wall Street' como Jordan Belfort?;Media;Leonardo DiCaprio;Brad Pitt;Tom Hardy;Matthew McConaughey
¿Qué director es conocido por películas como 'El sexto sentido' y 'Señales'?;Media;M. Night Shyamalan;Steven Spielberg;Michael Bay;James Wan
¿Quién interpretó a Sarah Connor en la original 'Terminator' de 1984?;Media;Linda Hamilton;Sigourney Weaver;Sandahl Bergman;Grace Jones
¿Qué película de 1993 cuenta con un abogado que representa a un cliente con SIDA despedido injustamente?;Media;Philadelphia;A Time to Kill;The Rainmaker;Erin Brockovich
¿Qué actor interpretó al científico Bruce Banner en 'The Avengers' (2012)?;Media;Mark Ruffalo;Edward Norton;Eric Bana;Lou Ferrigno
¿Qué película de animación de DreamWorks cuenta la historia de un panda que se convierte en un maestro de kung fu?;Media;Kung Fu Panda;Mulán;El Rey León;Shrek
¿Qué actor interpretó al agente J en 'Hombres de negro'?;Media;Will Smith;Tommy Lee Jones;Chris Hemsworth;Vin Diesel
¿Qué clásico del cine negro de 1942 cuenta una historia de amor en la ciudad de Casablanca?;Media;Casablanca;El halcón maltés;To Have and Have Not;Key Largo
¿Qué película dirigida por Paul Greengrass detalla los eventos del vuelo United 93 el 11 de septiembre de 2001?;Media;United 93;World Trade Center;Flight 93;Zero Dark Thirty
¿Qué actriz interpreta a Mystique en las películas de X-Men prequels?;Media;Jennifer Lawrence;Rebecca Romijn;Halle Berry;Anna Paquin
¿Qué película de ciencia ficción de 1997, protagonizada por Jodie Foster, trata sobre un mensaje recibido del espacio?;Media;Contacto;Interstellar;La llegada;Señales
¿Quién dirigió 'El curioso caso de Benjamin Button'?;Media;David Fincher;Steven Soderbergh;Ron Howard;Clint Eastwood
¿Qué actor representó a Donnie Darko en la película homónima del 2001?;Media;Jake Gyllenhaal;Tobey Maguire;Heath Ledger;Elijah Wood
¿Qué película de 2009, dirigida por Kathryn Bigelow, se centra en un pelotón anti-bombas en Iraq?;Media;Vivir al límite (The Hurt Locker);American Sniper;Jarhead;Lone Survivor
¿En qué película de culto de ciencia ficción de 1984 Kyle Reese es enviado atrás en el tiempo para proteger a Sarah Connor?;Media;Terminator;Blade Runner;Back to the Future;The Running Man
¿Qué actriz interpretó a la princesa Leia en 'Star Wars: El despertar de la fuerza'?;Media;Carrie Fisher;Natalie Portman;Daisy Ridley;Felicity Jones
¿Qué película de 1988 dirigida por John McTiernan presenta a Bruce Willis como el policía John McClane?;Media;Duro de matar (Die Hard);Arma fatal (Hot Fuzz);El último boy scout;La jungla 2: alerta roja
¿Qué actor interpretó al personaje principal en la película de terror 'It', basada en la novela de Stephen King?;Media;Bill Skarsgård;Tim Curry;Johnny Depp;Alexander Skarsgård
¿Qué película de Ang Lee cuenta la historia de dos vaqueros y su relación secreta a lo largo de varias décadas?;Media;Secreto en la montaña (Brokeback Mountain);Phantom Punch;Tobruk;Los tres entierros de Melquiades Estrada
¿Quién interpretó a la versión joven de Vito Corleone en 'El Padrino II'?;Media;Robert De Niro;Al Pacino;Marlon Brando;James Caan
¿Qué director es conocido por sus películas 'Moonrise Kingdom' y 'El Gran Hotel Budapest'?;Media;Wes Anderson;Noah Baumbach;Sofia Coppola;Paul Thomas Anderson
¿Qué película protagonizada por Sandra Bullock y George Clooney trata sobre astronautas tratando de sobrevivir después de un desastre en el espacio?;Media;Gravedad (Gravity);Interestelar;El día después de mañana;Armagedón
¿En qué película de 1998 un asteroide amenaza con colisionar con la Tierra, protagonizada por Bruce Willis?;Media;Armagedón;Deep Impact;Apocalipsis;El núcleo
¿Qué actor interpretó a Stephen Hawking en 'La teoría del todo'?;Media;Eddie Redmayne;Benedict Cumberbatch;Matthew McConaughey;Tom Hiddleston
¿Qué película de Pixar lanzada en 2004 sigue las aventuras de una familia de superhéroes?;Media;Los Increíbles;Up;Cars;Valiente
¿Qué director de cine es conocido por películas como 'El laberinto del fauno' y 'La forma del agua'?;Media;Guillermo del Toro;Alfonso Cuarón;Alejandro González Iñárritu;Juan Antonio Bayona
¿Qué actor dio vida a Edward Scissorhands en la película homónima de 1990?;Media;Johnny Depp;Brad Pitt;Tom Cruise;Leonardo DiCaprio
¿En qué película de 1986 dirigida por James Cameron, Sigourney Weaver lucha contra alienígenas?;Media;Aliens: El regreso;El octavo pasajero;Prometheus;Covenant
¿Qué actor interpretó a Tony Stark en el Universo Cinematográfico de Marvel?;Media;Robert Downey Jr.;Chris Evans;Mark Ruffalo;Chris Hemsworth
¿Qué película dirigida por Luc Besson sigue la historia de un asesino a sueldo y una joven huérfana?;Media;El profesional (León);Nikita;Lucy;Valerian y la ciudad de los mil planetas
¿Qué película de 1999 cuenta con un personaje llamado Tyler Durden?;Media;El club de la lucha;American History X;Seven;Snatch: Cerdos y diamantes
¿Qué actriz protagonizó la película 'Gravity' junto a George Clooney?;Media;Sandra Bullock;Julia Roberts;Cate Blanchett;Anne Hathaway
¿Qué película de ciencia ficción de 2013, dirigida por Alfonso Cuarón, ganó el Óscar a Mejores Efectos Visuales?;Media;Gravedad;Pacific Rim;Elysium;Oblivion
¿Qué actor interpretó al agente 007 en 'Casino Royale', 'Quantum of Solace', 'Skyfall', 'Spectre' y 'No Time to Die'?;Media;Daniel Craig;Pierce Brosnan;Sean Connery;Roger Moore
¿Quién dirigió la película de horror psicológico 'El Cisne Negro'?;Media;Darren Aronofsky;David Lynch;David Cronenberg;Lars von Trier
¿Qué película de 2011 tiene en su reparto a Ryan Gosling como un doble de riesgo y mecánico que también trabaja como conductor de escapadas?;Media;Drive;Baby Driver;Need for Speed;Transporter
¿Qué película de 1995 dirigida por Michael Mann presenta a Al Pacino y Robert De Niro compartiendo una famosa escena en un café?;Media;Heat;The Godfather Part II;Righteous Kill;Scarface
¿Qué actriz interpretó a la agente del FBI Dana Scully en la serie de televisión y películas de 'The X-Files'?;Media;Gillian Anderson;Jodie Foster;Julianne Moore;Winona Ryder
¿Qué película de 2014 protagonizada por Matthew McConaughey trata sobre viajes en el tiempo y agujeros de gusano?;Media;Interstellar;Contact;The Martian;Ad Astra
¿Cómo se llama el personaje interpretado por Tom Hanks en la película 'Forrest Gump'?;Media;Forrest Gump;Andy Dufresne;Paul Edgecomb;Chuck Noland
¿Quién dirigió la película 'Los Ocho más Odiados' que se estrenó en 2015?;Media;Quentin Tarantino;Joel Coen;Ethan Coen;Martin Scorsese
¿Qué actriz protagonizó junto a Leonardo DiCaprio la película de 2010 'Origen' ('Inception')?;Media;Marion Cotillard;Ellen Page;Kate Winslet;Cara Delevingne
¿Qué película de 1985 cuenta con un científico llamado Doc Brown?;Media;Regreso al futuro;Cazafantasmas;Real Genius;Weird Science
¿Qué actor interpretó a Han Solo en la saga original de 'Star Wars'?;Media;Harrison Ford;Mark Hamill;Alec Guinness;Carrie Fisher
¿Qué director es conocido por la película de ciencia ficción de 1977 'Encuentros cercanos del tercer tipo'?;Media;Steven Spielberg;Ridley Scott;Stanley Kubrick;George Lucas
¿Qué película de 1997 dirigida por Paul Verhoeven sigue a soldados que luchan contra insectos alienígenas?;Media;Starship Troopers;Aliens;Predator;The Fifth Element
¿Qué actriz interpretó a Selene en la serie de películas 'Underworld'?;Media;Kate Beckinsale;Milla Jovovich;Charlize Theron;Angelina Jolie
¿Qué actor dio vida a Spartacus en la película clásica de 1960 dirigida por Stanley Kubrick?;Media;Kirk Douglas;Charlton Heston;Laurence Olivier;Burt Lancaster
¿Qué película de 1987 dirigida por Rob Reiner es una adaptación de una novela de William Goldman y presenta una historia de aventuras y amor?;Media;La princesa prometida;El señor de los anillos;La historia sin fin;Willow
¿Qué actor protagonizó la película de ciencia ficción 'Oblivion' en 2013?;Media;Tom Cruise;Matt Damon;Brad Pitt;George Clooney
¿En qué película de 1990 Patrick Swayze interpreta a un fantasma que intenta comunicarse con su novia?;Media;Ghost;Dirty Dancing;Point Break;Road House
¿Qué director de cine francés es conocido por 'Amélie' y 'Delicatessen'?;Media;Jean-Pierre Jeunet;Luc Besson;François Truffaut;Gaspar Noé
¿Qué película de 2009 presenta a un grupo de astronautas en una misión para revigorizar al Sol?;Media;Sunshine;Solaris;Event Horizon;Moon
¿Qué actriz interpretó a Elizabeth Swann en la serie de películas 'Piratas del Caribe'?;Media;Keira Knightley;Penélope Cruz;Natalie Portman;Zoe Saldana
¿Qué actor ganó un Oscar por interpretar a Rodolfo Valentino en la película 'Los últimos días de Pompeya' de 1926?;Media;Emil Jannings;Rudolph Valentino;Charlie Chaplin;Douglas Fairbanks
¿Quién dirigió la película de ciencia ficción de 2016 'Arrival'?;Media;Denis Villeneuve;Christopher Nolan;Ridley Scott;Alex Garland
¿Qué actor interpretó al Capitán Steve Zissou en 'The Life Aquatic with Steve Zissou'?;Media;Bill Murray;Owen Wilson;Jeff Goldblum;George Clooney
¿Qué película del año 2000 dirigida por Ridley Scott, presenta una visión épica del Imperio Romano y gladiadores?;Media;Gladiador;Troya;Alejandro Magno;El rey Arturo
¿Qué actriz interpretó a Mia Wallace en 'Pulp Fiction'?;Media;Uma Thurman;Patricia Arquette;Rosanna Arquette;Maria de Medeiros
¿Qué película de 1996 dirigida por los hermanos Coen cuenta con un secuestro que sale mal en Minnesota?;Media;Fargo;The Big Lebowski;No Country for Old Men;Burn After Reading
¿Qué actor protagonizó 'American Psycho' en el año 2000?;Media;Christian Bale;Edward Norton;Brad Pitt;Jared Leto
¿Qué director creó la icónica película de terror 'The Thing' en 1982?;Media;John Carpenter;Wes Craven;David Cronenberg;Tobe Hooper
¿Qué película centrada en la Segunda Guerra Mundial presenta a un rescatista del ejército llamado Desmond Doss?;Media;Hasta el último hombre;Dunkerque;Salvar al soldado Ryan;El pianista
¿Qué actor interpretó a Mark Renton en 'Trainspotting' y su secuela?;Media;Ewan McGregor;Jonny Lee Miller;Robert Carlyle;Kevin McKidd
¿Qué película de 1975 dirigida por Steven Spielberg, está considerada como la primera película de verano de taquilla?;Media;Tiburón;Encuentros cercanos del tercer tipo;E.T. El extraterrestre;La guerra de las galaxias
¿Qué actriz protagoniza junto a Tom Hanks la película 'La Terminal'?;Media;Catherine Zeta-Jones;Julia Roberts;Nicole Kidman;Meg Ryan
¿Quién encarnó a la Presidenta Coin en las películas 'Los Juegos del Hambre: Sinsajo Parte 1 y 2'?;Media;Julianne Moore;Elizabeth Banks;Viola Davis;Meryl Streep
¿Qué película de 1989 dirigida por Spike Lee retrata las tensiones raciales en un barrio de Brooklyn en el día más caluroso del año?;Media;Haz lo correcto;Malcolm X;Jungle Fever;Mo' Better Blues
¿Qué famoso actor dirigió y protagonizó la película 'Corazón valiente' en 1995?;Media;Mel Gibson;Liam Neeson;Kevin Costner;Sean Connery
¿Qué película de 2004 dirigida por Michel Gondry presenta un proceso para borrar los recuerdos de una relación fallida?;Media;Eterno resplandor de una mente sin recuerdos;El ilusionista;Ciudad de Dios;21 gramos
¿Qué actor interpretó a El Hombre de Hojalata en 'El mago de Oz' de 1939?;Media;Jack Haley;Bert Lahr;Ray Bolger;Frank Morgan
¿Qué película de 1999 dirigida por Anthony Minghella cuenta con múltiples narrativas entrecruzadas en un contexto de producción cinematográfica?;Media;El talento de Mr. Ripley;La sonrisa de Mona Lisa;Cold Mountain;El paciente inglés
¿Qué actriz francesa interpretó a Amélie Poulain en la película 'Amelie' de 2001?;Media;Audrey Tautou;Marion Cotillard;Sophie Marceau;Eva Green
¿En qué película de 1994 una estafadora y un abogado interpretados por Demi Moore y Alec Baldwin unen fuerzas?;Media;El jurado;Una proposición indecente;Ghost;La hoguera de las vanidades
¿Qué película de 2009 dirigida por Neill Blomkamp cuenta la historia de extraterrestres en un distrito de aislamiento en Sudáfrica?;Media;Distrito 9;Elysium;Chappie;Independence Day: Resurgence
¿Qué actor interpretó al instructor de gimnasia Ron Pickering en la película 'Dodgeball: A True Underdog Story' de 2004?;Media;Rip Torn;Vince Vaughn;Ben Stiller;Jason Bateman
¿Qué actor interpretó al Dr. Ian Malcolm en 'Jurassic Park'?;Media;Jeff Goldblum;Sam Neill;Richard Attenborough;Bob Peck
¿Qué película de 2007 dirigida por los hermanos Coen está basada en la novela del mismo nombre de Cormac McCarthy?;Media;No es país para viejos;El gran Lebowski;Fargo;Burn After Reading
¿Qué actriz interpreta a Evelyn Couch en 'Tomates verdes fritos' (1991)?;Media;Kathy Bates;Jessica Tandy;Mary-Louise Parker;Mary Stuart Masterson
¿Qué película de 2004 presenta personajes como 'La Novia' y 'Bill' y es conocida por sus elementos de artes marciales?;Media;Kill Bill: Vol. 2;Kill Bill: Vol. 1;La leyenda de la espada sagrada;Elektra
¿Qué actor británico interpreta al caudillo escocés William Wallace en la película 'Corazón valiente'?;Media;Mel Gibson;Daniel Day-Lewis;Sean Bean;Gerard Butler
¿Qué director filmó la comedia dramática 'Pequeña Miss Sunshine' de 2006?;Media;Jonathan Dayton y Valerie Faris;Wes Anderson;Noah Baumbach;Alexander Payne
¿Qué película de 2010, dirigida por David O. Russell, cuenta la historia del boxeador 'Irish' Micky Ward?;Media;The Fighter;Rocky Balboa;Million Dollar Baby;Redención
¿Qué actriz encarnó a Natalie Keener, junto a George Clooney, en la película 'Up in the Air' (2009)?;Media;Anna Kendrick;Vera Farmiga;Amy Adams;Emily Blunt
¿Qué película de ciencia ficción de 1984 presenta un futuro distópico donde se libra una guerra contra las máquinas?;Media;Terminator;Blade Runner;The Matrix;Tron
¿Qué película de 2013 dirigida por Martin Scorsese retrata la vida de un corrupto corredor de bolsa?;Media;El lobo de Wall Street;Moneyball;Boiler Room;Margin Call
¿Qué actriz interpretó a 'La Novia' en la película 'Kill Bill'?;Media;Uma Thurman;Lucy Liu;Daryl Hannah;Vivica A. Fox
¿Qué película de 1996 presenta a un grupo de strippers masculinos y es dirigida por Peter Cattaneo?;Media;Full Monty;Magic Mike;Striptease;Showgirls
¿Qué actor interpretó el rol de Maximus en la película 'Gladiador'?;Media;Russell Crowe;Joaquin Phoenix;Richard Harris;Djimon Hounsou
¿Qué director es conocido por 'El laberinto del fauno' y 'Crimson Peak'?;Media;Guillermo del Toro;Pedro Almodóvar;Alejandro Amenábar;Juan Antonio Bayona
¿Qué película de 2002 dirigida por Steven Spielberg, está basada en una historia de Philip K. Dick sobre un sistema que predice crímenes?;Media;Minority Report;El reporte de la minoría;A.I. Inteligencia Artificial;Paycheck
¿Qué actor protagonizó la película 'Soy leyenda'?;Media;Will Smith;Denzel Washington;Samuel L. Jackson;Jamie Foxx
¿Qué actriz interpretó a Ada McGrath en la película 'El piano'?;Media;Holly Hunter;Anna Paquin;Juliette Binoche;Julianne Moore
¿Qué película de 2000, protagonizada por Christian Bale, es una adaptación de la novela de Bret Easton Ellis?;Media;American Psycho;Fight Club;Requiem for a Dream;The Rules of Attraction
¿En qué película Matthew McConaughey dice la frase 'Alright, alright, alright'?;Media;Dazed and Confused;Magic Mike;The Wolf of Wall Street;Interstellar
¿Qué película de 2014 cuenta la historia de un baterista de jazz y su exigente instructor?;Media;Whiplash;La La Land;Birdman;The Jazz Singer
¿Qué actor interpretó a Gollum en la trilogía cinematográfica 'El Señor de los Anillos'?;Media;Andy Serkis;Elijah Wood;Ian McKellen;Viggo Mortensen
¿Qué película de 2012 dirigida por Ben Affleck narra un operativo de rescate durante la crisis de rehenes de Irán?;Media;Argo;Syriana;Zero Dark Thirty;Munich
¿Qué actriz interpretó a la Reina Ana Estuardo en 'La Favorita' (2018)?;Media;Olivia Colman;Rachel Weisz;Emma Stone;Kate Winslet
¿Qué película de 2009 dirigida por J.J. Abrams es una precuela/reinicio de una famosa serie de ciencia ficción?;Media;Star Trek;Star Wars: The Force Awakens;Super 8;Mission: Impossible III
¿Qué actor dio vida al severo instructor Terrence Fletcher en 'Whiplash'?;Media;J.K. Simmons;Miles Teller;Paul Reiser;Austin Stowell
¿Qué director es conocido por la película de suspenso 'Memento' (2000)?;Media;Christopher Nolan;Guy Pearce;David Fincher;Steven Soderbergh
¿Qué película de 2001 dirigida por Baz Luhrmann es un musical ambientado en el París de la Belle Époque?;Media;Moulin Rouge!;Chicago;Rent;The Great Gatsby
¿Qué actor protagonizó 'El Transportador' (2002)?;Media;Jason Statham;Vin Diesel;Dwayne Johnson;Liam Neeson
¿Qué actriz interpretó a Matilda en la película 'León: El profesional'?;Media;Natalie Portman;Mila Kunis;Winona Ryder;Scarlett Johansson
¿Qué película de Wes Anderson de 2001 presenta a tres hermanos que viajan en tren a través de la India?;Media;Los excéntricos Tenenbaums;El gran hotel Budapest;Viaje a Darjeeling;Isla de perros
¿Qué actor interpretó a James Bond en 'GoldenEye' (1995)?;Media;Pierce Brosnan;Sean Connery;Daniel Craig;Timothy Dalton
¿Qué película de 1988 protagonizada por Tom Hanks cuenta la historia de un niño que desea ser grande?;Media;Big;Splash;Turner & Hooch;The 'Burbs
¿Qué actriz protagoniza la película 'Million Dollar Baby' como una boxeadora aspirante?;Media;Hilary Swank;Michelle Rodriguez;Charlize Theron;Sandra Bullock
¿Qué película de David Fincher de 1995 presenta un serial killer que utiliza los siete pecados capitales?;Media;Seven;Fight Club;Gone Girl;Zodiac
¿Qué director de cine francés es conocido por la película 'La vida de Adele'?;Media;Abdellatif Kechiche;Luc Besson;Jean-Pierre Jeunet;Michel Gondry
¿Quién interpretó a Tonya Harding en la película 'Yo, Tonya' (2017)?;Media;Margot Robbie;Allison Janney;Sebastian Stan;Caitlin Carver
¿Qué actor dio vida al legendario músico Johnny Cash en 'Walk the Line' (2005)?;Media;Joaquin Phoenix;Reese Witherspoon;Robert Patrick;Ginnifer Goodwin
¿Qué película de 2016 cuenta la historia de un editor de arte que encuentra un manuscrito escrito por su exesposa?;Media;Animales nocturnos;La llegada;Manchester junto al mar;La La Land
¿Qué actriz interpreta a la agente especial del FBI Sarah Ashburn en 'Cuerpos especiales' (2013)?;Media;Sandra Bullock;Melissa McCarthy;Marlon Wayans;Demián Bichir
¿Qué película de 2003 dirigida por Sofia Coppola protagoniza Bill Murray como un actor en declive que forma una amistad en Tokio?;Media;Perdidos en Tokio;El jardinero fiel;El traductor;Her
¿Qué actriz interpretó a Juno MacGuff en la película 'Juno' de 2007?;Media;Ellen Page;Emma Stone;Anna Kendrick;Jennifer Garner
¿Qué película de 1993 fue dirigida por Steven Spielberg y relata el rescate de más de mil refugiados durante el Holocausto?;Media;La lista de Schindler;El pacificador;Rescatando al soldado Ryan;Amistad
¿Qué actor interpretó al Dr. Emmett Brown en 'Regreso al futuro'?;Media;Christopher Lloyd;Michael J. Fox;Crispin Glover;Thomas F. Wilson
