Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Qué palabra completa la famosa línea de 'Casablanca': 'Tócala de nuevo, ____'?;Fácil;Sam;Tom;Max;Rick
¿Cuál es el nombre del dragón en la película 'El Hobbit'?;Fácil;Smaug;Drogon;Norbert;Fafnir
¿Quién interpretó a James Bond por primera vez en la película 'Dr. No'?;Fácil;Sean Connery;Roger Moore;Pierce Brosnan;Daniel Craig
¿Qué actor da vida a Jack Sparrow en la saga 'Piratas del Caribe'?;Fácil;Johnny Depp;Orlando Bloom;Geoffrey Rush;Jack Davenport
¿Cuál es el nombre de la niñera mágica interpretada por Emily Blunt en la secuela de 2018?;Fácil;Mary Poppins;Nanny McPhee;Jane Banks;Amelia Minchin
¿En qué película animada un león se convierte en rey de la selva después de la muerte de su padre?;Fácil;El Rey León;Madagascar;Zootopia;Tarzán
¿Cuál es el nombre del parque de atracciones en 'Parque Jurásico'?;Fácil;Jurassic Park;Dinosaur Land;Reptile World;Prehistoric Park
¿Qué película de Tim Burton reimagina una clásica historia de Disney sobre un elefante volador?;Fácil;Dumbo;Alicia en el país de las maravillas;Charlie y la fábrica de chocolate;El hogar de Miss Peregrine para niños peculiares
¿Qué famoso actor se convierte en verdugo del rey en la película 'Braveheart'?;Fácil;Mel Gibson;Liam Neeson;Russell Crowe;Patrick McGoohan
¿Qué película está ambientada en Pandora, una luna habitada por la especie Na'vi?;Fácil;Avatar;Star Trek;Guardianes de la Galaxia;Pocahontas
¿Qué película cuenta la historia de un joven boxeador bajo la tutela de un entrenador llamado Mickey Goldmill?;Fácil;Rocky;Million Dollar Baby;The Fighter;Ali
¿Qué actriz interpreta a Hermione Granger en la serie de películas de 'Harry Potter'?;Fácil;Emma Watson;Kristen Stewart;Keira Knightley;Emma Stone
¿Qué actor interpretó a Michael Corleone en 'El Padrino'?;Fácil;Al Pacino;Robert De Niro;Marlon Brando;James Caan
¿Quién dirigió la trilogía 'El señor de los anillos'?;Fácil;Peter Jackson;Steven Spielberg;George Lucas;Christopher Nolan
¿Qué actor dio vida al personaje de Han Solo en las películas originales de 'Star Wars'?;Fácil;Harrison Ford;Mark Hamill;Carrie Fisher;Alec Guinness
¿Cuál es el tema principal de la película 'Shrek'?;Fácil;Un ogro en busca de soledad;Amor y amistad;Una princesa en apuros;Luchas de poder en un reino
¿En qué película se escucha la famosa frase 'Yo soy tu padre'?;Fácil;Star Wars: El Imperio Contraataca;El Padrino;Terminator;Iron Man
¿Cuál es el nombre del personaje interpretado por Keanu Reeves en 'Speed'?;Fácil;Jack Traven;Neo;John Wick;Ted Logan
¿Qué película protagonizada por Julia Roberts cuenta la historia de una mujer que se redescubre a sí misma en Italia, India y Bali?;Fácil;Come, Reza, Ama;Erin Brockovich;La boda de mi mejor amigo;Closer
¿Qué película trata sobre un naufragio y una relación improbable entre un joven artista y una mujer de la alta sociedad?;Fácil;Titanic;El naufragio;Infierno en el Pacífico;El lado bueno de las cosas
¿Qué cómico actor protagonizó 'La Máscara' y 'Ace Ventura'?;Fácil;Jim Carrey;Mike Myers;Adam Sandler;Ben Stiller
¿Qué película de Quentin Tarantino sigue las historias interconectadas de criminales en Los Ángeles?;Fácil;Pulp Fiction;Kill Bill;Reservoir Dogs;Django Desencadenado
¿Cuál es el nombre del monstruo amistoso que acompaña a Sulley en 'Monsters, Inc.'?;Fácil;Mike Wazowski;James P. Sullivan;Randall Boggs;Boo
¿Qué actor interpretó a Tony Stark en la película 'Iron Man' de 2008?;Fácil;Robert Downey Jr.;Chris Evans;Tom Holland;Jeremy Renner
¿Qué película cuenta con un cuarteto de cazadores de fantasmas en Nueva York?;Fácil;Cazafantasmas;Hombres de negro;Beetlejuice;Scary Movie
¿En qué película Christopher Lloyd interpreta a un científico loco que inventa una máquina del tiempo?;Fácil;Volver al Futuro;El experimento Filadelfia;Men in Black;Rick y Morty
¿Qué película gira en torno a un juego de mesa que cobra vida, protagonizado por Robin Williams?;Fácil;Jumanji;Zathura;El gran juego de la oca;Monopoly
¿Qué actor interpretó a Norman Bates en la película de 1960 'Psicosis'?;Fácil;Anthony Perkins;Janet Leigh;Vera Miles;John Gavin
¿Qué película sigue la vida del músico Ray Charles, protagonizada por Jamie Foxx?;Fácil;Ray;La La Land;Dreamgirls;Cadillac Records
¿En qué película aparecen criaturas llamadas Minions?;Fácil;Mi Villano Favorito;Pixeles;Small Soldiers;El Hombre Bicentenario
¿En qué película un hombre llamado Andy Dufresne es sentenciado erróneamente a prisión?;Fácil;The Shawshank Redemption;La Milla Verde;Escape de Alcatraz;El Hombre de la Máscara de Hierro
¿Qué actor es conocido por interpretar a Jason Bourne?;Fácil;Matt Damon;Brad Pitt;Tom Cruise;Ben Affleck
¿Quién es el director de 'Inception' y la trilogía 'The Dark Knight'?;Fácil;Christopher Nolan;Tim Burton;Ridley Scott;Michael Bay
¿Qué actriz protagoniza la película 'La princesa prometida' como Buttercup?;Fácil;Robin Wright;Meg Ryan;Julia Roberts;Drew Barrymore
¿En qué película Jack Nicholson dice 'Aquí está Johnny!'?;Fácil;El Resplandor;Algunos hombres buenos;Mejor... imposible;Atrapado sin salida
¿Cuál de estas películas es una famosa comedia de Bill Murray como presentador del tiempo atrapado en el mismo día una y otra vez?;Fácil;Atrapado en el tiempo;Zombieland;Scrooged;Los Cazafantasmas
¿Qué actor interpretó a 'El Hombre en la Máscara de Hierro', así como a los gemelos reales en la misma película?;Fácil;Leonardo DiCaprio;John Malkovich;Jeremy Irons;Gabriel Byrne
¿Qué película cuenta la historia de un grupo de amigos que se conocen como 'los perdedores' en un pequeño pueblo de Maine?;Fácil;It;Stand by Me;Los Goonies;Super 8
¿Quién interpretó a la Reina Isabel I en la película 'Shakespeare in Love'?;Fácil;Judi Dench;Cate Blanchett;Helen Mirren;Vanessa Redgrave
¿En qué película del universo de Harry Potter aparece por primera vez el personaje Gilderoy Lockhart?;Fácil;Harry Potter y la cámara secreta;Harry Potter y la piedra filosofal;Harry Potter y el prisionero de Azkaban;Harry Potter y el cáliz de fuego
¿Qué película clásica está basada en el libro 'Gone with the Wind' de Margaret Mitchell?;Fácil;Lo que el viento se llevó;Las uvas de la ira;La feria de la vanidad;El árbol de la vida
¿Qué exitoso actor cómico protagonizó 'La señora Doubtfire' y 'Jumanji'?;Fácil;Robin Williams;Jim Carrey;Adam Sandler;Eddie Murphy
¿Qué película sigue a un grupo de arqueólogos que regresan a la Tierra con un alien parásito a bordo?;Fácil;Alien;Prometheus;Starship Troopers;The Thing
¿Qué veterano actor interpretó al personaje de Alfred en la trilogía 'The Dark Knight'?;Fácil;Michael Caine;Jeremy Irons;Sean Pertwee;Alan Napier
¿Qué película de Disney presenta a un niño que debe sobrevivir en la selva con la ayuda de un oso y una pantera?;Fácil;El Libro de la Selva;Tarzán;Brother Bear;El Rey León
¿En qué película se unen una princesa, un contrabandista y un caballero Jedi para salvar la galaxia?;Fácil;Star Wars: Una Nueva Esperanza;El Señor de los Anillos;Star Trek;Los Vengadores
¿Qué actriz interpretó a Selene en la serie de películas 'Underworld'?;Fácil;Kate Beckinsale;Milla Jovovich;Charlize Theron;Michelle Rodriguez
¿Quién dirigió la película de culto de ciencia ficción 'Blade Runner'?;Fácil;Ridley Scott;James Cameron;Steven Spielberg;George Lucas
¿En qué película de suspenso psicológico aparece un niño que puede ver y hablar con los muertos?;Fácil;El Sexto Sentido;Los Otros;Poltergeist;Stir of Echoes
¿Qué actor interpretó al Doctor Octopus en 'Spider-Man 2'?;Fácil;Alfred Molina;Willem Dafoe;Thomas Haden Church;Topher Grace
¿Qué película se centra en un monstruo marino y el eslogan 'Vas a necesitar un bote más grande'?;Fácil;Tiburón;Deep Blue Sea;La laguna azul;Finding Nemo
¿Qué actriz australiana interpretó a Satine en 'Moulin Rouge!'?;Fácil;Nicole Kidman;Naomi Watts;Cate Blanchett;Margot Robbie
¿Qué clásica película de terror gira en torno a un asesino llamado Michael Myers?;Fácil;Halloween;Viernes 13;Pesadilla en Elm Street;Scream
¿Qué película cuenta con un príncipe llamado Eric y una sirena que desea ser humana?;Fácil;La Sirenita;Encantada;La bella durmiente;Cenicienta
¿Qué película de ciencia ficción de 2009, dirigida por James Cameron, se volvió conocida por su tecnología de captura de movimiento en 3D?;Fácil;Avatar;Distrito 9;Moon;Star Trek
¿Quién interpretó a la Reina Amidala en las precuelas de 'Star Wars'?;Fácil;Natalie Portman;Keira Knightley;Carrie Fisher;Daisy Ridley
¿Qué película animada cuenta la historia de Woody y Buzz Lightyear?;Fácil;Toy Story;Monsters, Inc.;Cars;Buscando a Nemo
¿Quién es el director de 'Gladiator' y 'Alien: el octavo pasajero'?;Fácil;Ridley Scott;Steven Spielberg;James Cameron;Martin Scorsese
¿Qué actor interpretó a Jack Dawson en 'Titanic'?;Fácil;Leonardo DiCaprio;Brad Pitt;Tom Cruise;Johnny Depp
¿Qué película cuenta la historia del boxeador Jake LaMotta?;Fácil;Toro Salvaje;Rocky;Million Dollar Baby;El luchador
¿Qué actor interpretó al agente J en 'Hombres de negro'?;Fácil;Will Smith;Tommy Lee Jones;Vincent D'Onofrio;Josh Brolin
¿En qué película un dinosaurio llamado Rex y un hombre de las cavernas llamado Spot son los personajes principales?;Fácil;El viaje de Arlo;Jurassic Park;Tierra antes de tiempo;Dinosaurio
¿Quién interpretó al villano Hans Gruber en 'Duro de Matar'?;Fácil;Alan Rickman;Jeremy Irons;Bruce Willis;Samuel L. Jackson
¿En qué película de Pixar un Chef ratón persigue su sueño de cocinar?;Fácil;Ratatouille;Coco;WALL-E;Brave
¿Qué actor interpretó al Capitán Jack Aubrey en 'Master and Commander'?;Fácil;Russell Crowe;Paul Bettany;Chris Hemsworth;Johnny Depp
¿Qué película de Martin Scorsese es conocida por su representación de la mafia italoamericana y tiene a Joe Pesci y Robert De Niro?;Fácil;Buenos muchachos;El Padrino;Casino;Uno de los nuestros
¿Cuál es el nombre del reino de hielo en 'Frozen'?;Fácil;Arendelle;Corona;Weselton;Genovia
¿Qué película famosa empieza con un asesinato resolviéndose con la ayuda de los periódicos locales?;Fácil;Ciudadano Kane;El tercer hombre;El hombre que sabía demasiado;Rebecca
¿Qué joven actriz interpreta a Hit-Girl en 'Kick-Ass'?;Fácil;Chloë Grace Moretz;Emma Watson;Abigail Breslin;Hailee Steinfeld
¿Qué actor encarnó a Scott Pilgrim en la película 'Scott Pilgrim contra el mundo'?;Fácil;Michael Cera;Chris Evans;Jason Schwartzman;Brandon Routh
¿Quién protagonizó la película de acción de ciencia ficción 'El quinto elemento'?;Fácil;Bruce Willis;Gary Oldman;Chris Tucker;Ian Holm
¿Cuál es el nombre de la isla en la que tiene lugar 'Jurassic Park'?;Fácil;Isla Nublar;Isla Sorna;Skull Island;Monstera Island
¿Qué película de animación presenta un ogro llamado Shrek y un Burro parlante?;Fácil;Shrek;Enredados;Madagascar;La era de hielo
¿Quién es el director y creador de la saga 'Star Wars'?;Fácil;George Lucas;Steven Spielberg;J.J. Abrams;Rian Johnson
¿Qué actriz interpretó a Elle Woods en 'Legalmente rubia'?;Fácil;Reese Witherspoon;Cameron Diaz;Jessica Alba;Charlize Theron
¿Qué característico baile realiza Uma Thurman en 'Pulp Fiction'?;Fácil;Twist;Macarena;Salsa;Gangnam Style
¿Qué país es la principal locación de 'El Señor de los Anillos' y 'El Hobbit'?;Fácil;Nueva Zelanda;Canadá;Islandia;Escocia
¿Qué famoso actor protagonizó la película 'Salvar al Soldado Ryan'?;Fácil;Tom Hanks;Matt Damon;Tom Sizemore;Vin Diesel
¿Quién interpretó a la Princesa Leia en las películas originales de 'Star Wars'?;Fácil;Carrie Fisher;Natalie Portman;Sigourney Weaver;Daisy Ridley
¿En qué aclamada película de ciencia ficción Keanu Reeves dice 'Woah' después de esquivar balas?;Fácil;Matrix;Speed;John Wick;Constantine
¿Qué actriz interpretó a Black Widow en las películas de Marvel antes de que Scarlett Johansson asumiera el papel?;Fácil;Nadie;Emily Blunt;Angelina Jolie;Jennifer Garner
¿Qué película de 1985 dirigida por Robert Zemeckis es conocida por su máquina del tiempo hecha a partir de un DeLorean?;Fácil;Volver al futuro;E.T. el extraterrestre;Los cazafantasmas;Cocoon
¿Qué actor interpretó al diabólico Jigsaw en la serie de películas 'Saw'?;Fácil;Tobin Bell;Donnie Wahlberg;Cary Elwes;Danny Glover
¿Quién es el director de la película 'Roma', ganadora del Oscar?;Fácil;Alfonso Cuarón;Guillermo del Toro;Alejandro González Iñárritu;Pedro Almodóvar
¿Qué actor protagonizó 'Forrest Gump'?;Fácil;Tom Hanks;Bill Murray;Dustin Hoffman;Kevin Costner
¿Qué película gira en torno a una aventura para destruir un anillo en un volcán?;Fácil;El Señor de los Anillos;Indiana Jones;The Goonies;Star Wars
¿Qué personaje dice 'Hasta la vista, baby' en 'Terminator 2: El juicio final'?;Fácil;Terminator;John Connor;Sarah Connor;T-1000
¿Qué actriz interpretó a Katniss Everdeen en 'Los Juegos del Hambre'?;Fácil;Jennifer Lawrence;Emma Stone;Emily Blunt;Shailene Woodley
¿Qué director es conocido por películas como 'The Grand Budapest Hotel' y 'Moonrise Kingdom'?;Fácil;Wes Anderson;Tim Burton;Steven Soderbergh;Coen Brothers
¿Qué película de 1994 protagonizada por Tim Robbins y Morgan Freeman está basada en una historia de Stephen King?;Fácil;Cadena perpetua (The Shawshank Redemption);Misery;El resplandor;Cuenta conmigo
¿Qué actriz ganó un Oscar por interpretar a Hannah Schmitz en 'The Reader'?;Fácil;Kate Winslet;Meryl Streep;Charlize Theron;Nicole Kidman
¿Qué película de terror psicológico tiene como protagonista a un escritor llamado Jack Torrance?;Fácil;El Resplandor;Inception;Shutter Island;Birdman
¿Qué actor interpretó al personaje de Aragorn en 'El Señor de los Anillos'?;Fácil;Viggo Mortensen;Orlando Bloom;Sean Bean;Ian McKellen
¿Qué película cuenta con un dinosaurio llamado 'Rex' y una vaquera llamada 'Jessie'?;Fácil;Toy Story 2;Jurassic World;El viaje de Arlo;Cars
¿Quién es el director de la película 'La forma del agua', ganadora del Oscar a Mejor Película en 2018?;Fácil;Guillermo del Toro;Alejandro González Iñárritu;Alfonso Cuarón;Jordan Peele
¿Qué actriz interpretó a Rose DeWitt Bukater en 'Titanic'?;Fácil;Kate Winslet;Cate Blanchett;Rachel Weisz;Nicole Kidman
¿Qué película sigue la historia de un pez llamado Nemo?;Fácil;Buscando a Nemo;Buscando a Dory;El espantatiburones;Fiebre de mar
¿Qué famoso director filmó 'La lista de Schindler' y 'Catch Me If You Can'?;Fácil;Steven Spielberg;Martin Scorsese;Ridley Scott;Oliver Stone
¿En qué película Bruce Willis interpreta a un héroe de acción llamado John McClane?;Fácil;Duro de Matar;RED;Looper;Armageddon
¿Qué actriz interpretó a Mia en 'Pulp Fiction'?;Fácil;Uma Thurman;Rosanna Arquette;Maria de Medeiros;Amanda Plummer
¿Quién dijo 'Mi tesoro' en la trilogía 'El Señor de los Anillos'?;Fácil;Gollum;Bilbo Bolsón;Aragorn;Legolas
¿Qué actor ha interpretado al personaje de Batman en 'Batman Begins' y 'The Dark Knight'?;Fácil;Christian Bale;Ben Affleck;Michael Keaton;Val Kilmer
¿Qué personaje principal de una saga de ciencia ficción dice 'Que la fuerza te acompañe'?;Fácil;Luke Skywalker;Harry Potter;Frodo Bolsón;Tony Stark
¿Qué película de animación sigue las aventuras de un robot llamado WALL-E?;Fácil;WALL-E;Big Hero 6;Robots;Short Circuit
¿Quién dirigió la película de ciencia ficción 'Interstellar'?;Fácil;Christopher Nolan;Ridley Scott;James Cameron;J.J. Abrams
¿Qué película de Disney cuenta la historia de un cachorro de león que se convierte en rey?;Fácil;El Rey León;El libro de la selva;Tarzán;Hermano oso
¿Quién interpretó al personaje de Legolas en 'El Señor de los Anillos'?;Fácil;Orlando Bloom;Elijah Wood;Viggo Mortensen;Ian McKellen
¿Qué actor protagonizó 'El Castigador', basada en el anti-héroe de Marvel Comics?;Fácil;Thomas Jane;Dolph Lundgren;Ray Stevenson;Jon Bernthal
¿Cuál es la profesión de Peter Parker, el alter ego de Spider-Man?;Fácil;Fotógrafo;Profesor;Periodista;Científico
¿Qué película hizo famosa la línea 'Si lo construyes, él vendrá'?;Fácil;Campo de sueños;Jerry Maguire;Los fantasmas atacan al jefe;Rudy
¿Qué película protagonizó Audrey Hepburn como una princesa que explora Roma con un reportero?;Fácil;Vacaciones en Roma;Desayuno en Tiffany's;Sabrina;My Fair Lady
¿Qué actriz protagoniza 'Crepúsculo' junto a Robert Pattinson?;Fácil;Kristen Stewart;Emma Watson;Jennifer Lawrence;Anna Kendrick
¿Quién interpretó a Sue Storm en la película 'Los Cuatro Fantásticos' de 2005?;Fácil;Jessica Alba;Kate Mara;Scarlett Johansson;Charlize Theron
¿Qué película de Pixar presenta a un personaje llamado Lightning McQueen?;Fácil;Cars;Toy Story;Ratatouille;Monsters, Inc.
¿En qué película de Quentin Tarantino los personajes participan en un torneo de baile?;Fácil;Pulp Fiction;Reservoir Dogs;Kill Bill: Vol. 1;Django Desencadenado
¿Por qué es conocido el personaje Forrest Gump mientras estaba en el ejército?;Fácil;Por ser un gran corredor;Por su inteligencia;Por su habilidad con las armas;Por su carisma
¿Qué actor interpretó a Maximus Decimus Meridius en 'Gladiator'?;Fácil;Russell Crowe;Joaquin Phoenix;Richard Harris;Oliver Reed
¿En qué película de Disney un príncipe es convertido en una bestia?;Fácil;La Bella y la Bestia;La Sirenita;Aladdin;Cenicienta
¿Qué actor interpretó a 'El Máskara' en la película 'The Mask'?;Fácil;Jim Carrey;Mike Myers;Ben Stiller;Adam Sandler
¿Qué beso icónico en una película sucede entre Tobey Maguire y Kirsten Dunst bajo la lluvia?;Fácil;Spider-Man;El diario de Noah;Brokeback Mountain;Titanic
¿Qué película de superhéroes de 2018 está ambientada en Wakanda?;Fácil;Black Panther;Los Vengadores: Infinity War;Deadpool 2;Aquaman
¿Quién interpretó a Danny Ocean en la versión de 'Ocean's Eleven' de 2001?;Fácil;George Clooney;Brad Pitt;Matt Damon;Andy Garcia
