Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Cómo se llama la raza ancestral de los 'Halo rings' en la serie 'Halo'?;Media;Forerunner;Covenant;Promethean;Ancients
¿Cuál es el nombre del barco en el que viajas en 'Assassin's Creed IV: Black Flag'?;Media;Jackdaw;Aquila;Dreadful Wale;Endeavour
¿Qué videojuego de estrategia en tiempo real implica controlar tres familias nobles en un mundo de fantasía?;Media;Crusader Kings II;Civilization VI;Age of Empires;Total War: Warhammer
¿En 'League of Legends', cómo se le llama al evento que ocurre periódicamente donde los súbditos se hacen más fuertes?;Media;Baron Nashor;Dragon;Inhibidor;Alzamiento de los súbditos
¿Qué clase de personaje juegas principalmente en 'Splatoon'?;Media;Inklings;Octoling;Humans;Squidlings
¿Qué elemento se utiliza para mejorar los estus en 'Dark Souls'?;Media;Fragmento de estus;Piedra filosofal;Cristal de mana;Runa espiritual
¿Cuál es el nombre de la ciudad principal en 'Deus Ex: Human Revolution'?;Media;Detroit;Tokio;Nueva York;Shanghái
¿En 'Final Fantasy VII', quién es el líder de AVALANCHA al principio del juego?;Media;Barret Wallace;Cloud Strife;Tifa Lockhart;Vincent Valentine
¿Cuál es el nombre del virus central en la serie 'Resident Evil'?;Media;Virus-T;Virus-G;NE-α Type;Virus Verdugo
¿Cómo se llama la función de repetición automática en 'Super Smash Bros. Ultimate' que permite a los jugadores ver encuentros pasados?;Media;Smash Replays;Brawl Theatre;Combat Logger;Fight Archives
¿Qué clase de videojuego es 'Fire Emblem'?;Media;Estrategia/Rol;Acción/Aventura;Simulador de vida;Puzzle
¿Qué estudios desarrollaron 'Apex Legends'?;Media;Respawn Entertainment;Epic Games;Activision Blizzard;Riot Games
¿Qué ítem se usa para capturar criaturas en 'Pokémon'?;Media;Poké Ball;Monster Capsule;Beast Box;Creature Cube
¿Cuál es la facción de piratas informáticos en 'Watch Dogs 2'?;Media;DedSec;KnightSec;Blackwatch;NetRunners
¿Qué videojuego te permite jugar como un agente de la División en la ciudad de Nueva York post-pandemia?;Media;Tom Clancy's The Division;Tom Clancy's Rainbow Six Siege;Tom Clancy's Ghost Recon Wildlands;Tom Clancy's Splinter Cell
¿Qué juego se ambienta en un distópico futuro y está basado en el concepto de Parkour urbano?;Media;Mirror's Edge;Assassin's Creed;Prince of Persia;Uncharted
¿Cuál es el nombre del protagonista de la serie 'God of War'?;Media;Kratos;Atreus;Deimos;Ares
¿En qué juego serías parte de una operación encubierta como agente del Cuerpo de Paz intergaláctico conocido como Spectre?;Media;Mass Effect;Halo;Dead Space;Gears of War
¿Qué objeto principal debes coleccionar en el juego 'Banjo-Kazooie'?;Media;Piezas de Puzzle (Jiggies);Monedas de oro;Estrellas de poder;Paginas del manual
¿Qué sistema de juego se caracteriza por el uso de 'V.A.T.S.'?;Media;Fallout;Elder Scrolls;Bioshock;Borderlands
¿Cuál es el nombre del mundo virtual en el que se desarrolla 'Sword Art Online: Hollow Realization'?;Media;Ainground;The Grid;Gaia;Oasis
¿Cómo se llama el reino en el que se desarrolla la mayoría de 'Dragon Age: Inquisition'?;Media;Thedas;Westeros;Eorzea;Azeroth
¿Cuál es el apellido del personaje Max en 'Life is Strange'?;Media;Caulfield;Price;Marsh;Chase
¿Qué videojuego gira en torno a personajes llamados 'vault hunters'?;Media;Borderlands;Destiny;Warframe;The Division
¿Cómo se llama el compositor principal de la banda sonora del juego 'Celeste'?;Media;Lena Raine;Nobuo Uematsu;Koji Kondo;Hans Zimmer
¿En qué juego se usa el término 'Booyah Base' como lugar de encuentro y comercio?;Media;Splatoon;Overwatch;Fortnite;Team Fortress 2
¿Qué videojuego de terror espacial tiene una característica mecánica llamada 'Desmembramiento estratégico'?;Media;Dead Space;Alien: Isolation;Doom 3;Prey
¿Qué serie de juegos es conocida por la ciudad ficticia de Raccoon City?;Media;Resident Evil;Dead Rising;Silent Hill;Left 4 Dead
¿Cuál era el nombre de código de la misión principal en 'Metal Gear Solid 3: Snake Eater'?;Media;Operación Snake Eater;Operación Intrude N313;Misión Virtuous;Operación Shadow Moses
¿Cómo se llama el mundo abierto en 'The Crew' y 'The Crew 2'?;Media;Estados Unidos;Azeroth;Tamriel;San Andreas
¿Qué juego te permite explorar la historia de un imperio desde la Edad Media hasta la Era Industrial?;Media;Age of Empires;Civilization;Total War;Rise of Nations
¿Cuál es la ciudad principal en 'Infamous Second Son'?;Media;Seattle;Chicago;Nueva York;San Francisco
¿Qué juego de supervivencia se ambienta en el Océano Pacífico con tiburones al acecho?;Media;Raft;Subnautica;Stranded Deep;The Forest
¿Qué clase de combate prima en los juegos de la serie 'For Honor'?;Media;Cuerpo a cuerpo;Combate a distancia;Combate aéreo;Combate vehicular
¿Qué plataforma de juegos en línea fue lanzada por Electronic Arts para distribuir sus juegos y servicios?;Media;Origin;Steam;Epic Games Store;Ubisoft Connect
¿Qué videojuego te invita a construir y gestionar tu propio parque de dinosaurios?;Media;Jurassic World Evolution;Dino Crisis;ARK: Survival Evolved;Fossil Fighters
¿Qué serie de juegos de lucha presenta personajes de varias franquicias de Nintendo?;Media;Super Smash Bros.;Tekken;Mortal Kombat;Street Fighter
¿Qué título de juego de rol te permite vivir como un vampiro en la era victoriana?;Media;Vampire: The Masquerade – Bloodlines;Castlevania;BloodRayne;Legacy of Kain
¿Qué juego popularizó el subgénero de estrategia conocido como 'MOBA'?;Media;Defense of the Ancients (DotA);League of Legends;Heroes of the Storm;Smite
¿Cómo se llama el lugar de entrenamiento donde los jugadores de 'Overwatch' pueden practicar sus habilidades?;Media;Campo de prácticas;Coliseo;Arena de combate;Simulador de entrenamiento
¿Cuál es el nombre de la nave espacial en 'FTL: Faster Than Light'?;Media;The Kestrel;Normandy;USG Ishimura;Serenity
¿Qué videojuego de cartas coleccionables digitales fue desarrollado por CD Projekt Red?;Media;Gwent: The Witcher Card Game;Hearthstone;Magic: The Gathering Arena;Shadowverse
¿Qué juego de rol clásico te permite explorar la tierra mítica de Albion?;Media;Fable;Elder Scrolls;Dragon Quest;Baldur's Gate
¿Qué tipo de 'pruebas' enfrentan los jugadores en 'The Talos Principle'?;Media;Rompecabezas;Combates de gladiadores;Carreras de obstáculos;Construcción de ciudades
¿Qué peculiar pareja protagoniza el juego 'Beyond Good & Evil'?;Media;Jade y Pey'j;Ratchet y Clank;Jack y Daxter;Banjo y Kazooie
¿En qué juego de supervivencia interpretas a un personaje varado en una isla desierta después de un accidente de avión?;Media;The Forest;Rust;Ark: Survival Evolved;Don't Starve
¿Cuál es la ciudad ficticia en la que se desarrolla 'Grand Theft Auto: Vice City'?;Media;Vice City;Liberty City;San Andreas;Los Santos
¿Qué ítem mágico es crucial para la navegación y la resolución de rompecabezas en 'The Legend of Zelda: Ocarina of Time'?;Media;Ocarina del Tiempo;Máscara de Majora;Espada Maestra;Trifuerza
¿Qué juego te coloca en control de la civilización humanoide 'Terran', 'Zerg' o 'Protoss'?;Media;StarCraft;Warcraft;Star Wars: Empire at War;Command & Conquer
¿Cómo se llama la arena donde los jugadores luchan en 'Rocket League'?;Media;Estadio de Soccar;Ring de Boxeo;Campos de Batalla;Cancha de Básquet
¿Qué juego sigue a un asesino llamado Agent 47?;Media;Hitman;Assassin's Creed;Splinter Cell;Metal Gear Solid
¿Qué tipo de juego es 'Cities: Skylines'?;Media;Simulación de construcción de ciudades;Juego de estrategia de guerra;Juego de disparos en primera persona;Plataforma de aventuras
¿Qué acción clásica tiene un mini mapa representado como un radar en la esquina inferior derecha durante el juego?;Media;Grand Theft Auto;Call of Duty;Battlefield;Halo
¿Cómo se llama la primera expansión importante de 'World of Warcraft'?;Media;The Burning Crusade;Cataclysm;Wrath of the Lich King;Legion
¿Cuál es el objetivo principal del protagonista, Aloy, en 'Horizon Zero Dawn'?;Media;Descubrir su pasado;Salvar al presidente;Ganar una carrera;Detener un apocalipsis zombie
¿Qué videojuego se centra en el personaje de 'Cuphead', que debe pagar una deuda con el diablo?;Media;Cuphead;Mugman;Bendy and the Ink Machine;Cup Tales
¿Cuál es el nombre del fundador de la ciudad submarina de Rapture en el juego 'Bioshock'?;Media;Andrew Ryan;Atlas;Frank Fontaine;Sofia Lamb
¿En qué juego ves una invasión alienígena a través de los ojos de un científico llamado Gordon Freeman?;Media;Half-Life;Doom;Prey;Resistance
¿Qué juego de estrategia táctica te lleva a operaciones especiales antiterroristas en misiones de rescate y desactivación de bombas?;Media;Rainbow Six Siege;Counter-Strike;Call of Duty: Modern Warfare;Battlefield
¿Cómo se llama la compañía ficticia que crea los dinosaurios en 'Jurassic World Evolution'?;Media;InGen;BioSyn;Mazrani Global Corporation;DinoTech
¿Qué juego explora una distopía en la que los androides se vuelven conscientes de sí mismos y luchan por su libertad?;Media;Detroit: Become Human;The Talos Principle;Nier: Automata;Soma
¿Qué antiguo guerrero vikingo busca redención y lucha contra dioses en 'For Honor'?;Media;The Raider;The Berserker;The Warden;The Warlord
¿Qué juego de rol de acción se ubica en una versión post-apocalíptica de Washington D.C.?;Media;Fallout 3;Fallout: New Vegas;The Division;Metro 2033
¿Qué título de estrategia en tiempo real permite a los jugadores revivir batallas históricas y conducir civilizaciones a través de las edades?;Media;Age of Empires;Total War;Empire Earth;Civilization
¿Cómo se llama la corporación maligna en el universo de 'Resident Evil'?;Media;Umbrella Corporation;Tricell Inc.;Abstergo Industries;Weyland-Yutani Corp
¿Qué juego de aventuras te permite explorar una galaxia mientras comercias, luchas y te alías con diversas facciones alienígenas?;Media;Elite Dangerous;No Man's Sky;EVE Online;Star Citizen
¿Cuál es el nombre del dragón antagonista principal en 'The Elder Scrolls V: Skyrim'?;Media;Alduin;Paarthurnax;Durnehviir;Odahviing
¿Qué grupo antagonista enfrentan los jugadores en la serie 'Gears of War'?;Media;Los Locust;Los Covenant;Los Chosen;Los Helghast
¿Qué videojuego de disparos en tercera persona se centra en un grupo de supervivientes después de una pandemia en Nueva York?;Media;Tom Clancy's The Division;Tom Clancy's Rainbow Six Siege;Tom Clancy's Ghost Recon Wildlands;Tom Clancy's Splinter Cell
¿Qué videojuego te permite controlar un imperio a través de diferentes 'épocas', cada una con su propio conjunto de tecnologías y unidades militares?;Media;Civilization;Age of Empires;Rise of Nations;Empire Earth
¿Cuál es el nombre del protagonista del juego 'Uncharted: Drake's Fortune'?;Media;Nathan Drake;Samuel Drake;Lara Croft;Indiana Jones
¿Qué juego indie pone al jugador en el papel de un caballero intentando descubrir los secretos de un reino subterráneo lleno de insectos?;Media;Hollow Knight;Shovel Knight;Insect Armageddon;Bug Heroes
¿En qué juego de mundo abierto encarnas a un pirata en el Caribe durante la Edad de Oro de la piratería?;Media;Assassin's Creed IV: Black Flag;Sea of Thieves;Sid Meier's Pirates!;Skull & Bones
¿Cómo se llama el enemigo principal en el juego 'Bioshock Infinite'?;Media;Zachary Comstock;Andrew Ryan;Atlas;Sofia Lamb
¿Qué juego de estrategia en tiempo real te permite luchar como una de las tres facciones: la Hierarchy, los Novus o los Masari?;Media;Universe at War: Earth Assault;Starcraft II;Warcraft III;Command & Conquer 3
¿En qué juego de estrategia construyes un imperio desde una pequeña tribu hasta una potencia mundial?;Media;Civilization;Age of Empires;StarCraft;Rise of Nations
¿Cómo se llama el mundo post-apocalíptico donde se desarrolla 'Mad Max'?;Media;The Wasteland;The Outback;The Badlands;New Earth
¿Qué videojuego de rol te permite formar y liderar una banda de mercenarios en un mundo medieval bajo amenaza constante?;Media;Battle Brothers;Mount & Blade;The Banner Saga;Fire Emblem
¿Qué sistema operativo es el foco de una misión de hacking en 'Watch Dogs 2'?;Media;Haum 2.0;Blume OS;DedSec OS;CyberDriver
¿Qué tipo de criaturas son los principales adversarios en 'Bloodborne'?;Media;Criaturas lovecraftianas;Zombies;Robots rebeldes;Alienígenas invasores
¿Qué añadido significativo trajo la expansión 'Heart of Thorns' al juego 'Guild Wars 2'?;Media;Especializaciones de élite;Monturas;Clases adicionales;Mapas pvp
¿Cuál es la principal innovación en combate que presenta 'Sekiro: Shadows Die Twice' en comparación con otros títulos de FromSoftware?;Media;Sistema de Postura;Modo furia;Artes marciales mixtas;Disparos a cubierto
¿Qué plataforma cruzada es una característica clave del juego 'Rocket League'?;Media;Crossplay;Multijugador masivo;Juego en la nube;VR inmersiva
¿Cuál es el nombre del protagonista en 'The Last of Us'?;Media;Joel;Ellie;Nathan;David
¿Qué juego de supervivencia te permite domesticar y montar dinosaurios?;Media;Ark: Survival Evolved;Dino Crisis;Jurassic World Evolution;Monster Hunter World
¿Qué juego de rol conocido por su difícil combate te hace enfrentarte a jefes como Ornstein y Smough?;Media;Dark Souls;Bloodborne;Demon's Souls;Sekiro: Shadows Die Twice
¿En qué juego de supervivencia y artesanía puedes encontrar 'The End', un reino dimensional alternativo?;Media;Minecraft;Terraria;Starbound;The Forest
En 'Dishonored', ¿cuál es el nombre del grupo de asesinos liderado por Daud?;Media;Los Balleneros;La Guardia Real;Los Sin Rostro;Los Siete Puñales
¿Qué videojuego te pone en la piel de un detective en una versión sobrenatural de la ciudad de Oakmont en la década de 1920?;Media;The Sinking City;L.A. Noire;Call of Cthulhu;Murdered: Soul Suspect
¿Cuál es la máxima cantidad de Estrellas de Poder que se pueden obtener en 'Super Mario 64'?;Media;120;100;110;150
¿Qué habilidad especial se utiliza en el videojuego 'Titanfall' para cambiar temporalmente el flujo del tiempo?;Media;Salto temporal;Teletransporte;Super velocidad;Viaje astral
¿En 'The Witcher 3: Wild Hunt', quién es el Rey de los Cazadores Salvajes?;Media;Eredin Bréacc Glas;Radovid V;Emhyr var Emreis;Crach an Craite
En 'Cyberpunk 2077', ¿cuál es el nombre del legendario rockerboy interpretado por Keanu Reeves?;Media;Johnny Silverhand;Adam Smasher;Viktor Vektor;Jackie Welles
¿Qué juego de exploración espacial presenta naves generadas por procedimiento y vida salvaje nombradas por los jugadores?;Media;No Man's Sky;Elite Dangerous;Starbound;EVE Online
¿Qué franquicia de videojuegos tiene una atracción turística llamada 'Chocobo Racing'?;Media;Final Fantasy;Legend of Zelda;Crash Bandicoot;Mario Kart
¿Qué estudio desarrolló el videojuego de estrategia 'Stellaris'?;Media;Paradox Development Studio;Firaxis Games;Creative Assembly;Blizzard Entertainment
¿Qué personaje es el villano principal en 'Far Cry 3'?;Media;Vaas Montenegro;Pagan Min;Joseph Seed;Hoyt Volker
¿Qué dispositivo usa Gordon Freeman en 'Half-Life 2' para manipular objetos a distancia?;Media;Gravity Gun;Portal Gun;Zero Point Energy Field Manipulator;Grappling Hook
¿Cómo se llama la tierra en la que se juega 'The Elder Scrolls III: Morrowind'?;Media;Vvardenfell;Cyrodiil;Skyrim;Hammerfell
¿Qué criatura mítica es central para la historia de 'Shadow of the Colossus'?;Media;Colosos;Grifos;Dragones;Minotauros
¿Cuál es el primer juego de la serie 'Bioshock' que se desarrolla en una ciudad en el cielo llamada Columbia?;Media;Bioshock Infinite;Bioshock;Bioshock 2;System Shock 2
¿Cómo se llama el grupo antagónico en 'Daemon X Machina'?;Media;Immortal;Outers;Reclaimers;Dominion
¿Qué tipo de virus está erradicando la humanidad en el juego 'Tom Clancy's The Division'?;Media;Smallpox (Viruela);Rabies (Rabia);Ebola;Influenza (Gripe)
¿Qué juego de mundo abierto te permite pilotar un dron para explorar y obtener ventaja táctica?;Media;Watch Dogs 2;Ghost Recon Wildlands;Grand Theft Auto V;Just Cause 3
¿En qué juego de estrategia en tiempo real diriges un convoy de vehículos a través de un planeta desolado buscando una masiva estructura misteriosa conocida como 'La Puerta'?;Media;Homeworld: Deserts of Kharak;Command & Conquer: Tiberian Sun;Dune 2000;Steel Division 2
¿Qué videojuego de ciencia ficción te permite jugar como un piloto y su mech, llamado Titan?;Media;Titanfall;MechWarrior;Hawken;Armored Core
¿Qué videojuego de estrategia en tiempo real te pone a cargo de una de las dinastías de la Inglaterra medieval?;Media;Stronghold;Crusader Kings;Total War: Medieval II;Age of Empires II
¿En qué videojuego post-apocalíptico puedes encontrar facciones como la Hermandad del Acero y los saqueadores?;Media;Fallout;Metro 2033;Stalker: Shadow of Chernobyl;Rage
¿Qué objeto legendario persiguen los jugadores en 'Uncharted 2: El Reino de los Ladrones'?;Media;La piedra Cintamani;El Santo Grial;La Cruz de Coronado;El Oro de El Dorado
¿Cuál es el nombre de la hermana inteligencia artificial de Cortana en 'Halo 5: Guardians'?;Media;Roland;Sarcastic;Unther;Prometea
¿Cuál es el grupo antagonista principal del juego 'Deus Ex: Human Revolution'?;Media;Illuminati;Majestic 12;Templarios;Knights of the Nine
¿Cuál es la ciudad principal donde se centra la acción en 'Sleeping Dogs'?;Media;Hong Kong;Shanghái;Tokio;Bangkok
¿Qué juego de rol y acción te permite controlar al último cazador de dragones conocido como el Sangre de Dragón?;Media;Dragon's Dogma;Skyrim;Dark Souls;Dragon Age: Inquisition
¿En qué franquicia de videojuegos luchas contra una raza alienígena conocida como los Vex?;Media;Destiny;Halo;Mass Effect;XCOM
¿Qué modo de juego en 'Overwatch' implica escoltar una carga útil a través del mapa?;Media;Escolta;Control;Asalto;Captura la bandera
¿Qué emblemático vehículo de combate controlan los jugadores en 'Battlefield'?;Media;Tanque;Caza de combate;Submarino;Mecha de asalto
En 'The Witcher 3: Wild Hunt', ¿cuál es la principal profesión de Geralt de Rivia?;Media;Brujo;Caballero;Mago;Ladrón
¿Qué juego de disparos en primera persona presenta fases en un entorno submarino llamado Rapture?;Media;BioShock;Deep Fear;Subnautica;Aquanox
¿Qué videojuego de sigilo gira en torno a un protagonista llamado Garrett?;Media;Thief;Splinter Cell;Dishonored;Metal Gear Solid
¿En qué juego de supervivencia en mundo abierto los jugadores luchan contra la naturaleza en una isla infestada de zombis?;Media;DayZ;Left 4 Dead;Dead Island;State of Decay
¿Cuál es el nombre del principal antagonista en la serie 'God of War' (2018)?;Media;Baldur;Zeus;Ares;Hades
¿Qué franquicia se centra en batallas de cartas y el duelo de monstruos?;Media;Yu-Gi-Oh!;Magic: The Gathering;Pokémon;Hearthstone
¿Cómo se llama el dispositivo que se utiliza para hackear los sistemas de la ciudad en 'Watch Dogs'?;Media;Profiler;PDA;Omni-Tool;DataPad
¿En qué juego se libra una guerra entre la humanidad y una raza alienígena conocida como los Banu?;Media;Star Citizen;EVE Online;Galactic Civilizations;Homeworld
¿Cuál es el nombre del mundo en el que se ambienta 'Monster Hunter: World'?;Media;Nuevo Mundo;Azeroth;Erdrea;Pandora
¿Cuál es el juego que te permite explorar y construir en un universo basado en bloques de vóxeles?;Media;Minecraft;Terraria;Roblox;Cube World
¿Qué juego de lucha incluye personajes de franquicias como 'Street Fighter', 'Tekken', y 'Final Fantasy'?;Media;Dissidia Final Fantasy;Super Smash Bros.;BlazBlue: Cross Tag Battle;Marvel vs. Capcom
¿Qué videojuego presenta un mundo sumergido en una eterna batalla entre plantas y zombis?;Media;Plants vs. Zombies;Garden Warfare;Resident Evil;The Last Stand
¿En qué juego te unes a un grupo de rebeldes conocidos como la Orden de Amanecer Estelar?;Media;Far Cry 5;Just Cause 3;Red Faction: Guerrilla;The Outer Worlds
¿Qué videojuego de rol táctico te permite tomar el control de estudiantes en una academia militar llamada Garreg Mach Monastery?;Media;Fire Emblem: Three Houses;Final Fantasy Tactics;Valkyria Chronicles;XCOM: Enemy Unknown
¿Qué videojuego de acción-aventura es conocido por su iconografía nórdica y su enfoque en la paternidad?;Media;God of War (2018);Hellblade: Senua's Sacrifice;The Banner Saga;Jotun
¿Qué personaje es conocido por ser un fontanero italiano que a menudo tiene que salvar a la Princesa Peach?;Media;Mario;Luigi;Sonic;Megaman
¿Cuál es el deporte principal que se juega en el videojuego 'Rocket League'?;Media;Fútbol con coches;Baloncesto;Hockey;Beisbol
¿En qué videojuego de supervivencia se produce una guerra entre insectos gigantes y humanos en el planeta EDN III?;Media;Lost Planet;Earth Defense Force;Starship Troopers;Gears of War
¿Qué serie de juegos de estrategia en tiempo real comienza con la frase 'Enlistarás, construirás, combatirás'?;Media;Command & Conquer;Starcraft;Warcraft;Total War
¿Cuál es el nombre del mundo de fantasía en el que se desarrolla 'The Elder Scrolls IV: Oblivion'?;Media;Cyrodiil;Skyrim;Tamriel;Morrowind
¿Cuál es el nombre del sistema de escritura ficticio encontrado en las paredes de las mazmorras en 'The Elder Scrolls V: Skyrim'?;Media;Dragon Alphabet;Daedric Script;Dwemer Runes;Falmer Glyphs
¿En qué juego de estrategia posapocalíptica gestionas los recursos de la última ciudad en la Tierra?;Media;Frostpunk;Banished;Cities: Skylines;Anno 2070
¿Qué saga de videojuegos te permite usar una espada llamada Monado?;Media;Xenoblade Chronicles;Final Fantasy;Tales of Symphonia;Chrono Trigger
¿Qué nefasto lugar exploran los jugadores en 'Darkest Dungeon'?;Media;The Hamlet;The Underworld;The Abyss;Ravenloft
¿Qué videojuego utiliza un sistema de combate con 'Stands', manifestaciones físicas de poder psíquico?;Media;JoJo's Bizarre Adventure;Persona;Shin Megami Tensei;BlazBlue
¿Quién es el villano final en el videojuego 'Metal Gear Solid 4: Guns of the Patriots'?;Media;Liquid Ocelot;Solidus Snake;Big Boss;Revolver Ocelot
¿En qué juego controlas a un grupo de niños vestidos de superhéroes en la noche de Halloween?;Media;Costume Quest;South Park: The Stick of Truth;Little Nightmares;Luigi's Mansion
¿Qué clásico juego de arcade te reta a esquivar fantasmas mientras comes puntos en un laberinto?;Media;Pac-Man;Space Invaders;Donkey Kong;Frogger
¿Qué videojuego de estrategia espacial se caracteriza por tener un universo generado prácticamente infinito?;Media;Elite Dangerous;Stellaris;Galactic Civilizations;Space Engineers
¿Qué videojuego de plataformas presenta a un par de personajes llamados 'Ori' y 'Sein'?;Media;Ori and the Blind Forest;Inside;Limbo;Hollow Knight
¿Qué videojuego de disparos en primera persona te permite cambiar entre diferentes clases de combate durante la partida?;Media;Team Fortress 2;Call of Duty;Battlefield;Destiny
¿Cuál es el nombre del protagonista principal en 'BioShock Infinite'?;Media;Booker DeWitt;Jack Ryan;Nathan Drake;Andrew Ryan
¿Qué arma primaria usa el personaje Tracer en el videojuego 'Overwatch'?;Media;Pistolas de pulso;Arco y flechas;Escopetas;Lanzacohetes
¿Cuál es la raza principal de los adversarios en 'Halo 2'?;Media;Los Covenant;Los Forerunner;Los Flood;Los Prometeos
¿Qué antiguo artefacto están buscando los jugadores en 'Uncharted: El Tesoro de Drake'?;Media;El Dorado;La Atlántida;El Santo Grial;La Ciudad de Zerzura
En 'Stardew Valley', ¿qué recurso se utiliza para mejorar herramientas y mejorar la granja?;Media;Minerales;Puntos de habilidad;Monedas de oro;Cristales mágicos
¿Qué fuerza antagonista se enfrenta a los jugadores en 'Gears of War 4'?;Media;El Enjambre;Los Locust;La Unión de la Tormenta;Los Lambent
¿Qué videojuego de rol te permite interactuar con una criatura llamada 'Palico'?;Media;Monster Hunter World;Dragon Quest;The Witcher;Final Fantasy
¿Qué videojuego de supervivencia en la naturaleza es famoso por su eslogan 'No morir de hambre'?;Media;Don't Starve;The Long Dark;Green Hell;Rust
¿Qué videojuego de rol en línea incluye facciones como la Alianza y la Horda?;Media;World of Warcraft;Guild Wars 2;The Elder Scrolls Online;Final Fantasy XIV
¿Cuál es el dispositivo que utilizan los jugadores para viajar entre mundos en 'Kingdom Hearts'?;Media;Gummi Ship;Star Cruiser;Warp Pad;Dimensional Gate
¿En qué videojuego de tácticas por turnos luchas contra una invasión extraterrestre como parte de la organización XCOM?;Media;XCOM: Enemy Unknown;Halo Wars;StarCraft;Warhammer 40,000: Dawn of War
¿Cuál es el nombre del virtual mundo abierto central en 'Grand Theft Auto Online'?;Media;Los Santos;Liberty City;Vice City;San Fierro
¿Qué juego de sigilo te permite manipular el tiempo y asumir el papel de Emily Kaldwin o Corvo Attano?;Media;Dishonored 2;Thief;Splinter Cell;Metal Gear Solid V
¿Qué serie de juegos de aventuras gráficas y rompecabezas es creada por el desarrollador de videojuegos Ron Gilbert?;Media;Monkey Island;King's Quest;Space Quest;Grim Fandango
¿En qué juego de carreras puedes realizar 'boosts' saltando y derrapando?;Media;Mario Kart;Gran Turismo;Forza Horizon;Need for Speed
¿Qué juego de rol presenta una distopía cyberpunk en Night City?;Media;Cyberpunk 2077;Shadowrun;Deus Ex: Mankind Divided;System Shock 2
¿Cómo se llama el líder enemigo principal en 'Shadow of Mordor'?;Media;Sauron;Morgoth;Saruman;Witch-king of Angmar
¿Qué videojuego de acción y aventura te pone en control de un niño llamado Mono en un mundo surrealista?;Media;Little Nightmares II;Inside;Limbo;A Boy and His Blob
