Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Cuál es el nombre de la serie de videojuegos de rol y acción postapocalíptica desarrollada inicialmente por Interplay Entertainment?;Fácil;Fallout;The Elder Scrolls;Mass Effect;Borderlands
¿Qué vehículo icónico es usado por el Jefe Maestro en los juegos de la serie 'Halo'?;Fácil;Warthog;Banshee;Ghost;Scorpion
¿Qué compañía desarrolló el juego 'The Witcher 3: Wild Hunt'?;Fácil;CD Projekt Red;Ubisoft;Bethesda;BioWare
¿Cuál es el nombre del protagonista en la serie de videojuegos 'Half-Life'?;Fácil;Gordon Freeman;Alyx Vance;Isaac Kleiner;Barney Calhoun
¿En qué videojuego te conviertes en el nuevo alcalde de una ciudad llena de animales antropomórficos?;Fácil;Animal Crossing: New Leaf;SimCity;Cities: Skylines;Farmville
¿Qué videojuego te permite personalizar coches y competir en diferentes modos de juego, tanto en línea como fuera de línea?;Fácil;Rocket League;Gran Turismo;Asphalt;Forza Motorsport
¿Qué personaje jugable de 'Donkey Kong Country' es famoso por su gorra roja con la letra D?;Fácil;Diddy Kong;Dixie Kong;Cranky Kong;Funky Kong
¿Qué juego se basa en el combate entre autobots y decepticons en múltiples modos como el modo historia y multijugador?;Fácil;Transformers;MechWarrior;Robocraft;Gundam
¿Cuál es el nombre del dispositivo que el personaje Chell utiliza para resolver puzles en 'Portal'?;Fácil;Portal Gun;Gravity Gun;Blaster Gun;Ray Gun
¿Cuál videojuego de peleas incluye personajes como Sub-Zero, Scorpion y Raiden?;Fácil;Mortal Kombat;Street Fighter;Soulcalibur;BlazBlue
¿Cómo se llama el liderazgo colectivo de magos que gobiernan la ciudad-estado de Rapture en el juego 'BioShock'?;Fácil;El Consejo;La Mancomunidad;Los Rectores;La Camarilla
¿Qué juego populariza el término 'Battle Royale' y presenta el mapa 'Erangel'?;Fácil;PlayerUnknown's Battlegrounds;Fortnite;Apex Legends;Call of Duty: Warzone
¿Cuál es el nombre de la diosa que asiste a Link en 'The Legend of Zelda: Skyward Sword'?;Fácil;Fi;Din;Farore;Nayru
¿En qué juego de plataformas puedes jugar como un caballero con armadura azul empuñando una pala?;Fácil;Shovel Knight;Hollow Knight;Mega Man;Knight's Quest
¿Cuál es el nombre del arma por defecto en el juego 'Splatoon'?;Fácil;Splattershot;Inkbrush;Splat Roller;Tentatek Splatterscope
¿Cuál es el nombre de la compañía de taxi espacial en el juego 'Crazy Taxi'?;Fácil;Crazy Taxi;Space Cab;Galactic Rides;Extra-Terrestrial Taxis
¿Qué personaje protagoniza el juego 'Celeste'?;Fácil;Madeline;Jill;Claire;Hannah
¿Quién es el villano principal en 'Crash Bandicoot'?;Fácil;Dr. Neo Cortex;Uka Uka;N. Tropy;N. Gin
¿Qué juego de supervivencia submarina presenta un océano alienígena lleno de criaturas exóticas?;Fácil;Subnautica;Aquaria;Depth;ABZÛ
¿En qué juego interactúas con criaturas llamadas 'Inklings'?;Fácil;Splatoon;Octopath Traveler;Bloop;Ink
¿En qué juego de rol se centra en la lucha en el mundo de Pandora buscando un mítico tesoro?;Fácil;Borderlands;Destiny;Rage;PlanetSide
¿Qué juego de estrategia en tiempo real te permite controlar civilizaciones históricas como los egipcios o los griegos?;Fácil;Age of Empires;Civilization;StarCraft;Command & Conquer
¿Cuál es el propósito principal del jugador en el juego 'SimCity'?;Fácil;Construir y gestionar una ciudad;Simular una vida;Crear y personalizar un vehículo;Conquistar el espacio
¿Cómo se llama el barrio donde comienzan los jugadores en el juego 'Los Sims'?;Fácil;Sunset Valley;Willow Creek;Pleasantview;Newcrest
¿Qué juego de acción-aventura te permite explorar las tierras de Egipto como un Medjay llamado Bayek?;Fácil;Assassin's Creed Origins;Assassin's Creed Odyssey;Assassin's Creed Valhalla;Assassin's Creed Syndicate
¿Qué icónico juego de puzzle consiste en encajar bloques que caen para completar y despejar filas?;Fácil;Tetris;Candy Crush Saga;Bejeweled;Puyo Puyo
¿En qué juego en primera persona te defiendes de las hordas de zombies en lugares como un centro comercial o un parque de atracciones?;Fácil;Left 4 Dead;The Last of Us;Resident Evil;Dead Island
¿Qué título de FPS presenta un mundo distópico bajo el agua llamado Rapture?;Fácil;BioShock;System Shock;SOMA;Dead Space
¿Qué franquicia de carreras es conocida por utilizar karts y elementos de fantasía como turbos y poderes especiales?;Fácil;Mario Kart;Forza Horizon;Gran Turismo;Project CARS
¿Qué serie de videojuegos de Square Enix combina personajes de Disney con los de Final Fantasy?;Fácil;Kingdom Hearts;Dragon Quest;Chrono Trigger;Dissidia Final Fantasy
¿Cómo se llama la criatura que a menudo acompaña al jugador en los juegos de 'Final Fantasy', ofreciendo transporte y una canción temática icónica?;Fácil;Chocobo;Moogle;Tonberry;Cactuar
¿Cuál es la profesión del personaje Mario en la mayoría de los videojuegos de 'Super Mario'?;Fácil;Fontanero;Carpintero;Doctor;Piloto
¿En qué juego te enfrentas a criaturas llamadas 'clickers'?;Fácil;The Last of Us;Halo;World of Warcraft;Final Fantasy
¿Cómo se llama el protagonista de la serie de videojuegos 'The Legend of Zelda'?;Fácil;Link;Zelda;Ganon;Luigi
¿Qué juego popularizó el 'Battle Royale' convirtiéndose en un fenómeno mundial a finales de la década de 2010?;Fácil;Fortnite;Call of Duty;Minecraft;PUBG
¿Qué fruta come Pac-Man en su juego clásico para sumar puntos?;Fácil;Cerezas;Manzanas;Plátanos;Naranjas
¿Cómo se llama la princesa que Mario frecuentemente debe rescatar?;Fácil;Princesa Peach;Princesa Daisy;Princesa Zelda;Princesa Fiona
¿Cuál es el nombre del antagonista principal en la serie 'Sonic the Hedgehog'?;Fácil;Dr. Robotnik;Bowser;Ganon;M. Bison
¿En qué juego controlas una civilización a través de diferentes eras históricas, desde la antigüedad hasta el futuro?;Fácil;Civilization;Age of Empires;SimCity;Rise of Nations
¿Cuál es el nombre del mundo en el que se ambienta 'Minecraft'?;Fácil;Overworld;Azeroth;Narnia;Middle-earth
¿Qué videojuego te permite capturar criaturas llamadas 'Pokémon'?;Fácil;Pokémon;Digimon;Monster Hunter;Temtem
¿Cuál es el nombre del hermano de Mario en los videojuegos de Nintendo?;Fácil;Luigi;Wario;Toad;Yoshi
¿Qué juego te permite construir y explorar mundos hechos completamente de bloques?;Fácil;Minecraft;Roblox;Terraria;The Sims
¿Qué planta utilizas en 'Plants vs. Zombies' para disparar a los zombis?;Fácil;Girasol;Patatapum;Petacereza;Nuez
¿Cuál es el color principal de la ropa de Sonic the Hedgehog?;Fácil;Azul;Verde;Rojo;Amarillo
¿En qué juego de disparos en primera persona luchas contra una raza alienígena conocida como el Covenant?;Fácil;Halo;Doom;Half-Life;Borderlands
¿Qué videojuego de carreras es famoso por sus objetos como cáscaras de plátano y caparazones de tortuga?;Fácil;Mario Kart;Gran Turismo;Need for Speed;F-Zero
¿De qué material necesitas la mayor cantidad para construir un portal al Nether en 'Minecraft'?;Fácil;Obsidiana;Piedra;Madera;Hierro
¿Qué tipo de videojuego es 'Animal Crossing'?;Fácil;Simulación social;Acción-aventura;Estrategia;Lucha
¿Cuál es el apellido de Jill, uno de los personajes principales de la serie 'Resident Evil'?;Fácil;Valentine;Wesker;Redfield;Kennedy
¿Qué consola de videojuegos introdujo un control remoto como controlador principal que detecta el movimiento?;Fácil;Nintendo Wii;PlayStation 3;Xbox 360;Sega Genesis
¿Cómo se llama el reino ficticio donde se desarrolla la mayor parte de la trama principal de 'The Elder Scrolls V: Skyrim'?;Fácil;Skyrim;Cyrodiil;Morrowind;Tamriel
¿Qué ítem de 'The Legend of Zelda' es usado por Link para viajar en el tiempo?;Fácil;Ocarina del Tiempo;Espejo de la Verdad;Trifuerza;Cetro de las Sombras
¿Cómo se llama la moneda utilizada en el universo de 'Mario Bros'?;Fácil;Monedas;Rupias;Gil;V-bucks
¿Qué título de Blizzard es un popular juego de disparos en equipo con héroes únicos?;Fácil;Overwatch;Diablo;StarCraft;Warcraft
¿Qué criatura mitológica es el logo de la serie de videojuegos 'God of War'?;Fácil;Omega;Fénix;Dragón;Pegaso
¿Qué compañero robot tiene el personaje Chell en el juego 'Portal 2'?;Fácil;Wheatley;GLaDOS;Atlas;P-body
¿Qué fruta es el ícono clásico de puntos en el videojuego 'Pac-Man'?;Fácil;Cerezas;Sandías;Fresas;Manzanas
¿En qué juego de sigilo puedes encontrarte con el antagonista Revólver Ocelot?;Fácil;Metal Gear Solid;Splinter Cell;Hitman;Assassin's Creed
¿Qué dispositivo usa el personaje Gordon Freeman en 'Half-Life'?;Fácil;Gravity Gun;Portal Gun;BFG 9000;Lancer
¿Quién es el desarrollador principal detrás de la serie de juegos 'Metal Gear'?;Fácil;Hideo Kojima;Shigeru Miyamoto;Sid Meier;Todd Howard
¿Qué videojuego comienza con la línea 'War. War never changes'?;Fácil;Fallout;Call of Duty;Battlefield;Halo
¿Qué personaje es conocido por decir 'It's-a me, Mario!'?;Fácil;Mario;Luigi;Sonic;Donkey Kong
¿En qué juego te enfrentas a enemigos llamados Creeper?;Fácil;Minecraft;Doom;Halo;Resident Evil
¿Qué objeto usan los personajes para viajar por los tubos en los juegos de 'Mario Bros'?;Fácil;Superestrella;Champiñón;Flor de fuego;Hoja Tanooki
¿Qué legendario Pokémon es de tipo eléctrico y es la mascota de la franquicia?;Fácil;Pikachu;Charizard;Mewtwo;Eevee
¿Cuál es el nombre del padre de Bowser Jr. en la serie de 'Super Mario'?;Fácil;Bowser;Wario;Koopa Troopa;Mario
¿Cómo se llama la princesa de 'Donkey Kong' que Mario debe rescatar?;Fácil;Pauline;Daisy;Rosalina;Peach
¿En qué videojuego de supervivencia recolectas materiales y construyes un refugio para sobrevivir a monstruos nocturnos?;Fácil;Minecraft;Rust;DayZ;The Forest
¿Cuál es el nombre del aventurero arqueólogo en la serie de videojuegos 'Tomb Raider'?;Fácil;Lara Croft;Nathan Drake;Indiana Jones;Aloy
¿Qué videojuego de pelea incluye personajes de varias franquicias de Nintendo como luchadores?;Fácil;Super Smash Bros.;Tekken;Street Fighter;Mortal Kombat
¿En qué videojuego de disparos en primera persona se presenta el modo de juego 'Zombies'?;Fácil;Call of Duty;Battlefield;Overwatch;Rainbow Six Siege
¿Cuál es el nombre del reino en el que se sitúa 'Super Mario 64'?;Fácil;Reino Champiñón;Reino Estrella;Reino de Hyrule;Tierra de Fuego
¿Qué videojuego de estrategia te permite jugar como líderes históricos y conquistar el mundo a través de la cultura, la guerra o la diplomacia?;Fácil;Civilization;Age of Empires;Command & Conquer;Europa Universalis
¿Qué compañía creó el videojuego 'League of Legends'?;Fácil;Riot Games;Blizzard Entertainment;Valve Corporation;Epic Games
¿Qué clásico videojuego de arcade presenta un personaje amarillo que come puntos y huye de fantasmas?;Fácil;Pac-Man;Space Invaders;Galaga;Asteroids
¿Quién es el creador de la serie de videojuegos 'Final Fantasy'?;Fácil;Hironobu Sakaguchi;Shinji Mikami;Ken Kutaragi;Yuji Horii
¿En qué juego de aventuras puedes viajar al espacio y descubrir nuevas especies de flora y fauna en una nave llamada No Man's Sky?;Fácil;No Man's Sky;Star Citizen;Elite Dangerous;Mass Effect
¿Cuál es el principal modo de transporte en 'GTA: San Andreas'?;Fácil;Autos;Caballo;Nave espacial;Bicicleta
¿Qué personaje principal de videojuegos se identifica por llevar una gorra roja, overoles azules y bigote?;Fácil;Mario;Master Chief;Kratos;Link
¿En qué juego de rol juegas como un personaje llamado 'El Sangre de Dragón'?;Fácil;The Elder Scrolls V: Skyrim;Dragon Age: Inquisition;World of Warcraft;Dark Souls
¿En qué año fue lanzado el videojuego 'Super Mario Bros.' para NES?;Fácil;1985;1980;1990;1975
¿Cuál es el nombre del protagonista en la serie de videojuegos 'The Legend of Zelda'?;Fácil;Link;Zelda;Ganon;Pit
¿Qué videojuego popularizó el género battle royale en 2017?;Fácil;PlayerUnknown's Battlegrounds;Fortnite;Apex Legends;Call of Duty: Warzone
¿Cómo se llama el fantasma rojo en el juego 'Pac-Man'?;Fácil;Blinky;Pinky;Clyde;Inky
¿En qué videojuego controlas una civilización a través de diferentes eras históricas?;Fácil;Civilization;Age of Empires;SimCity;Stellaris
¿Qué objeto debe recolectar Sonic en sus juegos?;Fácil;Anillos;Monedas;Manzanas;Estrellas
¿Cuál es la consola de videojuegos más vendida de todos los tiempos?;Fácil;PlayStation 2;Xbox 360;PlayStation 4;Nintendo Wii
¿Cuál es el nombre de la princesa que Mario frecuentemente rescata?;Fácil;Peach;Daisy;Rosetta;Pauline
¿Cómo se llama el hermano de Mario?;Fácil;Luigi;Wario;Waluigi;Toad
¿Cuál es la criatura icónica que aparece en los juegos de Pokémon?;Fácil;Pikachu;Charmander;Jigglypuff;Meowth
¿Cuál es el nombre de la compañía que desarrolló el videojuego 'Minecraft'?;Fácil;Mojang;Epic Games;Ubisoft;Electronic Arts
¿Qué videojuego protagoniza un fontanero italiano que viaja a través de diferentes mundos para salvar a una princesa?;Fácil;Super Mario;Sonic the Hedgehog;Crash Bandicoot;Mega Man
¿En qué juego te enfrentas a tus oponentes en una isla desierta y el último superviviente gana?;Fácil;Fortnite;Tetris;Candy Crush Saga;Minecraft
¿Cuál es el nombre del dragón compañero de Spyro en la serie 'Spyro the Dragon'?;Fácil;Sparx;Frodo;Draco;Rex
¿Qué clásico videojuego de arcade implica comer puntos y evitar fantasmas en un laberinto?;Fácil;Pac-Man;Space Invaders;Donkey Kong;Galaga
¿Qué videojuego te permite construir y vivir una vida en un mundo virtual con otros jugadores?;Fácil;The Sims;Grand Theft Auto;SimCity;Second Life
¿Qué videojuego de disparos en primera persona es conocido por sus torneos competitivos y equipos antiterroristas?;Fácil;Counter-Strike;Overwatch;Battlefield;Doom
¿En qué videojuego disparas bloques deslizantes para formar líneas y ganar puntos?;Fácil;Tetris;Bejeweled;Lumines;Puyo Puyo
¿Qué juego de peleas presenta personajes de múltiples franquicias de Nintendo?;Fácil;Super Smash Bros.;Street Fighter;Mortal Kombat;Tekken
¿Qué videojuego te permite criar y entrenar criaturas conocidas como 'Pocket Monsters'?;Fácil;Pokémon;Digimon;Monster Rancher;Dragon Quest Monsters
¿De qué material es la armadura más resistente que puedes fabricar en Minecraft?;Fácil;Diamante;Hierro;Oro;Piedra
¿Qué videojuego involucra saltar sobre barriles y rescatar a una damisela de un gran gorila?;Fácil;Donkey Kong;Super Mario Bros.;Sonic the Hedgehog;Mega Man
¿Qué sistema de juego portátil introdujo Nintendo en 1989?;Fácil;Game Boy;Sega Game Gear;Atari Lynx;PlayStation Portable
¿Cuál es el nombre del archienemigo de Sonic the Hedgehog?;Fácil;Dr. Robotnik;Bowser;Ganon;King K. Rool
¿Cuál es el nombre del reino ficticio donde se ambienta la serie principal de juegos 'The Legend of Zelda'?;Fácil;Hyrule;Azeroth;Middle-earth;Narnia
¿Qué personaje de videojuegos es famoso por comer fantasmas y frutas en un laberinto?;Fácil;Pac-Man;Mario;Sonic;Megaman
¿Cómo se llama el modo de juego de 'Minecraft' donde tienes recursos ilimitados y puedes volar?;Fácil;Modo Creativo;Modo Supervivencia;Modo Hardcore;Modo Aventura
¿Qué videojuego te permite atrapar animales en un dispositivo esférico para luego combatir con ellos?;Fácil;Pokémon;Digimon;Yo-Kai Watch;Neopets
¿Qué videojuego de disparos en primera persona, también conocido como 'CoD', se hizo famoso por su modo multijugador en línea?;Fácil;Call of Duty;Medal of Honor;Battlefield;Halo
¿Qué videojuego de estrategia en tiempo real lanzado por Blizzard Entertainment te permite controlar razas alienígenas?;Fácil;StarCraft;Warcraft;Command & Conquer;Halo Wars
¿Qué icónico objeto usan los personajes para atacar en el juego 'Super Smash Bros.'?;Fácil;Smash Ball;Power Pellet;Chaos Emerald;Golden Mushroom
¿Cuál es el nombre del mundo en el que se desarrolla 'Super Mario 64'?;Fácil;El Reino Champiñón;El Reino de Hyrule;El Reino Kanto;El Reino de Zeal
¿Qué animal es el personaje principal Crash en 'Crash Bandicoot'?;Fácil;Bandicut;Zorro;Lobo;Tigre
¿Cómo se llama la serie de videojuegos de carrera donde los personajes de Nintendo compiten en karts?;Fácil;Mario Kart;Gran Turismo;F-Zero;Need for Speed
¿Cuál es el nombre del personaje principal en 'Halo' que es conocido como Jefe Maestro?;Fácil;Master Chief;Commander Shepard;Duke Nukem;Gordon Freeman
¿Qué dispositivo usa el personaje principal de 'The Legend of Zelda: Ocarina of Time' para viajar a través del tiempo?;Fácil;Una ocarina;Un reloj de arena;Una máquina del tiempo;Un espejo mágico
¿Qué videojuego protagonizado por Lara Croft es famoso por combinar acción y aventuras arqueológicas?;Fácil;Tomb Raider;Uncharted;Indiana Jones;Assassin's Creed
En el juego de plataformas 'Mega Man', ¿qué hace Mega Man cuando derrota a un jefe?;Fácil;Adquiere su poder;Consigue una llave;Rescata a un amigo;Encuentra un tesoro
¿Cuál es el color de la gorra de Mario en los juegos clásicos de 'Super Mario'?;Fácil;Rojo;Verde;Amarillo;Azul
¿Qué juego de rol de acción fue creado por Blizzard y tiene clases de personajes como Bárbaro y Hechicera?;Fácil;Diablo;World of Warcraft;Dungeons & Dragons;Path of Exile
¿En qué juego de carreras es común lanzar caparazones de tortuga a tus oponentes?;Fácil;Mario Kart;Gran Turismo;Burnout;Forza Motorsport
¿Qué juego de survival horror se centra en los eventos que ocurren en la mansión espeluznante de la Colina Silenciosa?;Fácil;Silent Hill;Resident Evil;The Evil Within;Dead Space
¿Qué dispositivo de juego virtual de Nintendo fracasó debido a su diseño incómodo y biblioteca limitada de juegos?;Fácil;Virtual Boy;Nintendo Switch;Nintendo 64DD;GameCube
¿Qué serie de videojuegos de estrategia de Blizzard te permite elegir entre Terran, Zerg y Protoss?;Fácil;StarCraft;Warcraft;Total Annihilation;Star Wars: Empire at War
¿Cómo se llama el enemigo principal y el rey de los Koopa en la serie de 'Super Mario'?;Fácil;Bowser;Ganon;Dr. Eggman;M. Bison
¿Qué juego es conocido por su frase 'Es peligroso ir solo! Toma esto.' que le dice un anciano a Link?;Fácil;The Legend of Zelda;Final Fantasy;Dragon Quest;Chrono Trigger
¿Qué videojuego te permite jugar como Sackboy, un personaje pequeño y personalizable hecho de tela?;Fácil;LittleBigPlanet;Knack;Tearaway;Rag Doll Kung Fu
¿Cómo se llama el lugar de reunión social y comercial en 'World of Warcraft' donde los jugadores pueden encontrarse?;Fácil;La Capital;El Puesto Avanzado;El Campamento Base;El Asentamiento
¿Cómo se llama el erizo que es el mejor amigo y compañero de Sonic?;Fácil;Tails;Knuckles;Shadow;Silver
¿Qué juego de acción-aventura sigue a Nathan Drake, un cazador de tesoros?;Fácil;Uncharted;Tomb Raider;Metal Gear Solid;Assassin's Creed
¿Cuál es el nombre de la empresa ficticia en los juegos de 'Portal' y 'Half-Life'?;Fácil;Aperture Science;Black Mesa;Umbrella Corporation;Shinra Electric Power Company
¿Qué videojuego te permite explorar una isla llena de dinosaurios y otros jugadores con los que puedes cooperar o luchar?;Fácil;ARK: Survival Evolved;Far Cry Primal;Turok;Jurassic World Evolution
¿Cuál es el nombre de la criatura rosa que puede absorber habilidades en la serie de 'Kirby'?;Fácil;Kirby;Jigglypuff;Ditto;Majin Buu
¿Qué videojuego te pone a prueba para convertirte en el campeón de un mundo lleno de criaturas de bolsillo?;Fácil;Pokémon;Digimon;Monster Hunter;Temtem
