Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Quién era el líder de Alemania durante la Segunda Guerra Mundial?;Fácil;Adolf Hitler;Benito Mussolini;Franz Ferdinand;Hermann Göring
¿Qué conquistador español derrotó al Imperio Azteca?;Fácil;Hernán Cortés;Francisco Pizarro;Cristóbal Colón;Vasco Núñez de Balboa
¿Qué líder mundial es conocido por su política de no violencia y liderazgo en la independencia de la India?;Fácil;Mahatma Gandhi;Jawaharlal Nehru;Subhas Chandra Bose;Indira Gandhi
¿Qué sultán otomano capturó Constantinopla en 1453?;Fácil;Mehmed II;Solimán el Magnífico;Selim I;Bayezid II
¿Cuáles fueron los dos bandos enfrentados en la Guerra Civil Española?;Fácil;Nacionales y Republicanos;Aliados y Eje;Bolcheviques y Mencheviques;Capuletos y Montescos
¿Qué emperatriz de Rusia es famosa por su supuesta implicación en la muerte de su marido y por su numerosa descendencia?;Fácil;Catalina II;Ana de Rusia;Sofía Alekseyevna;María Alexandrovna
¿Qué explorador portugués es conocido por ser el primero en navegar directamente de Europa a la India?;Fácil;Vasco da Gama;Fernando de Magallanes;Pedro Álvares Cabral;Bartolomeu Dias
¿Quién fue conocido como el Libertador de América del Sur?;Fácil;Simón Bolívar;José de San Martín;Miguel Hidalgo;Francisco de Miranda
¿Qué antigua ciudad fue destruida por la erupción del Monte Vesubio en el año 79 d.C.?;Fácil;Pompeya;Atenas;Cartago;Babilonia
¿Qué presidente de EE.UU. emitió la Proclamación de Emancipación?;Fácil;Abraham Lincoln;George Washington;Thomas Jefferson;Franklin D. Roosevelt
¿Qué líder francés fue derrotado en la Batalla de Waterloo?;Fácil;Napoleón Bonaparte;Luis XVI;Carlos Martel;Rey Luis Felipe I
¿Qué dinastía gobernó China durante casi tres siglos antes de ser reemplazada por la República de China en 1912?;Fácil;Dinastía Qing;Dinastía Tang;Dinastía Han;Dinastía Ming
¿Qué periodo histórico se caracteriza por el declive de la población, la migración masiva y los cambios sociales y económicos en Europa?;Fácil;La Edad Media;La Antigüedad Clásica;La Era Victoriana;El Siglo de las Luces
¿Cómo se llama el templo antiguo dedicado a la diosa Atenea, que se encuentra en la Acrópolis de Atenas?;Fácil;El Partenón;El Coliseo;Stonehenge;El Templo de Karnak
¿Qué líder revolucionario escribió El Manifiesto Comunista junto con Friedrich Engels?;Fácil;Karl Marx;Vladimir Lenin;León Trotsky;Joseph Stalin
¿Qué gran evento se celebró en Filadelfia en 1876 para conmemorar el centenario de la independencia de los Estados Unidos?;Fácil;Exposición del Centenario;Feria Mundial de Chicago;Exposición Universal de París;Exposición Panamericana
¿Quién fue el principal general de las fuerzas confederadas durante la Guerra Civil Estadounidense?;Fácil;Robert E. Lee;Ulysses S. Grant;Thomas Stonewall Jackson;Jefferson Davis
¿Qué rey inglés emitió la Carta de Derechos en 1689?;Fácil;Guillermo III y María II;Enrique VIII;Jorge III;Carlos I
¿Qué famosa batalla de 1066 dio lugar al comienzo del dominio normando en Inglaterra?;Fácil;Batalla de Hastings;Batalla de Agincourt;Batalla de Waterloo;Batalla de Trafalgar
¿Quién escribió la famosa Ilíada y la Odisea?;Fácil;Homero;Virgilio;Sófocles;Esquilo
¿Cuál fue la causa principal de la Guerra de los Siete Años en el siglo XVIII?;Fácil;Conflicto territorial y económico;Religión;Sucesión dinástica;Ideologías políticas
¿Qué dinastía gobernó gran parte de Europa occidental desde el siglo VIII hasta el siglo X?;Fácil;Dinastía Carolingia;Dinastía Merovingia;Dinastía Otónida;Dinastía Valois
¿Quién fue el fundador del Imperio mongol en el siglo XIII?;Fácil;Genghis Khan;Kublai Khan;Tamerlán;Batu Khan
¿Qué reina británica estableció la Iglesia de Inglaterra?;Fácil;Isabel I;María I;Victoria;Ana
¿Cuál fue la primera guerra en la que se utilizó la pólvora?;Fácil;Guerras Jin–Song;Guerra de los Cien Años;Guerras Púnicas;Guerras Napoleónicas
¿Qué complejo de templos en Camboya es el más grande del mundo religioso?;Fácil;Angkor Wat;Borobudur;Templos de Luxor;Templo de Salomón
¿Qué civilización antigua es conocida por sus baños públicos y carreteras?;Fácil;Roma;Grecia;Egipto;Mesopotamia
¿Cuál es el nombre del buque de guerra cuyo hundimiento en 1912 precipitó la entrada de Estados Unidos en la Primera Guerra Mundial?;Fácil;RMS Lusitania;USS Maine;RMS Titanic;HMS Dreadnought
¿En qué ciudad de Francia fue coronada Juana de Arco a Carlos VII como rey?;Fácil;Reims;Orleans;París;Lyon
¿Cuál fue el primer metal que utilizó el hombre en la Prehistoria?;Fácil;Cobre;Hierro;Bronce;Acero
¿Qué rey francés fue conocido como el Rey Sol?;Fácil;Luis XIV;Luis XVI;Carlos IX;Felipe II
¿En qué año se completó la construcción del Canal de Panamá?;Fácil;1914;1903;1921;1899
¿Quién fue el presidente de Estados Unidos durante la mayoría de la Gran Depresión y la Segunda Guerra Mundial?;Fácil;Franklin D. Roosevelt;Herbert Hoover;Harry S. Truman;Woodrow Wilson
¿Cómo se llama la primera constitución escrita de un estado soberano, promulgada en Polonia en 1791?;Fácil;Constitución de 3 de mayo;Constitución de Weimar;Carta Magna;Constitución de Estados Unidos
¿Qué nombre reciben las dos guerras que se libraron entre Cartago y la República romana a lo largo del siglo III y II a.C.?;Fácil;Guerras Púnicas;Guerras Médicas;Guerras Samnitas;Guerras Gaulesas
¿Dónde fue asesinado el archiduque Francisco Fernando, precipitando la Primera Guerra Mundial?;Fácil;Sarajevo;Viena;Berlín;San Petersburgo
¿Qué emperador romano dividió el imperio en dos mitades, occidental y oriental?;Fácil;Diocleciano;Augusto;Constantino;Trajano
¿Qué célebre científico presentó las leyes de la herencia genética en el siglo XIX?;Fácil;Gregor Mendel;Isaac Newton;Albert Einstein;Charles Darwin
¿Qué acontecimiento marcó el inicio de la Edad Moderna en el año 1453?;Fácil;Caída de Constantinopla;Invención de la imprenta;Descubrimiento de América;Reforma protestante
¿Quién fue el primer zar de toda Rusia en el siglo XVI?;Fácil;Iván el Terrible;Pedro el Grande;Nicolás II;Alejandro I
¿Qué famoso dictador lideró la Unión Soviética durante la Segunda Guerra Mundial?;Fácil;Iósif Stalin;Vladimir Lenin;Nikita Jrushchov;León Trotsky
¿Qué antigua civilización fue gobernada por reyes como Hammurabi y Nabucodonosor II?;Fácil;Babilonia;Egipto;Asiria;Persia
¿Cuál es el nombre de la asamblea fundada por las naciones aliadas tras la Primera Guerra Mundial?;Fácil;Sociedad de Naciones;Naciones Unidas;Consejo de Europa;OTAN
¿Quién fue el dirigente comunista que lideró la Revolución Cubana?;Fácil;Fidel Castro;Che Guevara;Raul Castro;Camilo Cienfuegos
¿Qué antiguo imperio construyó el famoso recinto de Machu Picchu en los Andes?;Fácil;Inca;Azteca;Maya;Olmeca
¿Cuál fue el principal conflicto militar de la Guerra Fría?;Fácil;Guerra de Vietnam;Guerra de Corea;Guerra del Golfo;Conflicto de Kosovo
¿Cuál fue el primer estado norteamericano en ratificar la Constitución de Estados Unidos el 7 de diciembre de 1787?;Fácil;Delaware;Pensilvania;Massachusetts;Virginia
¿Qué rey inglés fue derrotado en la Batalla de Bosworth Field, poniendo fin a la dinastía Plantagenet?;Fácil;Ricardo III;Eduardo IV;Enrique VII;Enrique VIII
¿Cuál fue el primer imperio en la historia del mundo?;Fácil;Imperio acadio;Imperio romano;Imperio mongol;Imperio persa
¿Qué invento crucial se atribuye a Johannes Gutenberg en el siglo XV?;Fácil;La imprenta;La brújula;El telar mecánico;El microscopio
¿En qué año comenzó la Revolución Francesa?;Fácil;1789;1776;1804;1815
¿Quién gobernó Inglaterra durante el periodo conocido como la Mancomunidad de Inglaterra?;Fácil;Oliver Cromwell;Isabel I;Enrique VIII;Carlos I
¿Quién fue el primer emperador del Imperio Romano de Occidente?;Fácil;Augusto;Julio César;Constantino;Nerón
¿Qué país nórdico fue el primero en descubrir Norteamérica alrededor del año 1000?;Fácil;Vikingos de Islandia;Dinamarca;Suecia;Finlandia
¿Qué año marcó la caída del Imperio Romano de Occidente?;Fácil;476 d.C.;410 d.C.;1453 d.C.;1204 d.C.
¿Qué gran estructura fue construida por Shi Huangdi, el primer emperador de China?;Fácil;La Gran Muralla China;El Ejército de Terracota;La Ciudad Prohibida;El Gran Canal
¿Durante qué periodo histórico tuvo lugar la Inquisición española?;Fácil;Edad Media y Moderna;Antigüedad Clásica;Prehistoria;Renacimiento
¿Qué arqueólogo descubrió la tumba de Tutankamón en 1922?;Fácil;Howard Carter;Arthur Evans;Giovanni Belzoni;Flinders Petrie
¿Cuál es el nombre de la guerra civil inglesa entre la Casa de Lancaster y la Casa de York?;Fácil;La Guerra de las Dos Rosas;La Guerra de los Cien Años;La Primera Guerra Civil Inglesa;La Revolución Inglesa
¿Qué explorador nombró al océano Pacífico?;Fácil;Fernando de Magallanes;Cristóbal Colón;Juan Sebastián Elcano;James Cook
¿Qué filósofo griego fue el tutor de Alejandro Magno?;Fácil;Aristóteles;Sócrates;Platón;Diógenes
¿Cuál fue el primer país en conceder el derecho al voto a las mujeres?;Fácil;Nueva Zelanda;Estados Unidos;Reino Unido;Australia
¿Qué documento firmado en 1215 limitó los poderes del rey de Inglaterra y fue esencial para el desarrollo del derecho constitucional?;Fácil;Carta Magna;Declaración de los Derechos del Hombre y del Ciudadano;Declaración de Independencia;Bill of Rights
¿Qué tratado de 1648 terminó la Guerra de Treinta Años en Europa?;Fácil;Tratados de Westfalia;Tratado de Versalles;Paz de Augsburgo;Pacto de Familia
¿Cuál fue la primera guerra en la historia que fue documentada fotográficamente?;Fácil;Guerra de Crimea;Primera Guerra Mundial;Guerra Civil Estadounidense;Guerra de Secesión de Texas
¿Cómo se llama la línea defensiva construida por Francia a lo largo de su frontera con Alemania después de la Primera Guerra Mundial?;Fácil;Línea Maginot;Muro Atlántico;Línea Siegfried;Línea Gustav
¿Cuál fue la primera cruzada convocada?;Fácil;Primera Cruzada;Segunda Cruzada;Tercera Cruzada;Cruzada de los Niños
¿Qué emperador romano es famoso por construir un muro a través de Gran Bretaña para prevenir las incursiones?;Fácil;Adriano;Augusto;Trajano;Marco Aurelio
¿Qué grupo de líderes es conocido por haber firmado el Compromiso de Mayo en Argentina en 1810?;Fácil;La Primera Junta;La Asamblea del Año XIII;El Congreso de Tucumán;La Junta Grande
¿Quién fue el más famoso de los jueces bíblicos de Israel?;Fácil;Sansón;Gedeón;Samuel;Eli
¿Cuál fue el primer país en ser bombardeado por aviones durante la Primera Guerra Mundial?;Fácil;Italia;Francia;Alemania;Reino Unido
¿Qué civilización antigua es conocida por sus colosales cabezas de piedra?;Fácil;Olmeca;Maya;Azteca;Inca
¿Quién fue el presidente de Estados Unidos durante la adquisición de Luisiana en 1803?;Fácil;Thomas Jefferson;George Washington;James Madison;John Adams
¿Cómo se conocía el período de intensa exploración europea entre los siglos XV y XVII?;Fácil;La Era de los Descubrimientos;La Era de la Ilustración;La Era Industrial;El Periodo Helenístico
¿Qué líder militar francés fue conocido como el Duque de Hierro?;Fácil;Fernando Foch;Napoleón Bonaparte;Charles de Gaulle;Louis Nicolas Davout
¿Qué antigua ciudad es famosa por su biblioteca, una de las más grandes de la antigüedad?;Fácil;Alejandría;Atenas;Roma;Cartago
¿En qué guerra participaron las famosas enfermeras de la lámpara lideradas por Florence Nightingale?;Fácil;Guerra de Crimea;Primera Guerra Mundial;Guerra de la Independencia de Estados Unidos;Guerra Franco-prusiana
¿Quién fue el presidente de Estados Unidos durante la Crisis de los Misiles de Cuba?;Fácil;John F. Kennedy;Dwight D. Eisenhower;Lyndon B. Johnson;Richard Nixon
¿Qué imperio antiguo fue gobernado por Ciro el Grande?;Fácil;Imperio persa;Imperio romano;Imperio macedonio;Imperio otomano
¿Qué famosa batalla marcó la derrota definitiva de Napoleón Bonaparte?;Fácil;Batalla de Waterloo;Batalla de Austerlitz;Batalla de Borodino;Batalla de Leipzig
¿Qué dinastía china es conocida por construir partes importantes de la Gran Muralla China?;Fácil;Dinastía Ming;Dinastía Qin;Dinastía Han;Dinastía Tang
¿Qué nombre recibe la serie de conflictos entre Grecia y el Imperio Persa en el siglo V a.C.?;Fácil;Guerras Médicas;Guerras Greco-Persas;Guerras del Peloponeso;Guerras Macedónicas
¿Qué famoso castillo francés fue el lugar de encarcelamiento del hombre conocido como la Máscara de Hierro?;Fácil;Bastilla;Château d'If;Fortaleza de Joux;Castillo de Vincennes
¿En qué ciudad fue asesinado el presidente estadounidense John F. Kennedy?;Fácil;Dallas;Washington D.C.;Los Ángeles;Nueva York
¿Quién fue el líder máximo de la Unión Soviética durante la crisis de los misiles cubanos en 1962?;Fácil;Nikita Jrushchov;Iósif Stalin;Leonid Brezhnev;Mijaíl Gorbachov
¿Qué importante acontecimiento en la historia de la ciencia tuvo lugar el 20 de julio de 1969?;Fácil;Apolo 11 aterrizó en la luna;Lanzamiento del Sputnik 1;Secuenciamiento del genoma humano;Primer vuelo de los hermanos Wright
¿Quién fue el emperador romano durante la época de la mayor expansión del Imperio romano?;Fácil;Trajano;Augusto;Nerón;César Augusto
¿Qué rey de Inglaterra fue obligado a firmar la Carta Magna en 1215?;Fácil;Juan Sin Tierra;Guillermo el Conquistador;Enrique VIII;Ricardo Corazón de León
¿Qué sacerdote católico inició la Reforma Protestante en 1517?;Fácil;Martín Lutero;Juan Calvino;Enrique VIII;Tomás de Aquino
¿Qué emperadora rusa continuó la política de occidentalización y expansión iniciada por Pedro el Grande?;Fácil;Catalina la Grande;Ana de Rusia;Isabel de Rusia;Sofía Alekseyevna
¿Qué líder conquistó la mayor cantidad de tierra en la historia y fundó el imperio más grande contiguo?;Fácil;Genghis Khan;Alejandro Magno;Julio César;Napoleón Bonaparte
¿En qué periodo los vikingos realizaron sus famosas incursiones y expediciones por Europa?;Fácil;Edad de los Vikingos;Edad de Hierro;Edad Media;Edad Moderna
¿Qué reina española financió el viaje de Cristóbal Colón en 1492?;Fácil;Isabel la Católica;Juana la Loca;María de Aragón;Leonor de Castilla
¿Qué estructura defensiva comenzaron los chinos a construir en el siglo VII a.C. para protegerse de las incursiones de los pueblos nómadas del norte?;Fácil;La Gran Muralla China;La Ciudad Prohibida;El Palacio de Verano;El Templo del Cielo
¿Qué famosa batalla en 480 a.C. enfrentó a un pequeño contingente de griegos contra un enorme ejército persa?;Fácil;Batalla de las Termópilas;Batalla de Maratón;Batalla de Platea;Batalla de Salamina
¿Quiénes eran los principales rivales del Imperio Romano durante las Guerras Púnicas?;Fácil;Cartago;Grecia;Persia;Egipto
¿Cómo se llamaba la red de rutas comerciales que conectaba a China con Europa y recibe su nombre de un valioso producto comercial?;Fácil;Ruta de la Seda;Camino de Santiago;Ruta del Incienso;Gran Travesía del Sahara
¿En qué año se produjo la Revolución Gloriosa en Inglaterra, que resultó en la instauración de una monarquía constitucional?;Fácil;1688;1588;1788;1888
¿Qué conflictivo acontecimiento de 1773 precedió a la Revolución Americana?;Fácil;Motín del Té de Boston;Masacre de Boston;Declaración de Independencia;Leyes de Townshend
¿Qué descubridor portugués llegó a la India en 1498 abriendo así el camino marítimo desde Europa?;Fácil;Vasco da Gama;Bartolomeu Dias;Pedro Álvares Cabral;Fernando de Magallanes
¿Cómo se llamó el periodo de reavivamiento cultural y tecnológico que siguió a la Edad Media en Europa?;Fácil;Renacimiento;Iluminismo;Era Victoriana;Era de Oro del Islam
¿Cuál fue el primer emperador de Francia después de la Revolución Francesa?;Fácil;Napoleón Bonaparte;Luis XVI;Robespierre;Carlos X
¿Cuál fue el principal resultado de la Batalla de Lepanto en 1571?;Fácil;Derrota de la flota otomana;Victoria otomana sobre Venecia;Captura de Constantinopla;Expansión de la Liga Santa
¿Qué faraón egipcio, conocido por su piedra estela, estableció un precedente para las leyes escritas?;Fácil;Hammurabi;Tutankamón;Ramsés II;Cleopatra
¿Qué evento marcó el inicio de la Edad de Hielo en la historia de Europa?;Fácil;Retirada de la Legión Romana de Britania;Conquista de las tribus germánicas;Conquista vikinga de Inglaterra;Primera Cruzada
¿A qué sistema económico y social que floreció en Europa durante la Edad Media se refieren términos como siervo y feudo?;Fácil;Feudalismo;Capitalismo;Socialismo;Mercantilismo
¿Qué castillo francés es conocido como el lugar de encarcelamiento de Luis XVI y María Antonieta durante la Revolución Francesa?;Fácil;La Conciergerie;Bastilla;Palacio de Versalles;Chambord
¿Qué líder espartano lideró las fuerzas griegas en la Batalla de las Termópilas?;Fácil;Leónidas I;Pericles;Alcibíades;Cimón
¿Cuál fue el primer faraón que unificó Egipto superior e inferior en el 3100 a.C.?;Fácil;Narmer;Tutankamón;Keops;Ramesses II
¿Qué líder militar carolingio se convirtió en el primer emperador del Sacro Imperio Romano Germánico en el año 800 d.C.?;Fácil;Carlomagno;Carlos Martel;Otón I;Federico Barbarroja
¿Cuál es el nombre del príncipe serbio cuyo asesinato desencadenó la Primera Guerra Mundial?;Fácil;Archiduque Francisco Fernando;Príncipe Alexander;Rey Pedro I;Archiduque Carlos
¿Qué famoso líder pacifista de la India fue asesinado en 1948?;Fácil;Mahatma Gandhi;Jawaharlal Nehru;Indira Gandhi;Rajiv Gandhi
¿En qué año tuvo lugar la Revolución de Octubre en Rusia, que llevó al poder a los bolcheviques?;Fácil;1917;1905;1936;1914
¿Qué filósofo chino es conocido por sus enseñanzas sobre la moralidad, la etiqueta y la filosofía política?;Fácil;Confucio;Lao Tse;Sun Tzu;Mencio
¿Qué batalla en 1588 marcó el declive del poder naval de España?;Fácil;Derrota de la Armada Invencible;Batalla de Lepanto;Batalla de Trafalgar;Batalla de San Quintín
¿Qué cultura mesoamericana es conocida por sus avanzados conocimientos astronómicos y matemáticos?;Fácil;Maya;Azteca;Olmeca;Teotihuacán
¿Cuál es el nombre del documento que estableció la primera forma de gobierno de los Estados Unidos antes de la Constitución?;Fácil;Artículos de la Confederación;Declaración de Independencia;Pacto del Mayflower;Carta Magna
¿Qué emperador romano inició la persecución sistemática de los cristianos en el siglo III?;Fácil;Diocleciano;Trajano;Calígula;Tiberio
¿Qué civilización antigua es famosa por sus avanzados conocimientos en ingeniería y acueductos?;Fácil;Roma;Mesopotamia;Egipto;Indus
¿Cuál fue el motivo principal de las cruzadas durante la Edad Media?;Fácil;Recapturar Tierra Santa;Expandir la Feudalidad;Ganar riqueza comercial;Unificar los reinos cristianos
¿Quién fue el primer emperador de Brasil independiente?;Fácil;Pedro I de Brasil;Pedro II de Brasil;Juan VI de Portugal;Manuel Deodoro da Fonseca
¿En qué país fue ejecutado el revolucionario socialista Che Guevara en 1967?;Fácil;Bolivia;Cuba;Argentina;Nicaragua
¿Qué grupo de exploradores estableció el primer asentamiento europeo conocido en América del Norte alrededor del año 1000?;Fácil;Vikingos en Vinland;Colonos ingleses en Jamestown;Exploradores holandeses en Nueva Ámsterdam;Colonos franceses en Quebec
¿Durante qué conflicto histórico se llevó a cabo el famoso Sitio de Orleans, que vio la aparición de Juana de Arco?;Fácil;Guerra de los Cien Años;Guerras Napoleónicas;Guerra Franco-Prusiana;Primera Guerra Mundial
¿A qué dinastía pertenecía la reina Victoria, quien gobernó el Reino Unido en el siglo XIX?;Fácil;Dinastía de Hannover;Dinastía Tudor;Dinastía Stuart;Dinastía Plantagenet
¿Qué faraón es conocido por haber unificado los reinos del alto y bajo Egipto alrededor del 3000 a.C.?;Fácil;Menés;Tutmosis III;Akhenaton;Seti I
¿En qué siglo se construyó la mayor parte de la Gran Muralla China en su forma actual?;Fácil;Siglo XIV;Siglo VII;Siglo III;Siglo X
¿Quién era el Rey de Inglaterra durante la firma de la Carta Magna en 1215?;Fácil;Juan I;Enrique II;Eduardo I;Ricardo I
¿Qué tratado de paz puso fin a la Primera Guerra Mundial?;Fácil;Tratado de Versalles;Pacto de Locarno;Tratado de Tordesillas;Tratado de Utrecht
¿Qué estructura separaba a Alemania Occidental de Alemania Oriental?;Fácil;El Muro de Berlín;La Cortina de Hierro;El Telón de Acero;El Muro de Adriano
¿Qué país europeo fue gobernado por un período por la familia de banqueros Medici?;Fácil;Italia;Francia;Inglaterra;España
¿A qué famosa batalla se refiere el poema La carga de la brigada ligera?;Fácil;Batalla de Balaclava;Batalla de Waterloo;Batalla de Trafalgar;Batalla de Gettysburg
¿Cómo se llamaba la política de segregación racial en Sudáfrica que terminó en la década de 1990?;Fácil;Apartheid;Jim Crow;Plessy v. Ferguson;Segregación
¿Qué importante documento fue firmado a bordo del buque de guerra británico HMS Victory tras la derrota de Napoleón?;Fácil;Tratado de París;Acta de Independencia;Constitución de la Marina;Carta de Capitulación
¿Quién fue el primer explorador europeo en avistar el actual Brasil en 1500?;Fácil;Pedro Álvares Cabral;Vasco da Gama;Amerigo Vespucci;Hernán Cortés
¿Qué suceso de 1947 llevó a la partición de la India y la creación de Pakistán?;Fácil;Partición de la India;Revolución de la India;Independencia de la India;Guerra Indo-Pakistaní
¿Quién lideró la Unión Soviética después de la muerte de Vladimir Lenin en 1924?;Fácil;Iósif Stalin;León Trotsky;Nikita Jrushchov;Lavrenti Beria
¿Quién fue el líder principal de la Unión Soviética durante la Crisis de los Misiles de Cuba?;Fácil;Nikita Jrushchov;Leonid Brezhnev;Mijaíl Gorbachov;Yuri Andrópov
¿En qué año se fundó la ciudad de Roma según la tradición?;Fácil;753 a.C.;509 a.C.;44 a.C.;476 d.C.
¿Qué civilización mesoamericana es famosa por sus intrincados calendarios y su escritura jeroglífica?;Fácil;Maya;Azteca;Inca;Olmeca
¿Qué líder militar se convirtió en el primer emperador de Francia en 1804?;Fácil;Napoleón Bonaparte;Luis XVI;Carlos X;Louis-Napoléon Bonaparte
¿Qué documento legal firmado en 1215 limitó por primera vez los poderes del monarca inglés?;Fácil;Carta Magna;Bula Papal;Declaración de Derechos;Acta de Unión
¿Qué imperio precolombino fue conquistado por Francisco Pizarro en el siglo XVI?;Fácil;Inca;Azteca;Maya;Chibcha
¿Qué famosa reina de la antigüedad se asocia con Marco Antonio y Julio César?;Fácil;Cleopatra;Nefertiti;Hatshepsut;Zenobia
¿Qué batalla en 480 a.C. fue una victoria para una alianza de ciudades-estado griegas sobre el invasor persa?;Fácil;Batalla de Salamina;Batalla de Maratón;Batalla de Thermopylae;Batalla de Platea
¿Durante qué acontecimiento histórico la gente viajaba hacia el oeste de Estados Unidos en busca de fortuna en el siglo XIX?;Fácil;Fiebre del oro de California;La Ruta de Oregón;El Camino Real;El Gran Desplazamiento
¿Qué revolución en el siglo XVIII llevó a la abolición de la monarquía en Francia?;Fácil;Revolución Francesa;Revolución Industrial;Revolución Americana;Revolución Rusa
¿Qué líder es conocido por unificar la mayor parte de Europa occidental durante la Alta Edad Media?;Fácil;Carlomagno;Atila el Huno;Julio César;Alejandro Magno
¿Qué antigua construcción es una maravilla del mundo en la ciudad de Alejandría?;Fácil;Faro de Alejandría;Coloso de Rodas;Jardines Colgantes de Babilonia;Gran Pirámide de Giza
¿Cuál fue la base del poder económico y social en la Edad Media europea?;Fácil;La tierra;Los impuestos;El comercio;La manufactura
¿Qué histórico evento tuvo lugar el 14 de julio de 1789, marcando el comienzo de la Revolución Francesa?;Fácil;Toma de la Bastilla;Declaración de los Derechos del Hombre y del Ciudadano;Ejecución de Luis XVI;Marcha sobre Versalles
¿Qué conflicto se desarrolló entre 1950 y 1953 y fue el primero de la Guerra Fría?;Fácil;Guerra de Corea;Guerra de Vietnam;Crisis de Berlín;Guerra Afgano-Soviética
¿Cómo se llamaba el sistema político en la antigua Grecia donde los ciudadanos votaban directamente sobre las leyes y políticas?;Fácil;Democracia;Oligarquía;Monarquía;Tiranía
¿En qué periodo histórico se encuentra la invención de la imprenta por Johannes Gutenberg?;Fácil;Siglo XV;Siglo XII;Siglo XIV;Siglo XVI
¿Qué antiguo líder es famoso por su código de leyes, uno de los primeros conjuntos de leyes escritas?;Fácil;Hammurabi;Sargón de Acad;Gilgamesh;Nabucodonosor II
¿Quién fue el primer emperador romano que convirtió al cristianismo como religión del estado?;Fácil;Constantino el Grande;Nerón;Julio César;Augusto
¿Qué reina victoriana es conocida por sus políticas en la Era de la Regencia?;Fácil;Reina Victoria;Reina Isabel I;Reina Ana;Reina María II
¿Qué conflicto bélico fue desencadenado por el asesinato de Francisco Fernando de Austria en 1914?;Fácil;Primera Guerra Mundial;Guerra Franco-Prusiana;Segunda Guerra Mundial;Guerra de Secesión
¿Quién es considerado el Padre de la Historia por su obra Historias, que documenta la historia antigua?;Fácil;Heródoto;Tucídides;Plutarco;Salustio
¿Qué rey de Francia fue conocido como El Rey Sol?;Fácil;Luis XIV;Luis XVI;Enrique IV;Felipe II
¿En qué año la Revolución de Octubre llevó a los bolcheviques al poder en Rusia?;Fácil;1917;1918;1916;1915
¿Qué faraón egipcio es conocido por liderar varias campañas militares y alcanzar un inusual tratado de paz con los hititas?;Fácil;Ramsés II;Akenatón;Seti I;Tutankamón
