Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿De qué autor es la obra 'Poesía completa', que incluye su famoso poema 'Oda a la tristeza'?;Media;Pablo Neruda;César Vallejo;Federico García Lorca;Jorge Luis Borges
¿Quién es el protagonista de 'Don Quijote de la Mancha', la famosa obra de Miguel de Cervantes?;Media;Alonso Quijano;Sancho Panza;Rocinante;Dulcinea del Toboso
¿Qué escritora de novelas de misterio creó al personaje Miss Marple?;Media;Agatha Christie;P.D. James;Ngaio Marsh;Dorothy L. Sayers
¿En qué obra de teatro de William Shakespeare Rosalindo se disfraza de Ganimedes?;Media;Como gustéis;El sueño de una noche de verano;Noche de reyes;Las alegres comadres de Windsor
¿Cuál es la serie de novelas fantasía épica escrita por George R. R. Martin?;Media;Canción de hielo y fuego;El Señor de los Anillos;Las crónicas de Narnia;El ciclo de la puerta de la muerte
¿Qué escritor francés es conocido por el ciclo de novelas 'La Comedia Humana'?;Media;Honoré de Balzac;Gustave Flaubert;Émile Zola;Alexandre Dumas
¿Qué poeta peruano escribió 'Trilce' y es conocido como uno de los grandes innovadores de la poesía del siglo XX?;Media;César Vallejo;Mario Vargas Llosa;Ricardo Palma;Alfredo Bryce Echenique
¿Quién es el autor de la novela de ciencia ficción 'Fahrenheit 451'?;Media;Ray Bradbury;Isaac Asimov;Philip K. Dick;Arthur C. Clarke
¿Qué dramaturgo escribió 'Muerte de un viajante' y 'Las brujas de Salem'?;Media;Arthur Miller;Eugene O'Neill;Tennessee Williams;David Mamet
¿Quién es el autor del ciclo de novelas 'En busca del tiempo perdido'?;Media;Marcel Proust;Hermann Hesse;Thomas Mann;James Joyce
¿En qué obra de Victor Hugo un personaje principal es Quasimodo, el jorobado?;Media;El jorobado de Notre Dame;Los miserables;El hombre que ríe;Noventa y tres
¿Qué escritor irlandés es famoso por 'Dublineses' y 'Retrato del artista adolescente'?;Media;James Joyce;Oscar Wilde;Samuel Beckett;W.B. Yeats
¿Qué novela de Herman Hesse narra la vida del príncipe Siddhartha?;Media;Siddhartha;El lobo estepario;Demian;Narciso y Goldmundo
¿Qué autor británico escribió la serie de novelas 'Una serie de eventos desafortunados'?;Media;Daniel Handler (como Lemony Snicket);J.K. Rowling;Neil Gaiman;Philip Pullman
¿Qué novelista ruso es conocido por escribir 'El maestro y Margarita'?;Media;Mijaíl Bulgákov;León Tolstói;Antón Chéjov;Aleksandr Solzhenitsin
¿Qué libro de Joseph Heller presenta la famosa paradoja de 'Catch-22'?;Media;Trampa-22 (Catch-22);Cierre de gobierno;Algo sucedió;Bueno como el oro
¿Cuál es el título del libro de George Orwell que introdujo los conceptos de 'Gran Hermano' y 'pensamiento doble'?;Media;1984;Rebelión en la granja;Homenaje a Cataluña;Los días de Birmania
¿Quién es el famoso autor británico de la novela 'En el camino'?;Media;Jack Kerouac;William S. Burroughs;Allen Ginsberg;Charles Bukowski
¿Qué poeta y escritor estadounidense es conocido por 'Hoja de hierba'?;Media;Walt Whitman;Robert Frost;E.E. Cummings;Ralph Waldo Emerson
¿Cuál es el nombre de la autobiografía poética del poeta chileno Pablo Neruda?;Media;Confieso que he vivido;Veinte poemas de amor y una canción desesperada;Canto general;Residencia en la tierra
¿Quién escribió 'Los detectives salvajes', una novela sobre un grupo de poetas jóvenes en México?;Media;Roberto Bolaño;Gabriel García Márquez;Carlos Fuentes;Mario Vargas Llosa
¿Qué escritora es famosa por la novela 'To Kill a Mockingbird' (Matar a un ruiseñor)?;Media;Harper Lee;Truman Capote;Carson McCullers;Flannery O'Connor
¿Qué autor inglés escribió 'La naranja mecánica'?;Media;Anthony Burgess;George Orwell;Aldous Huxley;William Golding
¿Qué poeta inglés escribió 'Don Juan' y es conocido por su vida aventurera y obra romántica?;Media;Lord Byron;John Keats;Percy Bysshe Shelley;William Wordsworth
¿De quién son los 'Seis personajes en busca de autor', una obra que explora la naturaleza de la creación artística?;Media;Luigi Pirandello;Bertolt Brecht;Eugene Ionesco;Federico García Lorca
¿Qué escritora australiana ganó un Premio Nobel de Literatura y es conocida por 'The Eye of the Storm'?;Media;Patrick White;Thomas Keneally;David Malouf;Tim Winton
¿Quién es el autor del thriller de ficción legal 'El informe Pelícano'?;Media;John Grisham;Scott Turow;David Baldacci;Michael Connelly
¿Qué escritor es conocido por la serie de novelas de fantasía 'Discworld'?;Media;Terry Pratchett;Douglas Adams;Neil Gaiman;Piers Anthony
¿Cuál es la famosa novela de Virginia Woolf que cubre la vida de Clarissa Dalloway durante un solo día?;Media;Mrs. Dalloway;Al faro;Orlando;Las olas
¿Qué autor estadounidense escribió 'La trilogía de Nueva York', un conjunto de novelas detectivescas metafísicas?;Media;Paul Auster;Don DeLillo;Philip Roth;Jonathan Lethem
¿Qué novelista francés es conocido por 'La peste' y 'El extranjero'?;Media;Albert Camus;Jean-Paul Sartre;François Mauriac;André Gide
¿Cuál es la obra más famosa de Julio Cortázar, considerada una de las novelas más importantes de la literatura argentina?;Media;Rayuela;Los premios;Bestiario;62 Modelo para armar
¿Qué autor británico-español escribió 'El laberinto de los espíritus' y es conocido por 'La Sombra del Viento'?;Media;Carlos Ruiz Zafón;Javier Marías;Arturo Pérez-Reverte;Eduardo Mendoza
¿Qué escritora es conocida por su novela 'The Handmaid's Tale', que ha sido adaptada a una serie de televisión de éxito?;Media;Margaret Atwood;Ursula K. Le Guin;Alice Munro;Toni Morrison
¿Quién es el autor de 'Pedro Páramo', una novela fundamental de la literatura mexicana?;Media;Juan Rulfo;Octavio Paz;Carlos Fuentes;Jorge Ibargüengoitia
¿Qué autor ganó el Premio Nobel de Literatura en 1982 por su realismo mágico y es conocido por la novela 'El amor en los tiempos del cólera'?;Media;Gabriel García Márquez;Mario Vargas Llosa;Julio Cortázar;Alejo Carpentier
¿Qué escritor de ciencia ficción es famoso por la serie 'Fundación' y la novela 'Yo, Robot'?;Media;Isaac Asimov;Arthur C. Clarke;Philip K. Dick;Robert Heinlein
¿Qué poeta estadounidense escribió 'Una coronación de sonetos para Cristo'?;Media;John Donne;T.S. Eliot;Robert Frost;Sylvia Plath
¿Qué autor alemán escribió 'El tambor de hojalata', una novela que retrata la historia alemana del siglo XX a través de los ojos de un niño?;Media;Günter Grass;Heinrich Böll;Hermann Hesse;Thomas Mann
¿Qué obra de Joseph Conrad explora la oscuridad del colonialismo en África?;Media;El corazón de las tinieblas;Lord Jim;Nostromo;Bajo la mirada de Occidente
¿Qué escritor islandés es conocido por la novela 'La campana de Islandia'?;Media;Halldór Laxness;Arnaldur Indriðason;Snorri Sturluson;Sjón
¿Qué autor ruso escribió la obra de teatro 'El jardín de los cerezos'?;Media;Antón Chéjov;Lev Tolstói;Iván Turguénev;Nikolái Gógol
¿Quién es el autor del ciclo de cuentos 'Las mil y una noches'?;Media;Autor Desconocido;Naguib Mahfouz;Khalil Gibran;Taha Hussein
¿Qué poeta y dramaturgo irlandés es conocido por 'Esperando a Godot'?;Media;Samuel Beckett;Seamus Heaney;William Butler Yeats;James Joyce
¿Qué escritora nigeriana es conocida por las novelas 'Medio sol amarillo' y 'Americanah'?;Media;Chimamanda Ngozi Adichie;Chinua Achebe;Wole Soyinka;Ben Okri
¿Qué autor inglés creó el mundo ficticio de Middlemarch en su novela homónima?;Media;George Eliot;Jane Austen;Charles Dickens;Thomas Hardy
¿Qué poeta inglés es famoso por el ciclo poético 'Cantos de Inocencia y de Experiencia'?;Media;William Blake;Samuel Taylor Coleridge;John Keats;Percy Bysshe Shelley
¿Qué autor japonés es conocido por libros como 'Tokio blues' y '1Q84'?;Media;Haruki Murakami;Kenzaburo Oe;Yukio Mishima;Shusaku Endo
¿Qué escritora estadounidense ganó el premio Pulitzer por 'El color púrpura'?;Media;Alice Walker;Toni Morrison;Maya Angelou;Zora Neale Hurston
¿Cuál es la famosa obra de teatro en la que Nora Helmer es un personaje principal?;Media;Casa de muñecas;Hedda Gabler;El pato salvaje;El enemigo del pueblo
¿Qué aclamado escritor sudafricano ganó el Premio Nobel de Literatura en 2003?;Media;J.M. Coetzee;Nadine Gordimer;Alan Paton;Doris Lessing
¿Qué novela de Aldous Huxley describe una sociedad distópica estructurada por ingeniería genética y controlada por drogas y condicionamiento social?;Media;Un mundo feliz;Las puertas de la percepción;La isla;Punto contrapunto
¿Quién es el autor de la aclamada novela 'El nombre de la rosa', que combina ficción histórica, análisis semiótico y elementos de misterio?;Media;Umberto Eco;Italo Calvino;Primo Levi;Andrea Camilleri
¿Qué escritor francés es conocido por los 'Cuentos de la decadencia romana'?;Media;Anatole France;Gustave Flaubert;Emile Zola;Stendhal
¿Qué novela de Isabel Allende sigue la travesía de la familia Trueba a través de generaciones en Chile?;Media;La casa de los espíritus;Paula;Eva Luna;Hija de la fortuna
¿Quién escribió la serie de libros de fantasía 'El ciclo de Terramar'?;Media;Ursula K. Le Guin;Anne McCaffrey;Mercedes Lackey;Tamora Pierce
¿Cuál es la famosa novela de Charles Dickens que comienza con la línea 'Era el mejor de los tiempos, era el peor de los tiempos'?;Media;Historia de dos ciudades;David Copperfield;Oliver Twist;Grandes esperanzas
¿Qué autor británico escribió la serie de espionaje protagonizada por George Smiley?;Media;John le Carré;Ian Fleming;Ken Follett;Graham Greene
¿Qué poeta y novelista chileno escribió 'Altazor' o 'El viaje en paracaídas'?;Media;Vicente Huidobro;Pablo de Rokha;Nicanor Parra;Gabriela Mistral
¿Qué escritora estadounidense es conocida por su novela gótica 'Entrevista con el vampiro'?;Media;Anne Rice;Stephenie Meyer;Laurell K. Hamilton;Charlaine Harris
¿Cuál es el poema épico de Ludovico Ariosto que narra las aventuras de caballeros y damas en un marco carolingio y mítico?;Media;Orlando furioso;La divina comedia;El paraíso perdido;La Jerusalén liberada
¿Cuál es la famosa novela distópica de Anthony Burgess que explora temas de violencia y libre albedrío?;Media;La naranja mecánica;La muerte de Napoleón;Earthly Powers;El doctor es un enfermo
¿Qué dramaturgo noruego es autor de obras como 'Brand' y 'Peer Gynt'?;Media;Henrik Ibsen;Jon Fosse;Knut Hamsun;Sigrid Undset
¿Qué autor estadounidense escribió el cuento 'El escarabajo de oro', un precursor de la ficción de detectives?;Media;Edgar Allan Poe;Nathaniel Hawthorne;Herman Melville;Henry James
¿Qué escritor húngaro es conocido por su novela 'Los desposeídos', que cuenta la historia de un grupo de aristócratas en los últimos días del Imperio Austrohúngaro?;Media;László Krasznahorkai;Sándor Márai;Imre Kertész;Antal Szerb
¿Qué autora canadiense escribió la trilogía de ciencia ficción 'MaddAddam'?;Media;Margaret Atwood;Alice Munro;Douglas Coupland;Robertson Davies
¿Cuál es el volumen final de la trilogía de 'El Señor de los Anillos' de J.R.R. Tolkien?;Media;El retorno del Rey;La comunidad del anillo;Las dos torres;El Silmarillion
¿Qué autor inglés es famoso por su novela posapocalíptica 'El día de los trífidos'?;Media;John Wyndham;Arthur C. Clarke;John Christopher;Aldous Huxley
¿Cuál es el libro de poesía de T.S. Eliot que contiene 'La tierra baldía'?;Media;La tierra baldía y otros poemas;Cuatro cuartetos;Prufrock y otras observaciones;Asesinato en la catedral
¿Qué autor estadounidense escribió la serie de novela negra 'Myron Bolitar'?;Media;Harlan Coben;Michael Connelly;James Patterson;Lee Child
¿Qué escritor francés creó el personaje Fantômas, un maestro del crimen y el disfraz?;Media;Marcel Allain y Pierre Souvestre;Maurice Leblanc;Gaston Leroux;Émile Gaboriau
¿Qué novelista y dramaturgo irlandés escribió 'Pomes Penyeach' y 'Exiliados'?;Media;James Joyce;Oscar Wilde;Samuel Beckett;George Bernard Shaw
¿Qué escritora británica es conocida por su novela histórica 'Los reyes malditos'?;Media;Maurice Druon;Philippa Gregory;Hilary Mantel;Ken Follett
¿Qué poeta estadounidense escribió el poema narrativo 'Song of Myself'?;Media;Walt Whitman;Emily Dickinson;Robert Frost;Langston Hughes
¿Qué autor brasileño es conocido por la novela 'El Alquimista'?;Media;Paulo Coelho;Jorge Amado;Machado de Assis;João Guimarães Rosa
¿Quién escribió 'La canción del pirata' e 'Historia de un corazón'?;Media;José de Espronceda;Gustavo Adolfo Bécquer;Rosalia de Castro;Antonio Machado
¿Qué escritor keniano escribió 'No llores, niño' y 'Un grano de trigo'?;Media;Ngũgĩ wa Thiong'o;Chinua Achebe;Wole Soyinka;Ben Okri
¿Qué autor checo escribió la novela 'La broma'?;Media;Milan Kundera;Franz Kafka;Jaroslav Hašek;Bohumil Hrabal
¿Qué poeta chilena fue la primera persona de América Latina en ganar el Premio Nobel de Literatura?;Media;Gabriela Mistral;Pablo Neruda;Vicente Huidobro;Nicanor Parra
¿Qué escritor inglés es famoso por su novela 'El Señor de las Moscas'?;Media;William Golding;J.R.R. Tolkien;George Orwell;Aldous Huxley
¿Quién escribió la serie de fantasía juvenil 'Artemis Fowl'?;Media;Eoin Colfer;Rick Riordan;Derek Landy;Lemony Snicket
¿Qué escritora estadounidense es conocida por su novela 'El cuento de la criada'?;Media;Margaret Atwood;Ursula K. Le Guin;Toni Morrison;Joyce Carol Oates
¿Qué autor francés es famoso por sus novelas de la serie 'Los Rougon-Macquart'?;Media;Émile Zola;Honoré de Balzac;Victor Hugo;Alexandre Dumas
¿Qué novelista escocés es conocido por la serie de detectives 'Rebus'?;Media;Ian Rankin;Alexander McCall Smith;Irvine Welsh;Val McDermid
¿Qué escritora australiana es conocida por su serie 'Big Little Lies'?;Media;Liane Moriarty;Kate Morton;Geraldine Brooks;Helen Garner
¿Quién escribió la novela de terror psicológico 'Misery'?;Media;Stephen King;Dean Koontz;Peter Straub;Clive Barker
¿Qué escritor estadounidense es famoso por sus novelas de ciencia ficción como 'Neuromante'?;Media;William Gibson;Philip K. Dick;Neal Stephenson;Bruce Sterling
¿Qué autor inglés escribió 'El señor de las moscas'?;Media;William Golding;Graham Greene;Julian Barnes;Kazuo Ishiguro
¿Qué escritora estadounidense es conocida por 'El amanecer en el jardín de los cerezos en flor'?;Media;Cormac McCarthy;Flannery O'Connor;Alice Munro;Toni Morrison
¿Qué poeta inglés es conocido por 'El cementerio de los libros'?;Media;Seamus Heaney;Ted Hughes;Philip Larkin;Simon Armitage
¿Qué escritora nigeriana escribió 'La flor púrpura'?;Media;Chimamanda Ngozi Adichie;Buchi Emecheta;Flora Nwapa;Helen Oyeyemi
¿Quién es el autor de la novela distópica 'Nosotros'?;Media;Yevgueni Zamiatin;Alexandre Zinoviev;Vladímir Sorokin;Víktor Pelevin
¿Qué novelista somalí es conocido por su obra 'Mapas'?;Media;Nuruddin Farah;Warsan Shire;Ahmed Ismail Yusuf;Abdi Latif Ega
¿Qué escritor japonés ganó el Premio Nobel de Literatura en 1994?;Media;Kenzaburo Oe;Haruki Murakami;Yasunari Kawabata;Yukio Mishima
¿Qué autor es conocido por su ciclo de novelas ambientadas en el condado ficticio de Yoknapatawpha?;Media;William Faulkner;Mark Twain;F. Scott Fitzgerald;Ernest Hemingway
¿Qué poeta y ensayista inglés escribió 'Anatomía de la melancolía'?;Media;Robert Burton;John Donne;Ben Jonson;Thomas Browne
¿Qué autora de ciencia ficción escribió 'Los desposeídos' y 'El mundo de Rocannon'?;Media;Ursula K. Le Guin;Octavia E. Butler;Margaret Atwood;Joan D. Vinge
¿Qué escritor alemán es conocido por su novela 'Los Buddenbrook'?;Media;Thomas Mann;Franz Kafka;Günter Grass;Hermann Hesse
¿Qué autor irlandés escribió 'Dublineses'?;Media;James Joyce;Samuel Beckett;Oscar Wilde;Bram Stoker
¿Cuál es la obra más conocida de la autora inglesa Mary Shelley?;Media;Frankenstein;Cumbres Borrascosas;Emma;Jane Eyre
¿Qué dramaturgo estadounidense escribió 'Un tranvía llamado Deseo'?;Media;Tennessee Williams;Arthur Miller;Eugene O'Neill;Edward Albee
¿Qué escritor colombiano es conocido por su obra 'El general en su laberinto'?;Media;Gabriel García Márquez;Juan Gabriel Vásquez;Laura Restrepo;Rafael Pombo
¿Qué poeta y novelista inglés escribió 'El viento entre los juncos'?;Media;W.B. Yeats;T.S. Eliot;Seamus Heaney;Philip Larkin
¿Qué escritora británica creó el personaje de detective Adam Dalgliesh?;Media;P.D. James;Agatha Christie;Dorothy L. Sayers;Ngaio Marsh
¿Qué autor inglés escribió la serie de fantasía 'Las crónicas de Narnia'?;Media;C.S. Lewis;J.R.R. Tolkien;Philip Pullman;J.K. Rowling
¿Qué escritora argentina es conocida por la novela 'La casa de los espíritus'?;Media;Isabel Allende;Sylvia Iparraguirre;Angélica Gorodischer;Samanta Schweblin
¿Qué escritor francés es famoso por su novela 'Los miserables'?;Media;Victor Hugo;Alexandre Dumas;Honoré de Balzac;Gustave Flaubert
¿Cuál es la saga de fantasía escrita por Philip Pullman que incluye 'La brújula dorada'?;Media;La materia oscura;Crónicas del Mago Negro;Ciclo Barroco;La Torre Oscura
¿Qué escritor uruguayo es conocido por su libro 'Las venas abiertas de América Latina'?;Media;Eduardo Galeano;Mario Benedetti;Juan Carlos Onetti;Felisberto Hernández
¿Qué autor estadounidense escribió 'La conjura de los necios'?;Media;John Kennedy Toole;J.D. Salinger;Thomas Pynchon;Don DeLillo
¿Qué novelista británico es conocido por su trilogía 'Depredador'?;Media;Wilbur Smith;Jeffrey Archer;Frederick Forsyth;Ken Follett
¿Qué poeta estadounidense escribió 'Mending Wall' y 'Stopping by Woods on a Snowy Evening'?;Media;Robert Frost;Wallace Stevens;Carl Sandburg;Walt Whitman
¿Qué autor escribió la novela 'Un lugar llamado Libertad'?;Media;Ken Follett;John Grisham;Robert Harris;Michael Crichton
¿Qué poeta chileno escribió 'Odas elementales'?;Media;Pablo Neruda;Vicente Huidobro;Nicanor Parra;Gabriela Mistral
¿Qué escritora británica es conocida por su serie 'Grant County'?;Media;Karin Slaughter;Val McDermid;Ruth Rendell;P.D. James
¿Qué escritor ruso escribió 'Padres e hijos'?;Media;Iván Turguénev;Fiódor Dostoyevski;León Tolstói;Antón Chéjov
¿Qué autor ganó el Premio Pulitzer por su novela 'El ferrocarril subterráneo'?;Media;Colson Whitehead;Paul Beatty;Richard Powers;Edward P. Jones
¿Qué autor ghanés-estadounidense escribió la novela 'Homegoing'?;Media;Yaa Gyasi;Taiye Selasi;Chimamanda Ngozi Adichie;Akwaeke Emezi
¿Cuál es la novela más famosa de Kazuo Ishiguro, ganador del Premio Nobel de Literatura?;Media;Los restos del día;Nunca me abandones;El gigante enterrado;Cuando fuimos huérfanos
¿Qué autor checo-eslovaco es conocido por la novela 'La insoportable levedad del ser'?;Media;Milan Kundera;Franz Kafka;Bohumil Hrabal;Ivan Klíma
¿Quién escribió 'El perro de los Baskerville'?;Media;Arthur Conan Doyle;Agatha Christie;Dorothy L. Sayers;Rex Stout
¿Qué poeta y dramaturgo español escribió 'La casa de Bernarda Alba'?;Media;Federico García Lorca;Antonio Machado;Miguel de Unamuno;Camilo José Cela
¿Qué escritor estadounidense creó el personaje del abogado Atticus Finch en su única novela publicada durante su vida?;Media;Harper Lee;Truman Capote;John Steinbeck;Ernest Hemingway
¿Qué escritora británica es conocida por su novela 'El paciente inglés'?;Media;Michael Ondaatje;A.S. Byatt;Ian McEwan;Julian Barnes
¿Quién es el autor de la serie de misterio 'Inspector Lynley'?;Media;Elizabeth George;P.D. James;Ruth Rendell;Martha Grimes
¿Qué escritor francés escribió 'La espuma de los días'?;Media;Boris Vian;Louis-Ferdinand Céline;Jean-Paul Sartre;Albert Camus
¿Qué autor australiano escribió la novela postapocalíptica 'La carretera'?;Media;Cormac McCarthy;Peter Carey;Richard Flanagan;Tim Winton
¿Qué poeta inglés escribió 'Elegía escrita en un cementerio de campo'?;Media;Thomas Gray;John Keats;Samuel Taylor Coleridge;William Blake
¿Qué escritora canadiense es conocida por su novela 'Alias Grace'?;Media;Margaret Atwood;Alice Munro;Margaret Laurence;Lucy Maud Montgomery
¿Qué autor de ciencia ficción escribió 'Hyperion'?;Media;Dan Simmons;Alastair Reynolds;Frank Herbert;Frederik Pohl
¿Qué escritor franco-congoleño es conocido por su novela 'Señorías'?;Media;Alain Mabanckou;Calixthe Beyala;Léopold Sédar Senghor;Yambo Ouologuem
¿Qué autor italiano escribió 'El nombre del rosa'?;Media;Umberto Eco;Italo Calvino;Alberto Moravia;Roberto Saviano
¿Qué poeta estadounidense escribió 'Cómo leer a una persona como un libro'?;Media;Gerard I. Nierenberg;Emily Dickinson;Maya Angelou;Robert Frost
¿Qué escritora nigeriana es conocida por su novela 'La media naranja de la esperanza'?;Media;Chimamanda Ngozi Adichie;Buchi Emecheta;Sefi Atta;Teju Cole
¿Qué escritor japonés es famoso por 'Confesiones de una máscara'?;Media;Yukio Mishima;Kenji Miyazawa;Banana Yoshimoto;Kōbō Abe
¿Qué escritor australiano es conocido por su novela 'La canción de los pájaros'?;Media;Richard Flanagan;Thomas Keneally;Tim Winton;David Malouf
¿Qué autor es famoso por haber escrito 'El lobo de Wall Street'?;Media;Jordan Belfort;Michael Lewis;Tom Wolfe;Martin Amis
¿Qué autor estadounidense escribió 'La Conjura contra América'?;Media;Philip Roth;Saul Bellow;Jonathan Franzen;Don DeLillo
¿Qué escritora británica escribió la novela 'Possession' (Posesión)?;Media;A.S. Byatt;Zadie Smith;Hilary Mantel;Jeanette Winterson
¿Cuál fue el seudónimo usado por la autora británica Mary Ann Evans?;Media;George Eliot;George Sand;Ellis Bell;Currer Bell
¿Qué escritor argentino es el autor de 'Fervor de Buenos Aires'?;Media;Jorge Luis Borges;Adolfo Bioy Casares;Manuel Puig;Ernesto Sabato
¿Qué autor sueco escribió la serie de libros policiacos protagonizados por el detective Kurt Wallander?;Media;Henning Mankell;Stieg Larsson;Åsa Larsson;Jo Nesbø
¿Qué escritora británica es conocida por su novela 'Orlando'?;Media;Virginia Woolf;Dorothy L. Sayers;Agatha Christie;Muriel Spark
¿Qué poeta nicaragüense escribió 'Canto Errante'?;Media;Rubén Darío;Ernesto Cardenal;Gioconda Belli;Salomón de la Selva
¿Qué escritor estadounidense es famoso por su novela 'City of Thieves' (Ciudad de Ladrones)?;Media;David Benioff;George R.R. Martin;Bret Easton Ellis;Markus Zusak
¿Qué autor polaco-británico escribió 'El último deseo' y creó el personaje de Geralt de Rivia?;Media;Andrzej Sapkowski;Stanisław Lem;Jacek Dukaj;Witold Gombrowicz
¿Qué poeta ruso es conocido por su novela en verso 'Eugene Onegin'?;Media;Alexander Pushkin;Fyodor Dostoyevsky;Boris Pasternak;Vladimir Nabokov
¿Qué escritor es conocido por la novela 'El sol también se levanta'?;Media;Ernest Hemingway;John Steinbeck;William Faulkner;F. Scott Fitzgerald
