Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Qué selección nacional ganó la Eurocopa 2016 de fútbol?;Media;Portugal;Francia;Alemania;España
¿Qué equipo ganó la Serie A italiana en la temporada 2019-2020?;Media;Juventus;Inter de Milán;Lazio;AC Milán
¿Cuál es la máxima distinción individual que se otorga en el torneo de rugby Seis Naciones?;Media;Jugador del Torneo;Mejor Jugador Joven;Capitán del Año;Máximo Goleador
¿Qué país alberga la clásica carrera ciclista conocida como 'Paris-Roubaix'?;Media;Francia;Bélgica;España;Italia
¿Qué jugador fue seleccionado como MVP en la temporada 2019-2020 de la NBA?;Media;Giannis Antetokounmpo;LeBron James;James Harden;Kawhi Leonard
¿Cuál es el peso máximo para un boxeador en la categoría de peso welter?;Media;147 lb (66.7 kg);135 lb (61.2 kg);160 lb (72.6 kg);175 lb (79.4 kg)
¿Qué equipo ganó la Copa Libertadores en 2019?;Media;Flamengo;River Plate;Boca Juniors;Gremio
¿En qué país se celebrarán los Juegos Olímpicos de Verano de 2024?;Media;Francia;Japón;Brasil;Estados Unidos
¿Quién es conocido como el 'Expreso Suizo' en el tenis?;Media;Roger Federer;Rafael Nadal;Novak Djokovic;Stan Wawrinka
¿Qué país ganó su primera Copa del Mundo de Rugby en 2019?;Media;Sudáfrica;Nueva Zelanda;Inglaterra;Australia
¿Qué luchador cuenta con más victorias por knockout en la historia de la UFC hasta abril de 2023?;Media;Vitor Belfort;Conor McGregor;Anderson Silva;Chuck Liddell
¿Cuántos títulos consecutivos de la NBA ganaron Los Angeles Lakers durante la época del Showtime?;Media;2;3;5;1
¿Qué jugador de fútbol ganó el Pichichi de la LaLiga en la temporada 2018-2019?;Media;Lionel Messi;Cristiano Ronaldo;Karim Benzema;Luis Suárez
¿En qué posición juega normalmente un jugador de rugby conocido como 'hooker'?;Media;Primera línea;Segunda línea;Ala;Medio scrum
¿Qué país fue el anfitrión del primer Campeonato Mundial Juvenil de la FIFA, conocido ahora como la Copa Mundial Sub-20 de la FIFA?;Media;Túnez;Brasil;Argentina;Italia
¿Cuál es el récord de la distancia más larga para un salto de longitud (varonil) hasta abril de 2023?;Media;8.95 m (Mike Powell);8.90 m (Bob Beamon);8.85 m (Carl Lewis);8.74 m (Iván Pedroso)
¿En qué año fue inaugurado el estadio Camp Nou en Barcelona, España?;Media;1957;1949;1963;1971
¿Qué distancia se recorre en una carrera Ironman de triatlón?;Media;226.3 km;180.2 km;193.1 km;205.8 km
¿Quién es el máximo goleador histórico de la UEFA Champions League?;Media;Cristiano Ronaldo;Lionel Messi;Robert Lewandowski;Raúl González
¿Qué equipo ganó la Copa Stanley de la NHL en 2020?;Media;Tampa Bay Lightning;Dallas Stars;Boston Bruins;St. Louis Blues
¿Qué país ha ganado la mayor cantidad de medallas en los Juegos Olímpicos de Invierno?;Media;Noruega;Estados Unidos;Alemania;Canadá
¿Qué jugador de baloncesto ha ganado el mayor número de temporadas MVP de la NBA hasta abril de 2023?;Media;Kareem Abdul-Jabbar;Michael Jordan;LeBron James;Bill Russell
¿Cuánto pesa una bola de boliche reglamentaria?;Media;Entre 6 y 16 libras;Entre 5 y 15 libras;Entre 7 y 17 libras;Entre 4 y 14 libras
¿Cuál es el nombre del estadio en el que juega el Borussia Dortmund?;Media;Signal Iduna Park;Allianz Arena;Anfield;Santiago Bernabéu
¿Quién fue nombrado Atleta del Siglo por el Comité Olímpico Internacional en 1999?;Media;Carl Lewis;Muhammad Ali;Usain Bolt;Michael Phelps
¿Qué país fue el ganador del primer Mundial de Fútbol femenino en 1991?;Media;Estados Unidos;Noruega;Alemania;China
¿Qué equipo de fútbol es conocido como 'Los Colchoneros'?;Media;Atlético de Madrid;Real Madrid;FC Barcelona;Sevilla FC
¿Qué ciclista ha ganado más Tours de Francia?;Media;Jacques Anquetil;Eddy Merckx;Lance Armstrong;Miguel Indurain
¿Cuántos jugadores hay en un equipo de waterpolo incluyendo el portero?;Media;7;6;8;9
¿Qué jugador de fútbol americano es conocido como 'TB12'?;Media;Tom Brady;Terry Bradshaw;Tim Brown;Todd Bowles
¿Qué equipo es conocido como los 'All Blacks'?;Media;Nueva Zelanda de rugby;Australia de rugby;Sudáfrica de rugby;Inglaterra de rugby
¿Qué país ganó la primera medalla de oro olímpica en snowboard?;Media;Estados Unidos;Suiza;Canadá;Francia
¿Qué país obtuvo la mayoría de las medallas en los Juegos Olímpicos de Invierno de 2014 celebrados en Sochi?;Media;Rusia;Estados Unidos;Noruega;Canadá
¿Cuántas posiciones hay en un bote de remo en una regata olímpica de ocho?;Media;8;4;2;6
¿En qué equipo de la MLB jugó Derek Jeter durante toda su carrera?;Media;New York Yankees;Boston Red Sox;Los Angeles Dodgers;Chicago Cubs
¿Qué boxeador tuvo la famosa rivalidad conocida como 'La Trilogía' con Muhammad Ali?;Media;Joe Frazier;George Foreman;Larry Holmes;Ken Norton
¿Quién es el único tenista que ha ganado cada uno de los cuatro torneos de Grand Slam al menos dos veces en la Era Abierta?;Media;Novak Djokovic;Roger Federer;Rafael Nadal;Rod Laver
¿Qué país ha albergado los Juegos Olímpicos de Verano en tres ocasiones?;Media;Estados Unidos;Reino Unido;China;Australia
¿En qué club de fútbol comenzó Lionel Messi su carrera profesional?;Media;FC Barcelona;Newell's Old Boys;River Plate;Paris Saint-Germain
¿Cuántos sets debe ganar un tenista para llevarse un partido al mejor de tres sets?;Media;2;3;1;5
¿Cuál es el máximo número de puntos que un jugador puede anotar con un solo tiro en el baloncesto?;Media;3;4;2;5
¿Qué jugador ha ganado la Liga de Campeones de la UEFA más veces?;Media;Francisco Gento;Cristiano Ronaldo;Clarence Seedorf;Lionel Messi
¿Qué equipo ganó el primer Super Bowl de la historia?;Media;Green Bay Packers;Kansas City Chiefs;New England Patriots;Pittsburgh Steelers
¿Qué jugador ha ganado más medallas de oro olímpicas en la historia de los deportes de equipo?;Media;Teófilo Stevenson;Michael Phelps;Paavo Nurmi;Larisa Latynina
¿Cuál es el récord mundial de salto alto masculino hasta abril de 2023?;Media;2.45 m (Javier Sotomayor);2.44 m (Mutaz Essa Barshim);2.43 m (Bohdan Bondarenko);2.42 m (Igor Paklin)
¿Cómo se llama el estadio del Ajax de Ámsterdam?;Media;Johan Cruyff Arena;Amsterdam Arena;De Kuip;Philips Stadion
¿Qué selección nacional de fútbol ha ganado más Copas Africanas de Naciones hasta abril de 2023?;Media;Egipto;Camerún;Ghana;Nigeria
¿Quién ostenta el récord de más home runs en una temporada de la MLB?;Media;Barry Bonds;Hank Aaron;Babe Ruth;Mark McGwire
¿Qué país ha ganado más medallas de oro en hockey sobre hielo masculino en los Juegos Olímpicos?;Media;Canadá;Rusia;Estados Unidos;Suecia
¿En qué disciplina atlética se especializa la deportista Allyson Felix?;Media;Atletismo (sprints);Gimnasia;Natación;Tenis
¿Qué equipo de la NBA se mudó de Seattle a Oklahoma City en 2008?;Media;Seattle SuperSonics;Vancouver Grizzlies;Charlotte Hornets;New Jersey Nets
¿Quién fue nombrado el Jugador Más Valioso de la Copa del Mundo de la FIFA 2018?;Media;Luka Modrić;Kylian Mbappé;Antoine Griezmann;Eden Hazard
¿Cuántos títulos de Grand Slam individuales ganó la tenista Steffi Graf en su carrera?;Media;22;18;20;24
¿En qué año ganó Michael Phelps su primera medalla de oro olímpica?;Media;2004;2000;2008;2012
¿Qué equipo de fútbol inglés tiene el apodo de 'The Gunners'?;Media;Arsenal;Chelsea;Tottenham Hotspur;Manchester United
¿Qué jugador fue el primero en ser seleccionado en el draft de la NFL en 2000?;Media;Courtney Brown;Tom Brady;Brian Urlacher;Jamal Lewis
¿Qué país obtuvo el primer lugar en el medallero de los Juegos Panamericanos de 2019?;Media;Estados Unidos;Brasil;Cuba;Canadá
¿Qué entrenador ha ganado más títulos de la Premier League en la historia?;Media;Sir Alex Ferguson;Arsène Wenger;José Mourinho;Pep Guardiola
¿Qué jugador de fútbol ha ganado el premio FIFA World Player más veces?;Media;Lionel Messi;Cristiano Ronaldo;Ronaldinho;Zinedine Zidane
¿Cuál es el único equipo que ha ganado la Copa Libertadores de América sin perder ningún partido?;Media;Boca Juniors;Santos FC;River Plate;Independiente
¿Qué jugador de baloncesto fue apodado 'The Answer'?;Media;Allen Iverson;Shaquille O'Neal;Kobe Bryant;LeBron James
¿Qué piloto de Fórmula 1 es conocido como 'El Profesor'?;Media;Alain Prost;Ayrton Senna;Niki Lauda;Michael Schumacher
¿Qué país ha ganado más campeonatos del mundo en hockey sobre césped femenino?;Media;Países Bajos;Australia;Argentina;Alemania
¿En qué año se retiró oficialmente el ciclista Lance Armstrong?;Media;2011;2005;2009;2013
¿Cuántos orificios de ventilación hay en una pelota oficial de tenis?;Media;0;26;12;2
¿Qué equipo de fútbol ganó la Eurocopa en 2008?;Media;España;Alemania;Italia;Francia
¿Qué país es conocido como el 'Celeste' en el fútbol internacional?;Media;Uruguay;Italia;Francia;Argentina
¿En qué ciudad se encuentra el estadio Maracaná?;Media;Río de Janeiro;Sao Paulo;Buenos Aires;Montevideo
¿Cuántos jugadores constituyen un equipo en un juego de fútbol sala?;Media;5;6;7;11
¿Qué golfista es conocido por ganar el Masters de Augusta cinco veces?;Media;Jack Nicklaus;Tiger Woods;Arnold Palmer;Gary Player
¿En qué año Usain Bolt estableció el récord mundial actual para los 100 metros planos?;Media;2009;2008;2012;2016
¿Qué país ha ganado más medallas en la historia de los Juegos Olímpicos de Verano?;Media;Estados Unidos;Unión Soviética;China;Gran Bretaña
¿Qué jugador de la NFL es conocido como 'Megatron'?;Media;Calvin Johnson;Randy Moss;Jerry Rice;DeAndre Hopkins
¿En qué país se celebraron los Juegos Olímpicos de Verano de 1968?;Media;México;Japón;Alemania;Rusia
¿Qué equipo tiene el récord de más victorias consecutivas en la Premier League inglesa?;Media;Manchester City;Arsenal;Chelsea;Liverpool
¿Cuál es el nombre oficial de las reglas básicas del fútbol?;Media;Las Leyes del Juego;El Manual de Fútbol;El Libro del Fútbol;Reglas FIFA de Fútbol
¿Qué país ganó la Copa Mundial de Fútbol Femenino de la FIFA en 2015?;Media;Estados Unidos;Japón;Alemania;Noruega
¿Qué país ha ganado más medallas en total en los Juegos Olímpicos de Invierno hasta abril de 2023?;Media;Noruega;Estados Unidos;Alemania;Rusia
¿Quién es el máximo goleador histórico de la Serie A italiana?;Media;Silvio Piola;Francesco Totti;Gunnar Nordahl;Roberto Baggio
¿Cuál es la distancia de un Ironman Triathlon?;Media;140.6 millas;26.2 millas;13.1 millas;100 millas
¿Quién es el atleta más joven en ganar una medalla de oro en los Juegos Olímpicos de Verano?;Media;Marjorie Gestring;Katie Ledecky;Simone Biles;Nadia Comaneci
¿Qué jugador tiene el récord de más goles en una sola temporada de la NHL?;Media;Wayne Gretzky;Mario Lemieux;Brett Hull;Gordie Howe
¿Quién ganó el Tour de Francia en 1989, la carrera más cercana en la historia del Tour?;Media;Greg LeMond;Laurent Fignon;Miguel Indurain;Eddy Merckx
¿Qué equipo de béisbol obtuvo el apodo 'Murderers' Row' en la década de 1920?;Media;New York Yankees;Boston Red Sox;Chicago Cubs;St. Louis Cardinals
¿En qué país se inventó el badminton contemporáneo?;Media;Inglaterra;India;Malasia;China
¿Qué país es el más exitoso en la Copa Mundial de Cricket ICC?;Media;Australia;India;Inglaterra;West Indies
¿Qué equipo de la NFL logró un perfecto 'temporada invicta' en 1972?;Media;Miami Dolphins;New England Patriots;Pittsburgh Steelers;San Francisco 49ers
¿Qué país obtuvo la medalla de oro en fútbol masculino en los Juegos Olímpicos de Río 2016?;Media;Brasil;Alemania;Argentina;México
¿Qué tenista femenina ha ganado más títulos individuales de Grand Slam en la Era Abierta?;Media;Serena Williams;Steffi Graf;Margaret Court;Martina Navratilova
¿Qué equipo ganó la NBA en la temporada 2015-2016?;Media;Cleveland Cavaliers;Golden State Warriors;San Antonio Spurs;Miami Heat
¿Quién anotó el 'Gol del Siglo' en la Copa Mundial de la FIFA 1986?;Media;Diego Maradona;Pelé;Lionel Messi;Zinedine Zidane
¿Qué piloto ganó el Campeonato de Pilotos de Fórmula 1 en 2007?;Media;Kimi Räikkönen;Lewis Hamilton;Fernando Alonso;Sebastian Vettel
¿Cuántos períodos se juegan en un partido estándar de polo?;Media;6 chukkas;4 cuartos;3 tercios;2 mitades
¿Qué país tiene más campeonatos en el torneo de la UEFA Europa League?;Media;España;Italia;Alemania;Inglaterra
¿Qué jugador se retiró primero con tres títulos de la Copa del Mundo de la FIFA?;Media;Pelé;Diego Maradona;Zinedine Zidane;Ronaldo
¿Cuántos agujeros se juegan típicamente en una ronda de golf profesional?;Media;18;9;36;72
¿Qué país albergó los Juegos Olímpicos de Invierno de 2010?;Media;Canadá;Estados Unidos;Rusia;Italia
¿Quién ha ganado más títulos de Wimbledon en la Era Abierta, en la categoría masculina?;Media;Roger Federer;Pete Sampras;Rafael Nadal;Novak Djokovic
¿Qué país acogió la Copa Mundial de la FIFA en 2006?;Media;Alemania;Francia;Brasil;Sudáfrica
¿Cuál es la única selección nacional que ha jugado en todas las Copas Mundiales de la FIFA?;Media;Brasil;Alemania;Italia;Argentina
¿Qué equipo de fútbol americano ganó el Super Bowl L?;Media;Denver Broncos;Carolina Panthers;New England Patriots;Seattle Seahawks
¿Qué jugador ha marcado más goles en las Copas Mundiales de la FIFA?;Media;Miroslav Klose;Ronaldo;Gerd Müller;Pelé
¿Qué país ganó el oro olímpico en hockey sobre hielo masculino en 1980 en lo que se conoce como el 'Milagro sobre hielo'?;Media;Estados Unidos;Unión Soviética;Finlandia;Canadá
¿Qué deportista ha ganado más medallas de oro en una sola edición de los Juegos Olímpicos de Verano?;Media;Michael Phelps;Mark Spitz;Carl Lewis;Usain Bolt
¿Quién ganó el Giro de Italia en 2020?;Media;Tao Geoghegan Hart;Vincenzo Nibali;Richard Carapaz;Chris Froome
¿En qué país se origina el arte marcial del judo?;Media;Japón;China;Corea;Brasil
¿Qué selección ganó la Eurocopa de fútbol en 2004?;Media;Grecia;Portugal;España;Italia
¿Quién es conocido como el 'Rey del Clay' por su rendimiento en tierra batida?;Media;Rafael Nadal;Roger Federer;Novak Djokovic;Bjorn Borg
¿Qué selección ganó la Copa Mundial Femenina de la FIFA en 1999?;Media;Estados Unidos;China;Noruega;Alemania
¿En qué año se celebraron los primeros Juegos Olímpicos de Verano en Asia?;Media;1964;1988;2008;2016
¿Quién tiene el récord de más Grandes Vueltas (Tour de France, Giro d'Italia, Vuelta a España) ganadas en la historia del ciclismo?;Media;Eddy Merckx;Bernard Hinault;Jacques Anquetil;Miguel Indurain
¿Qué equipo ganó la UEFA Champions League en la temporada 1999-2000?;Media;Real Madrid;Manchester United;FC Barcelona;AC Milan
¿Cuál es la ciudad de origen del famoso maratón de Boston?;Media;Boston;Nueva York;Chicago;Berlín
¿Qué piloto de Fórmula 1 sobrevivió a un grave accidente en el GP de Bélgica en 1992, siendo conocido por su retorno milagroso al deporte?;Media;Robert Kubica;Niki Lauda;Ayrton Senna;Mika Häkkinen
¿Qué equipo de la NBA se trasladó de San Diego a Houston en 1971, donde siguió jugando hasta la fecha?;Media;Houston Rockets;Los Angeles Clippers;San Antonio Spurs;Dallas Mavericks
¿Qué país fue campeón del mundo en cricket en el torneo ICC Cricket World Cup 2015?;Media;Australia;India;Inglaterra;Pakistán
¿Cómo se llama la técnica de carrera en el atletismo que implica pasar de un obstáculo a otro sin disminuir la velocidad?;Media;Vallas;Maratón;Esprint;Lanzamiento de peso
¿Qué país fue sede de la Copa Mundial de la FIFA en 1994?;Media;Estados Unidos;Italia;Francia;Inglaterra
¿Quién es el jugador con más apariciones en la historia de la NBA?;Media;Robert Parish;Kareem Abdul-Jabbar;Vince Carter;Dirk Nowitzki
¿Qué equipo de fútbol ganó la Copa Libertadores en 2018?;Media;River Plate;Boca Juniors;Flamengo;Gremio
¿Qué jinete ganó el Grand National cinco veces?;Media;George Stevens;Red Rum;Lester Piggott;Tony McCoy
¿Cuántos puntos vale un try en el rugby union?;Media;5;3;6;4
¿Qué país anfitrión ganó la primera Copa del Mundo de Cricket de la ICC?;Media;Inglaterra;Australia;India;West Indies
¿Quién fue el campeón mundial de peso pesado más joven en la historia del boxeo profesional?;Media;Mike Tyson;Muhammad Ali;Floyd Patterson;Joe Frazier
¿Cuál fue el primer país africano en clasificar a los cuartos de final en una Copa Mundial de la FIFA?;Media;Camerún;Senegal;Ghana;Nigeria
¿Qué país ganó la primera medalla de oro en baloncesto en los Juegos Olímpicos?;Media;Estados Unidos;Canadá;Uruguay;Lituania
¿En qué ciudad se encuentra el famoso circuito de carreras de Monza?;Media;Monza, Italia;Le Mans, Francia;Monte Carlo, Mónaco;Silverstone, Reino Unido
¿Quién anotó el gol de la victoria para Alemania en la final de la Copa Mundial de la FIFA 2014?;Media;Mario Götze;Thomas Müller;Miroslav Klose;Mesut Özil
¿Qué nadador ha ganado el mayor número de medallas de oro olímpicas en una sola edición de los Juegos?;Media;Michael Phelps;Mark Spitz;Ian Thorpe;Ryan Lochte
¿Qué país ha ganado más campeonatos europeos de baloncesto masculino (EuroBasket)?;Media;Rusia;Lituania;España;Yugoslavia
¿En qué año se celebraron los primeros Juegos Olímpicos de Invierno?;Media;1924;1900;1932;1948
¿Qué jugador de tenis ha ganado más veces el torneo de Roland Garros en la categoría masculina?;Media;Rafael Nadal;Björn Borg;Roger Federer;Novak Djokovic
¿Qué equipo femenino de fútbol ha ganado más Copas Mundiales de la FIFA hasta abril de 2023?;Media;Estados Unidos;Alemania;Noruega;Japón
¿Cuántos asaltos hay en un combate olímpico de boxeo masculino?;Media;3;5;12;10
¿Qué jugador ha anotado más puntos en un partido de la NFL?;Media;Ernie Nevers;LaDainian Tomlinson;Jerry Rice;Jim Brown
¿Cuántos jugadores hay en el campo por cada equipo en un partido de cricket?;Media;11;9;13;10
¿En qué país se celebró el primer Campeonato Mundial de Atletismo?;Media;Finlandia;Estados Unidos;Reino Unido;Alemania
¿Qué atleta tiene el récord de más títulos en el Campeonato Mundial de la IAAF?;Media;Usain Bolt;Carl Lewis;Michael Johnson;Mo Farah
¿Qué equipo de rugby ganó la Copa Mundial de Rugby en 2007?;Media;Sudáfrica;Inglaterra;Nueva Zelanda;Australia
¿Quién ganó el Balón de Oro femenino por primera vez en 2018?;Media;Ada Hegerberg;Marta;Megan Rapinoe;Alex Morgan
¿Qué jugador ha convertido el gol más rápido en la historia de la Premier League?;Media;Shane Long;Alan Shearer;Thierry Henry;Sergio Agüero
¿En qué año se introdujo el uso de la tecnología de la línea de gol en el fútbol?;Media;2012;2010;2014;2016
¿Qué país ganó el Campeonato Mundial de Balonmano Masculino de la IHF en 2019?;Media;Dinamarca;Francia;España;Croacia
¿Cuál es el récord de mayor número de Grand Slam alcanzados en el golf?;Media;18 (Jack Nicklaus);15 (Tiger Woods);14 (Bobby Jones);11 (Walter Hagen)
¿Quién es el único tenista que ha ganado el Golden Slam (ganar los cuatro torneos de Grand Slam y la medalla de oro olímpica el mismo año)?;Media;Steffi Graf;Serena Williams;Andre Agassi;Rafael Nadal
¿Qué país fue anfitrión de las Olimpiadas de Verano de 1988?;Media;Corea del Sur;Estados Unidos;Unión Soviética;México
¿Qué país es reconocido por fundar el deporte del fútbol de reglas australianas?;Media;Australia;Reino Unido;Nueva Zelanda;Estados Unidos
¿Qué país ganó la Copa América 2019?;Media;Brasil;Argentina;Chile;Uruguay
¿Qué jugador ha ganado más Ligas de Campeones de la UEFA?;Media;Francisco Gento;Cristiano Ronaldo;Lionel Messi;Paolo Maldini
¿Cuál es el torneo de tenis más antiguo del mundo?;Media;Wimbledon;US Open;Roland Garros;Australian Open
¿Quién estableció el récord de más medallas de oro en natación en unos Juegos Olímpicos?;Media;Michael Phelps;Mark Spitz;Ian Thorpe;Ryan Lochte
¿Qué luchador es conocido como 'The Notorious' en MMA?;Media;Conor McGregor;Khabib Nurmagomedov;Jon Jones;Anderson Silva
¿Qué equipo tiene el récord de la mayoría de victorias en una temporada de la NBA?;Media;Golden State Warriors;Chicago Bulls;Los Angeles Lakers;San Antonio Spurs
¿Quién fue el primer ganador de la Bota de Oro en la Copa Mundial de la FIFA?;Media;Eusébio;Pelé;Miroslav Klose;Ronaldo
¿Qué equipo ganó el primer Super Bowl de la historia?;Media;Green Bay Packers;Kansas City Chiefs;Dallas Cowboys;Pittsburgh Steelers
¿Qué país acogió los Juegos Olímpicos de Verano de 2000?;Media;Australia;Estados Unidos;China;Grecia
¿Qué boxeador fue conocido como 'Manos de Piedra'?;Media;Roberto Durán;Marvin Hagler;Julio César Chávez;Thomas Hearns
¿Qué jugador de fútbol ganó el FIFA World Player of the Year en 2005?;Media;Ronaldinho;Zinedine Zidane;Lionel Messi;Cristiano Ronaldo
¿Qué país ha ganado el mayor número de campeonatos de Europa en baloncesto femenino hasta abril de 2023?;Media;URSS/Rusia;Estados Unidos;España;Francia
¿En qué disciplina destacó la atleta Jackie Joyner-Kersee?;Media;Heptatlón;Maratón;100 metros vallas;Salto de altura
¿Quién es el jugador con más carreras en la historia de la Fórmula 1 hasta abril de 2023?;Media;Rubens Barrichello;Michael Schumacher;Lewis Hamilton;Kimi Räikkönen
¿Cuál es el nombre del estadio donde juega como local el equipo de fútbol Chelsea FC?;Media;Stamford Bridge;Old Trafford;Anfield;Emirates Stadium
