Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Cuál es el nombre de la liga profesional de fútbol americano en los Estados Unidos?;Fácil;NFL;NBA;MLB;NHL,
¿Quién es apodado 'El Cholo' en el mundo del fútbol?;Fácil;Diego Simeone;Lionel Messi;Cristiano Ronaldo;Pep Guardiola,
¿Qué país es conocido por su éxito en el rugby?;Fácil;Nueva Zelanda;Canadá;Japón;China,
¿En qué deporte se utiliza un 'oar' o remo?;Fácil;Remo;Equitación;Gimnasia;Polo,
¿En qué país se encuentra el legendario circuito de Fórmula 1 de Mónaco?;Fácil;Mónaco;Italia;Francia;España,
¿Quién es considerado uno de los mejores jugadores de fútbol de todos los tiempos y es apodado 'O Rei'?;Fácil;Pelé;Diego Maradona;Lionel Messi;Cristiano Ronaldo,
¿Con qué deporte se asocia la competición 'Tour de Francia'?;Fácil;Ciclismo;Automovilismo;Atletismo;Natación
¿Qué piloto de F1 tiene el récord de más campeonatos mundiales ganados?;Fácil;Lewis Hamilton;Ayrton Senna;Sebastian Vettel;Nigel Mansell,
¿Cuál es el golpe inicial en un juego de fútbol llamado?;Fácil;Saquede centro;Home run;Ace;Drop shot,
¿Quién es conocido como 'La mano de Dios' en el fútbol?;Fácil;Diego Maradona;Pelé;Lionel Messi;Zinedine Zidane,
¿Cuál es el evento principal de la lucha libre profesional en Estados Unidos?;Fácil;WrestleMania;SummerSlam;Royal Rumble;Survivor Series,
¿Qué país es famoso por su equipo de cricket llamado 'Los Proteas'?;Fácil;Sudáfrica;Australia;India;Inglaterra,
¿Cómo se llama el trofeo otorgado al campeón de la Serie Mundial de Béisbol?;Fácil;Comisionado Trofeo;Stanley Cup;Lombardi Trofeo;O'Brien Trofeo,
¿En qué deporte se juega la Ryder Cup?;Fácil;Golf;Tenis;Polo;Baloncesto,
¿Qué jugador de fútbol es conocido como 'El Pibe de Oro'?;Fácil;Diego Maradona;Lionel Messi;Ronaldinho;Cristiano Ronaldo,
¿Qué equipo de MLB es conocido como 'Los Medias Rojas'?;Fácil;Boston Red Sox;Chicago White Sox;St. Louis Cardinals;Cincinnati Reds
¿Qué jugador de golf es apodado 'El Tiburón'?;Fácil;Greg Norman;Jack Nicklaus;Arnold Palmer;Tiger Woods,
¿Qué tipo de carrera es el 'Giro d'Italia'?;Fácil;Ciclismo;Automovilismo;Motociclismo;Maratón,
¿Cómo se llama el área en la que el portero puede tocar el balón con las manos en fútbol?;Fácil;Área del portero;Medio campo;Zona de tiro;Línea de banda,
¿Qué país ha ganado más Copas Mundiales de fútbol femenino?;Fácil;Estados Unidos;Alemania;Japón;Noruega,
¿Qué jugador es conocido como 'Air Jordan'?;Fácil;Michael Jordan;LeBron James;Kobe Bryant;Vince Carter,
¿En qué se especializa Usain Bolt?;Fácil;Carreras de velocidad;Lanzamiento de peso;Salto de altura;Ciclismo,
¿Qué nombre recibe el jugador que dirige la ofensiva en el fútbol americano?;Fácil;Quarterback;Linebacker;Wide receiver;Safety,
¿Qué equipo se coronó campeón de la UEFA Euro 2016?;Fácil;Portugal;Francia;Alemania;España,
¿Cuál es el principal torneo internacional de rugby?;Fácil;Copa Mundial de Rugby;Seis Naciones;Rugby Championship;European Rugby Champions Cup
¿Quién es conocido como el 'Gran Tiburón Blanco' en el mundo del surf?;Fácil;Greg Noll;Kelly Slater;Mick Fanning;John John Florence,
¿Qué jugador de la NBA fue apodado 'The Answer'?;Fácil;Allen Iverson;Shaquille O'Neal;LeBron James;Kareem Abdul-Jabbar,
¿Qué país alberga el famoso circuito de carreras de caballos de Ascot?;Fácil;Reino Unido;Estados Unidos;Emiratos Árabes Unidos;Australia,
¿Cuál es el nombre del trofeo otorgado al campeón de la NBA?;Fácil;Larry O'Brien Championship Trophy;Vince Lombardi Trophy;Commissioner's Trophy;FIFA World Cup Trophy,
¿Qué equipo de fútbol es conocido como 'La Vecchia Signora'?;Fácil;Juventus;Milan;Inter;Roma,
¿Quién fue el primer jugador en ganar cinco medallas de oro olímpicas en natación?;Fácil;Mark Spitz;Michael Phelps;Ian Thorpe;Ryan Lochte,
¿En qué deporte se destacó la atleta Jackie Joyner-Kersee?;Fácil;Atletismo;Gimnasia;Natación;Voleibol,
¿Cuál es el torneo de golf más antiguo del mundo?;Fácil;The Open Championship;Masters Tournament;PGA Championship;U.S. Open,
¿De qué color son las tarjetas que se muestran por infracciones en un partido de fútbol?;Fácil;Amarilla y Roja;Azul y Verde;Negra y Blanca;Púrpura y Naranja
¿Qué nombre reciben los cuatro torneos de golf mayores?;Fácil;Majors;Grand Slams;Master Series;International Opens,
¿Cuál es el formato de competición principal de la NASCAR?;Fácil;Carreras de Stock Car;Rally;Formula 1;MotoGP,
¿Qué país es tradicionalmente conocido por su dominio en el bobsleigh?;Fácil;Jamaica;Canadá;Noruega;Alemania,
¿Cuántos jugadores componen un equipo de voleibol en la cancha?;Fácil;6;5;7;4,
¿Qué equipo de béisbol es conocido como 'Los Bombarderos del Bronx'?;Fácil;New York Yankees;Boston Red Sox;Los Angeles Dodgers;Chicago Cubs,
¿Con qué deporte se asocia el término 'Scrum'?;Fácil;Rugby;Fútbol;Críquet;Balonmano,
¿En qué deporte se destaca Simone Biles?;Fácil;Gimnasia;Atletismo;Natación;Esquí,
¿Cuál es el evento de tenis que se juega en una superficie de arcilla roja?;Fácil;Roland Garros;Wimbledon;Abierto de Australia;Abierto de Estados Unidos,
¿Qué selección nacional de fútbol es conocida como 'La Roja'?;Fácil;España;Chile;Bélgica;Perú
¿En qué liga juegan los Boston Celtics y Los Angeles Lakers?;Fácil;NBA;NFL;MLB;NHL,
¿Qué atleta ostenta el récord mundial en los 100 y 200 metros planos?;Fácil;Usain Bolt;Carl Lewis;Tyson Gay;Yohan Blake,
¿Qué color de cinturón se asocia con el experto en artes marciales?;Fácil;Negro;Blanco;Amarillo;Verde,
¿Cuál es la competencia de clubes de fútbol más prestigiosa de Sudamérica?;Fácil;Copa Libertadores;Champions League;Copa Sudamericana;FIFA Club World Cup,
¿Qué tenista es conocido como el 'Rey de la Arcilla'?;Fácil;Rafael Nadal;Roger Federer;Novak Djokovic;Andy Murray,
¿Qué campeonato se juega en el Augusta National Golf Club?;Fácil;Masters Tournament;U.S. Open;The Open Championship;PGA Championship,
¿Quién es conocido como el 'Matador' en el tenis?;Fácil;Rafael Nadal;Pete Sampras;Bjorn Borg;John McEnroe,
¿Qué equipo de NFL tiene el récord de la mayoría de las Super Bowl ganadas?;Fácil;Pittsburgh Steelers;New England Patriots;Dallas Cowboys;San Francisco 49ers,
¿Cómo se llama la tabla de clasificación en el ciclismo de ruta?;Fácil;General Classification (GC);Scoreboard;Period Table;Ranking List
¿Qué equipo de fútbol tiene el estadio conocido como Anfield?;Fácil;Liverpool FC;Manchester United;Chelsea FC;Arsenal FC,
¿Por cuántos jugadores está compuesto un equipo de rugby en el campo?;Fácil;15;11;13;9,
¿Qué país es conocido por su dominio del sumo?;Fácil;Japón;China;Corea del Sur;Mongolia,
¿Cuál es el nombre del torneo de tenis que se juega en superficie dura en Estados Unidos cada año?;Fácil;Abierto de Estados Unidos;Abierto de Australia;Wimbledon;Roland Garros,
¿Quién fue conocido como el 'Rey del Skateboard'?;Fácil;Tony Hawk;Rodney Mullen;Ryan Sheckler;Bam Margera,
¿En qué país se juega el Abierto de Golf Británico, también conocido como The Open?;Fácil;Reino Unido;Estados Unidos;Australia;Sudáfrica,
¿Qué jugador de baloncesto ganó seis campeonatos de la NBA con los Chicago Bulls en la década de 1990?;Fácil;Michael Jordan;Scottie Pippen;Magic Johnson;Shaquille O'Neal,
¿Qué judoka francés es conocido por haber ganado un número récord de medallas de oro en Campeonatos del Mundo?;Fácil;Teddy Riner;David Douillet;Tadahiro Nomura;Ilias Iliadis,
¿Qué equipo de la MLB es famoso por su 'Maldición de la Cabra'?;Fácil;Chicago Cubs;Boston Red Sox;San Francisco Giants;Los Angeles Dodgers
¿Cuántos jugadores hay en un equipo de fútbol en el campo?;Fácil;11;10;9;12
¿En qué deporte se compite por la Copa Davis?;Fácil;Tenis;Fútbol;Baloncesto;Golf
¿Qué color se usa para denotar el cinturón más alto en el judo?;Fácil;Negro;Azul;Rojo;Verde
¿Cuántas bases hay en un campo de béisbol?;Fácil;4;3;5;6
¿Qué tipo de carrera es la Tour de Francia?;Fácil;Ciclismo;Maratón;Carrera de coches;Triatlón
¿Cuál es la duración de un partido de baloncesto de la NBA?;Fácil;48 minutos;90 minutos;60 minutos;30 minutos
¿Qué instrumento se utiliza para golpear la pelota en el golf?;Fácil;Palo de Golf;Bate de Béisbol;Raqueta de Tenis;Stick de Hockey
¿Cómo se llama el máximo torneo de fútbol a nivel de selecciones nacionales?;Fácil;Copa del Mundo;Champions League;Eurocopa;Copa Libertadores
¿Quién es conocido como 'El Rey del Tenis'?;Fácil;Roger Federer;LeBron James;Tiger Woods;Michael Phelps
¿En qué país se originó el taekwondo?;Fácil;Corea del Sur;China;Japón;Brasil
¿En qué país se celebraron los Juegos Olímpicos de verano de 2016?;Fácil;Brasil;Canadá;Australia;España
¿Con qué deporte se asocia Wimbledon?;Fácil;Tenis;Críquet;Fútbol;Balonmano
¿Qué país ganó la Copa del Mundo de fútbol en 2018?;Fácil;Francia;Alemania;Brasil;Argentina
¿Cómo se llama una competencia de natación donde un atleta nada cuatro estilos diferentes?;Fácil;Estilos combinados;Mariposa;Crawl;Libre
¿Cuántos jugadores hay en un equipo de voleibol en la cancha?;Fácil;6;5;7;8
¿Qué equipo de la NFL es conocido como 'Los Empacadores'?;Fácil;Green Bay Packers;Dallas Cowboys;New England Patriots;New York Giants
¿En qué deporte se usa un 'scrummy'?;Fácil;Rugby;Golf;Boliche;Tenis
¿Cuántos hoyos se juegan en una ronda típica de golf?;Fácil;18;9;36;12
¿Qué atleta tiene el récord de más medallas de oro olímpicas?;Fácil;Michael Phelps;Usain Bolt;Mark Spitz;Carl Lewis
¿Qué equipo de la MLB es conocido por su Calcetín Rojo en el logo?;Fácil;Boston Red Sox;Chicago White Sox;Cincinnati Reds;St. Louis Cardinals
¿Qué jugador de baloncesto es conocido como 'Air Jordan'?;Fácil;Michael Jordan;LeBron James;Kobe Bryant;Shaquille O'Neal
¿Qué país es el más laureado en la historia de la Copa del Mundo de fútbol?;Fácil;Brasil;Alemania;Italia;Argentina
¿Qué jugador tiene el récord de más goles en una temporada de la Premier League?;Fácil;Alan Shearer;Wayne Rooney;Thierry Henry;Mohamed Salah
¿En qué deporte se utiliza el término 'eagle'?;Fácil;Golf;Bádminton;Bowling;Fútbol Americano
¿Qué se necesita para marcar un 'strike' en el bowling?;Fácil;Derribar todos los pines en el primer lanzamiento;Derribar todos los pines en dos lanzamientos;Lanzar la bola en el canal;No derribar ningún pin
¿Quién es conocido como el 'Relámpago de Jamaica'?;Fácil;Usain Bolt;Yohan Blake;Asafa Powell;Justin Gatlin
¿Qué equipo italiano de fútbol tiene rayas negras y azules en su uniforme?;Fácil;Inter de Milán;AC Milan;Juventus;AS Roma
¿Qué selección nacional de fútbol es conocida como 'La Roja'?;Fácil;España;Chile;México;Bélgica
¿Por cuántos jugadores está compuesto un equipo de balonmano en la cancha?;Fácil;7;6;5;8
¿Cuál es la distancia estándar de una maratón?;Fácil;42.195 kilómetros;21.097 kilómetros;10 kilómetros;100 kilómetros
¿Cuántos puntos vale un touchdown en el fútbol americano?;Fácil;6;3;1;2
¿Qué país alberga el famoso circuito de carreras de Fórmula 1 de Mónaco?;Fácil;Mónaco;Francia;Italia;España
¿Qué jugador es conocido como 'La Pulga' en el fútbol?;Fácil;Lionel Messi;Cristiano Ronaldo;Neymar Jr.;Andrés Iniesta
¿Qué equipo ganó la NBA en la temporada 2019-2020?;Fácil;Los Angeles Lakers;Miami Heat;Boston Celtics;Golden State Warriors
¿Qué jugador de tenis ganó el Abierto de Australia en 2021?;Fácil;Novak Djokovic;Rafael Nadal;Roger Federer;Dominic Thiem
¿Cuál es el país de origen del famoso luchador de artes marciales mixtas Khabib Nurmagomedov?;Fácil;Rusia;Estados Unidos;Brasil;Irlanda
¿En qué posición juega Lionel Messi?;Fácil;Delantero;Portero;Defensa;Centrocampista
¿Qué equipo es conocido como 'Los Blancos' en el fútbol europeo?;Fácil;Real Madrid;FC Barcelona;Bayern Múnich;Juventus
¿Qué jugador de rugby es conocido como el 'Jonah Lomu' de Nueva Zelanda?;Fácil;Jonah Lomu;Dan Carter;Richie McCaw;Sonny Bill Williams
¿Qué equipo de hockey sobre hielo es conocido como 'Los Patos' en la NHL?;Fácil;Anaheim Ducks;Detroit Red Wings;Chicago Blackhawks;Toronto Maple Leafs
¿Cuál es el máximo goleador histórico de la FIFA World Cup?;Fácil;Miroslav Klose;Pelé;Ronaldo Nazário;Diego Maradona
¿Qué deporte practicaba Michael Jordan?;Fácil;Baloncesto;Fútbol;Golf;Boxeo
¿Cuántos jugadores hay en un equipo de voleibol en la cancha?;Fácil;6;11;5;7
¿Qué país ganó la Copa del Mundo FIFA 2010?;Fácil;España;Brasil;Italia;Alemania
¿Qué equipo de fútbol es conocido como 'Los Blancos'?;Fácil;Real Madrid;AC Milan;Manchester United;Bayern Múnich
¿En qué deporte se usa un 'putter'?;Fácil;Golf;Béisbol;Baloncesto;Tenis
¿Cuántos sets debe ganar un jugador para ganar un partido de tenis típico?;Fácil;3;2;4;5
¿Nombre del trofeo otorgado al campeón del Super Bowl?;Fácil;Vince Lombardi;Stanley Cup;Wimbledon Trophy;Larry O'Brien
¿Cuántos puntos vale un tiro libre en el baloncesto?;Fácil;1;2;3;4
¿Qué país es el anfitrión habitual del Gran Premio de Mónaco de Fórmula 1?;Fácil;Mónaco;Francia;Italia;España
¿Cuántos jugadores hay en un equipo de fútbol en el campo?;Fácil;11;10;9;12
¿Qué país ganó la Copa Mundial de la FIFA en 2014?;Fácil;Alemania;Brasil;Italia;Francia
¿En qué deporte se destaca Michael Phelps?;Fácil;Natación;Atletismo;Ciclismo;Boxeo
¿Qué equipo de baloncesto es conocido como 'Los Lakers'?;Fácil;Los Angeles Lakers;New York Lakers;Miami Lakers;Chicago Lakers
¿Con qué deporte se asocia el torneo Wimbledon?;Fácil;Tenis;Fútbol;Golf;Criquet
¿Qué país es conocido por haber ganado numerosas Copas Davis en tenis?;Fácil;Estados Unidos;China;Rusia;Japón
¿En qué deporte se utiliza un 'birdie' o volante?;Fácil;Bádminton;Golf;Tenis de mesa;Voleibol
¿Qué país organizará los Juegos Olímpicos de Verano de 2024?;Fácil;Francia;Alemania;Japón;Australia
¿Quién es conocido como 'El rey del fútbol'?;Fácil;Pelé;Maradona;Messi;Cristiano Ronaldo
¿Qué equipo ganó la Serie Mundial de Béisbol en 2020?;Fácil;Los Angeles Dodgers;New York Yankees;Chicago Cubs;Houston Astros
¿Cuántos jugadores hay en un equipo de fútbol en el campo?;Fácil;11;10;9;12
¿Qué color representa al equipo local en general?;Fácil;Blanco;Verde;Naranja;Morado
¿En qué deporte se usa un 'birdie' o volante?;Fácil;Bádminton;Tenis;Golf;Squash
¿Qué país ganó la Copa del Mundo de fútbol en 2014?;Fácil;Alemania;Brasil;Argentina;España
¿Qué se necesita para jugar al tenis?;Fácil;Raqueta;Bate;Stick;Guantes
¿Cómo se llama un golpe de golf desde el tee de salida hacia el green?;Fácil;Drive;Putt;Chip;Pitch
¿Cuál es la máxima puntuación en un único lanzamiento en el juego de los bolos?;Fácil;10;1;5;8
¿Qué país es conocido por su equipo de rugby All Blacks?;Fácil;Nueva Zelanda;Australia;Inglaterra;Sudáfrica
¿En cuál de estos eventos deportivos se participa individualmente?;Fácil;Maratón;Fútbol;Baloncesto;Voleibol
¿Cuántos jugadores por equipo hay en el campo durante un partido de fútbol?;Fácil;11;10;12;9
¿Qué deporte practica Roger Federer?;Fácil;Tenis;Baloncesto;Golf;Fútbol
¿Cuántos puntos vale un tiro libre en baloncesto?;Fácil;1;2;3;4
¿En qué deporte se compite en la Fórmula 1?;Fácil;Carreras de coches;Ciclismo;Natación;Patinaje sobre hielo
¿Qué implemento se utiliza para golpear la pelota en el béisbol?;Fácil;Bate;Palo de hockey;Raqueta;Palo de golf
¿Qué país organiza los Juegos Olímpicos cada cuatro años?;Fácil;Diferente cada vez;Estados Unidos;China;Brasil
¿Cuántos tiempos hay en un partido de fútbol?;Fácil;2;3;4;1
¿Qué color de cinturón sigue al blanco en judo?;Fácil;Amarillo;Negro;Azul;Rojo
¿De qué país es originario el deporte del sumo?;Fácil;Japón;China;Corea del Sur;India
¿En qué país se inventó el baloncesto?;Fácil;Estados Unidos;Inglaterra;Australia;Canadá
¿Cuántos jugadores hay en el campo por equipo en un partido de fútbol?;Fácil;11;10;12;9
¿En qué deporte se utiliza una pelota llamada 'balón ovalado'?;Fácil;Rugby;Baloncesto;Vóleibol;Tenis
¿En qué país se originaron los Juegos Olímpicos modernos?;Fácil;Grecia;Italia;Francia;Alemania
¿Qué número llevaba Michael Jordan en su mayoría de temporadas con los Chicago Bulls?;Fácil;23;32;24;45
¿Qué deporte practica Tiger Woods?;Fácil;Golf;Tenis;Boxeo;Baloncesto
¿Qué país ganó la Copa del Mundo de la FIFA en 2014?;Fácil;Alemania;Brasil;Argentina;Inglaterra
¿En qué se especializa Serena Williams?;Fácil;Tenis;Gimnasia;Natación;Atletismo
¿Cuál es la distancia de una maratón?;Fácil;42.195 kilómetros;10 kilómetros;21.097 kilómetros;100 kilómetros
¿Cuál es el evento principal de las carreras de Fórmula 1?;Fácil;Gran Premio;Super Bowl;Tour de Francia;Masters
¿Qué color de cinturón sigue al blanco en la mayoría de las disciplinas de artes marciales?;Fácil;Amarillo;Rojo;Verde;Azul
¿Qué país es conocido como la 'Tierra de los campeones' en el boxeo?;Fácil;México;Australia;Canadá;Francia
¿Cuántos períodos tiene un partido de hockey sobre hielo?;Fácil;3;2;4;6
¿Qué país ha ganado más medallas en los Juegos Olímpicos de verano?;Fácil;Estados Unidos;Rusia;China;Alemania
¿Qué jugador de tenis ha ganado más títulos de Grand Slam en la historia?;Fácil;Rafael Nadal;Roger Federer;Pete Sampras;Rod Laver
¿De qué país es el famoso futbolista Lionel Messi?;Fácil;Argentina;España;Brasil;Italia
¿En qué país se celebró por primera vez la Copa del Mundo de la FIFA?;Fácil;Uruguay;Inglaterra;Alemania;Brasil
¿Qué deporte juega LeBron James?;Fácil;Baloncesto;Fútbol americano;Béisbol;Golf
¿Qué pieza del equipo es esencial para jugar al cricket?;Fácil;Bate;Raqueta;Palo de hockey;Stick de lacrosse
¿Cómo se llama el torneo de golf más prestigioso de los cuatro majors?;Fácil;The Masters;The Open;Ryder Cup;Presidents Cup
¿Qué equipo de la NFL ha ganado más Super Bowls hasta la fecha?;Fácil;Pittsburgh Steelers;Dallas Cowboys;New England Patriots;San Francisco 49ers
¿Qué equipo de béisbol es conocido como 'Los bombarderos del Bronx'?;Fácil;New York Yankees;Boston Red Sox;Los Angeles Dodgers;Chicago Cubs
¿En qué país se jugó la Eurocopa 2016?;Fácil;Francia;Alemania;España;Inglaterra
¿Quién es conocido como la 'Mano de Dios' en el fútbol?;Fácil;Diego Maradona;Pelé;Lionel Messi;Cristiano Ronaldo
¿Qué torneo de tenis se juega sobre césped?;Fácil;Wimbledon;Roland Garros;Abierto de Australia;US Open
¿Cuál es el equipo de fútbol más laureado de la Premier League inglesa?;Fácil;Manchester United;Liverpool;Chelsea;Arsenal
¿Qué luchador de MMA es conocido como 'The Notorious'?;Fácil;Conor McGregor;Khabib Nurmagomedov;Jon Jones;Anderson Silva
¿Cuánto dura un asalto en el boxeo profesional?;Fácil;3 minutos;5 minutos;1 minuto;2 minutos
¿Qué país anfitrión ganó la primera Copa del Mundo de Rugby en 1987?;Fácil;Nueva Zelanda;Sudáfrica;Australia;Inglaterra
¿Quién es conocido como 'El Rey del Fútbol'?;Fácil;Pelé;Maradona;Lionel Messi;Cristiano Ronaldo
¿Cuál es el formato de competición principal en la natación olímpica?;Fácil;Carreras individuales;Sincronizada;Waterpolo;Saltos
¿Cuál es el país de origen del famoso futbolista Cristiano Ronaldo?;Fácil;Portugal;España;Brasil;Italia
¿En qué deporte se destacó Michael Phelps?;Fácil;Natación;Atletismo;Ciclismo;Esquí
¿Qué equipo de fútbol es conocido como 'Los Azulgranas'?;Fácil;FC Barcelona;Real Madrid;Atlético de Madrid;Sevilla FC
¿Cuántos jugadores componen un equipo de baloncesto en la cancha?;Fácil;5;6;7;4
¿Qué equipo de la MLB es conocido como 'Los Cachorros'?;Fácil;Chicago Cubs;Chicago White Sox;New York Mets;Los Angeles Angels
¿Dónde se celebraron los Juegos Olímpicos de 2012?;Fácil;Londres;Pekín;Río de Janeiro;Atenas
¿Qué piloto de F1 ha ganado 7 campeonatos del mundo?;Fácil;Michael Schumacher;Lewis Hamilton;Ayrton Senna;Sebastian Vettel
¿En qué país nació el famoso golfista Tiger Woods?;Fácil;Estados Unidos;Australia;Sudáfrica;Inglaterra
¿Qué equipo de baloncesto es conocido como 'Los Celtics'?;Fácil;Boston Celtics;Los Angeles Lakers;Chicago Bulls;Miami Heat
¿En qué evento deportivo es famosa la frase 'Gentlemen, start your engines'?;Fácil;NASCAR;Formula 1;IndyCar;MotoGP
¿Cuál es el máximo goleador histórico de la Selección Argentina de Fútbol?;Fácil;Lionel Messi;Gabriel Batistuta;Diego Maradona;Hernán Crespo
¿Qué equipo de la NFL es conocido como 'La Nación del Raider'?;Fácil;Las Vegas Raiders;Dallas Cowboys;Pittsburgh Steelers;New England Patriots
¿Qué país ha ganado más Copas Davis en tenis?;Fácil;Estados Unidos;Australia;Francia;España
¿En qué año se realizó la primera Copa del Mundo de Fútbol Femenino?;Fácil;1991;1987;1995;2001
¿Cuántas jugadores hay en el campo por equipo en un partido de voleibol?;Fácil;6;5;7;4
¿Qué deportista es conocido como 'El Tiburón de Baltimore'?;Fácil;Michael Phelps;Ian Thorpe;Ryan Lochte;Mark Spitz
¿Qué equipo de la NBA tiene un leprechaun como mascota?;Fácil;Boston Celtics;Chicago Bulls;New York Knicks;Los Angeles Lakers
¿De qué país es el famoso boxeador Manny Pacquiao?;Fácil;Filipinas;México;Estados Unidos;Puerto Rico
¿Qué equipo ganó la Premier League en la temporada 2015-2016 en una victoria sorprendente?;Fácil;Leicester City;Manchester City;Chelsea;Liverpool
¿Cuál es un término común en el béisbol y el cricket?;Fácil;Home run;Touchdown;Gol de campo;Slam dunk
¿Qué jugador de fútbol es conocido como 'El Fenómeno'?;Fácil;Ronaldo;Ronaldinho;Romário;Rivaldo
¿Quién ha ganado más veces el Tour de Francia?;Fácil;Lance Armstrong;Miguel Indurain;Eddy Merckx;Jacques Anquetil
¿Qué país ganó la primera Copa Mundial de Fútbol Femenino organizada por la FIFA?;Fácil;Estados Unidos;Noruega;Alemania;China
¿Cuántos hoyos hay en un campo de golf profesional estándar?;Fácil;18;9;36;27
¿En qué país se originó el taekwondo?;Fácil;Corea del Sur;Japón;China;Brasil
¿Cuántos títulos de Grand Slam tiene la tenista Serena Williams?;Fácil;23;20;17;15
¿Qué equipo de fútbol juega en el estadio Anfield?;Fácil;Liverpool;Everton;Manchester United;Chelsea
¿Cuál es la posición tradicionalmente asociada con el número '10' en un equipo de fútbol?;Fácil;Mediapunta;Portero;Defensa;Delantero centro
¿En qué año se celebraron los primeros Juegos Olímpicos de invierno?;Fácil;1924;1900;1896;1932
¿Quién es conocido como 'Air Jordan'?;Fácil;Michael Jordan;Kobe Bryant;LeBron James;Vince Carter
¿Qué equipo tiene más títulos de Serie A en Italia?;Fácil;Juventus;AC Milan;Inter de Milán;Napoli
¿Cuántas medallas de oro olímpicas ganó Usain Bolt?;Fácil;8;6;5;7
¿Qué selección nacional es conocida como 'La Roja'?;Fácil;España;Chile;Bélgica;Suiza
¿Qué famoso golfista es apodado 'El Tigre'?;Fácil;Tiger Woods;Phil Mickelson;Rory McIlroy;Jack Nicklaus
¿Qué jugador es conocido como 'El Muro' en el fútbol alemán?;Fácil;Manuel Neuer;Mats Hummels;Bastian Schweinsteiger;Thomas Müller
¿Quién es el máximo goleador en la historia de la NBA?;Fácil;Kareem Abdul-Jabbar;Michael Jordan;LeBron James;Karl Malone
¿Qué equipo de la NFL es conocido como 'El Imperio del Mal'?;Fácil;New England Patriots;Dallas Cowboys;New York Giants;Oakland Raiders
¿Cuál es el país de origen del famoso tenista Novak Djokovic?;Fácil;Serbia;Suiza;España;Croacia
¿Qué nadadora ganó seis medallas de oro en los Juegos Olímpicos de Seúl 1988?;Fácil;Kristin Otto;Katie Ledecky;Janet Evans;Missy Franklin
¿Qué jugador es conocido como 'La Pulga' en el fútbol?;Fácil;Lionel Messi;Cristiano Ronaldo;Xavi Hernández;Andrés Iniesta
¿En qué deporte se usa término 'alley-oop'?;Fácil;Baloncesto;Béisbol;Fútbol Americano;Golf
¿Cuál es la competición internacional más importante en el cricket?;Fácil;Copa del Mundo de Cricket;The Ashes;Indian Premier League;Big Bash League
¿Qué tenista femenina ha ganado más títulos de Grand Slam en la Era Abierta?;Fácil;Serena Williams;Steffi Graf;Margaret Court;Martina Navratilova
¿Cuántos minutos dura un partido de rugby?;Fácil;80;90;100;120
¿Qué equipo de hockey sobre hielo es conocido como 'Los Habs'?;Fácil;Montreal Canadiens;Toronto Maple Leafs;Boston Bruins;New York Rangers
