Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Qué tipo de animal es un tiburón?;Fácil;Pez;Mamífero;Anfibio;Reptil
¿Qué elemento esencial necesitan las plantas del suelo para crecer?;Fácil;Nutrientes;Plástico;Papel;Vidrio
¿Qué fenómeno natural se mide con la Escala de Richter?;Fácil;Terremotos;Tsunamis;Erupciones volcánicas;Huracanes
¿Qué tipo de planta es un cactus?;Fácil;Suculenta;Orquídea;Helecho;Rosácea
¿Qué parte de una planta se especializa en la fotosíntesis?;Fácil;Hoja;Raíz;Tallo;Flor
¿Qué animal se conoce como el 'rey de la selva'?;Fácil;León;Tigre;Elefante;Gorila
¿Qué fruto se obtiene del roble?;Fácil;Bellota;Manzana;Nuez;Cereza
¿Cuál es el ave nacional de los Estados Unidos?;Fácil;Águila calva;Paloma;Colibrí;Cisne
¿Cuál de estos animales hiberna en invierno?;Fácil;Oso;León;Elefante;Cocodrilo
¿Qué proceso natural es el principal responsable del cambio de las estaciones?;Fácil;Inclinación axial de la Tierra;Rotación de la Tierra;Movimiento de las placas tectónicas;Fluctuaciones del campo magnético
¿Qué insecto es conocido por su capacidad de cambiar de color?;Fácil;Camaleón;Mariposa;Mariquita;Abeja
¿Qué estructura usan las arañas para capturar su presa?;Fácil;Telaraña;Agujero;Nido;Colmena
¿Qué nombre recibe la capa de la atmósfera más cercana a la Tierra?;Fácil;Troposfera;Estratosfera;Mesosfera;Termosfera
¿En qué se transforman las orugas para convertirse en adultos?;Fácil;Mariposas;Abejas;Hormigas;Langostas
¿Cuál es el principal gas que emiten las plantas durante la fotosíntesis?;Fácil;Oxígeno;Dióxido de carbono;Metano;Monóxido de carbono
¿Qué tipo de planta son los pinos?;Fácil;Coníferas;Cactus;Helechos;Liliáceas
¿Qué animal tiene la mordida más fuerte registrada?;Fácil;Cocodrilo;Tiburón;León;Hipopótamo
¿Qué estructura construyen las abejas para almacenar la miel?;Fácil;Panal;Túnel;Colmena;Cubil
¿Qué fenómeno produce el colorido ambiente de la aurora boreal?;Fácil;Colisiones entre partículas cargadas eléctricamente en la atmósfera;Fuegos artificiales naturales;Reflejo de luz lunar;Lluvias de estrellas
¿Qué tipo de roca se forma a partir de la solidificación del magma?;Fácil;Ígnea;Sedimentaria;Metamórfica;Pómez
¿Cuál es el continente más seco de la Tierra?;Fácil;Antártida;África;Australia;Norteamérica
¿Qué bioma es característico por sus árboles de hoja caduca y sus cuatro estaciones bien definidas?;Fácil;Bosque templado;Selva tropical;Sabana;Desierto
¿Qué nombre recibe la ciencia que estudia la atmósfera y los fenómenos meteorológicos?;Fácil;Meteorología;Astronomía;Geología;Biología
¿Cuál es el animal más rápido del mundo?;Fácil;Guepardo;León;Caballo;Águila
¿Cuál es la función principal de las raíces de las plantas?;Fácil;Absorber agua y nutrientes;Fotosíntesis;Reproducción;Proporcionar soporte aéreo
¿Qué tipo de animal es un delfín?;Fácil;Mamífero;Pez;Ave;Reptil
¿Qué movimiento de la Tierra causa el día y la noche?;Fácil;Rotación;Translación;Precesión;Nutación
¿Qué nombre recibe la precipitación congelada que cae en forma de copos?;Fácil;Nieve;Lluvia;Granizo;Saraos
¿Cuál es la diferencia principal entre un lago y un estanque?;Fácil;Los lagos son generalmente más grandes y más profundos que los estanques;Los estanques son más salados;Los lagos son de agua salada;Los estanques tienen marea
¿Qué animal produce la lana que usamos en la ropa y otros textiles?;Fácil;Oveja;Cabra;Alpaca;Vaca
¿Qué tipo de árbol da las manzanas?;Fácil;Manzano;Perale;Naranjo;Pino
¿Qué nombre recibe el proceso mediante el cual los insectos, las aves y otros animales transportan polen de una flor a otra?;Fácil;Polinización;Fermentación;Germinación;Dispersión
¿Cuál es la principal función de las hojas de las plantas?;Fácil;Realizar la fotosíntesis;Absorber agua;Proteger el fruto;Almacenar semillas
¿Qué aparato utilizan los geógrafos para estudiar la orientación y la localización en la Tierra?;Fácil;Brújula;Telescopio;Microscopio;Barómetro
¿Qué nombre reciben las aves que no pueden volar?;Fácil;Ratitas;Rapaces;Columbiformes;Pasériformes
¿Cuál es el período más grande de tiempo geológico?;Fácil;Eón;Época;Periodo;Era
¿Qué tipo de organismo produce oxígeno como subproducto de la fotosíntesis?;Fácil;Algas;Hongos;Virus;Bacterias
¿Cuál es el ave más grande que puede volar?;Fácil;Albatros errante;Buitre;Cisne;Pingüino Emperador
¿Cómo se llama la capa más profunda de la atmósfera terrestre?;Fácil;Exosfera;Estratosfera;Mesosfera;Ionosfera
¿Cuál es el término para una planta que vive más de dos años?;Fácil;Perenne;Anual;Bienal;Temporal
¿Cuál es el océano más grande del mundo?;Fácil;Océano Pacífico;Océano Atlántico;Océano Índico;Océano Ártico
¿Cuál de estos animales es un mamífero marsupial?;Fácil;Canguro;Guepardo;Panda;Leopardo
¿Cuál es la sustancia química que da a las plantas su color verde?;Fácil;Clorofila;Melanina;Hemoglobina;Caroteno
¿Qué tipo de roca se forma mediante la compresión de sedimentos a lo largo del tiempo?;Fácil;Sedimentaria;Ígnea;Metamórfica;Basalto
¿Cómo se denomina el fenómeno por el que los pájaros viajan estacionalmente de una región a otra?;Fácil;Migración;Hibernación;Navegación;Dispersion
¿Cuál de estos es un mamífero acuático?;Fácil;Ballena;Tiburón;Calamar;Medusa
¿Qué estructura celular poseen las plantas para realizar la fotosíntesis?;Fácil;Cloroplasto;Mitocóndria;Ribosoma;Nucléolo
¿Qué tipo de planta es una dalia?;Fácil;Flor;Árbol;Hierba;Hongo
¿Cuál es el periodo de tiempo cuando los dinosaurios estaban dominantes en la Tierra?;Fácil;Mesozoico;Paleozoico;Cenozoico;Jurásico
¿Qué elemento chimico es más abundante en la composición del aire que respiramos?;Fácil;Nitrógeno;Oxígeno;Argón;Dióxido de carbono
¿Qué animal realiza la polinización de la mayor parte de plantas cultivables y muchas plantas silvestres?;Fácil;Abejas;Murciélagos;Mariposas;Colibríes
¿En qué zona climática predominan las estepas y praderas?;Fácil;Templada;Tropical;Polar;Desértica
¿Qué proceso utiliza un gusano de seda para crear su capullo?;Fácil;Hilado;Tejido;Germinación;Metamorfosis
¿Cuál es la especie de árbol más común en la taiga?;Fácil;Coníferas;Deciduas;Palmáceas;Cítricas
¿Cuál es el hábitat natural de los pingüinos?;Fácil;Regiones polares y subpolares;Desiertos;Selvas tropicales;Sabanas
¿Qué es la fotosíntesis?;Fácil;Proceso por el cual las plantas producen energía;Proceso de purificación del agua;Técnica de plantación de cultivos;Evolución de especies vegetales
¿Qué mineral es conocido por su dureza 10 en la escala de Mohs?;Fácil;Diamante;Cuarzo;Topacio;Amatista
¿Qué nombre recibe el efecto por el cual el viento aparenta enfriar el ambiente más de lo que la temperatura indica?;Fácil;Efecto del viento;Efecto invernadero;Efecto Doppler;Efecto umbral
¿Cuál de estos animales es conocido por su largo periodo de gestación que puede durar hasta 22 meses?;Fácil;Elefante;Koala;Canguro;Caballo
¿Qué tipo de planta crece en un desierto?;Fácil;Xerófita;Hidrófita;Mesófita;Epífita
¿Cómo se llama el animal conocido por cambiar su caparazón a medida que crece?;Fácil;Cangrejo;Serpiente;Lagarto;Araña
¿Qué fenómeno meteorológico involucra un giro violento y rápido del aire, que puede tocar tierra y causar amplios daños?;Fácil;Tornado;Ciclón;Anticiclón;Huracán
¿Qué tipo de planta es reconocida por tener espinas y vivir en ambientes áridos?;Fácil;Cactácea;Acuática;Epífita;Herbácea
¿Qué tipo de animal es una rana?;Fácil;Anfibio;Reptil;Mamífero;Pez
¿Qué árbol produce la nuez de la que se extrae la tinta para escribir?;Fácil;Nogal;Roble;Bambú;Olivo
¿Qué nombre reciben las aves que cazan y se alimentan de otros animales?;Fácil;Rapaces;Paseriformes;Galliformes;Anseriformes
¿Qué tipo de roca se forma a partir del cambio de estructura de otras rocas debido a alta presión y temperatura?;Fácil;Metamórfica;Sedimentaria;Ígnea;Granito
¿Cómo se llama el fenómeno cuando la Luna oculta al Sol?;Fácil;Eclipse solar;Eclipse lunar;Solsticio;Equinoccio
¿Cuál es el principal factor que determina el clima en una región?;Fácil;Latitud;Longitud;Distancia al mar;Altitud del suelo
¿Cuál es el fruto del rosal?;Fácil;Escaramujo;Bellota;Higo;Perla
¿Qué animal es conocido por pasar la mayor parte de su vida colgado de cabeza en cuevas?;Fácil;Murciélago;Perezoso;Lemur;Zarigüeya
¿Qué planta es conocida por poseer propiedades medicinales y ser usada a menudo para tratar quemaduras?;Fácil;Aloe vera;Eucalipto;Lavanda;Romero
¿Qué nombre reciben las aves que pueden imitar sonidos complejos y hasta la voz humana?;Fácil;Psitácidas;Columbiformes;Rapaces;Paseriformes
¿Qué tipo de planta es una papa?;Fácil;Tubérculo;Bulbo;Raíz;Fruto
¿De qué se alimentan principalmente los pandas gigantes?;Fácil;Bambú;Carne;Frutas;Peces
¿Qué ave es famosa por sus viajes migratorios de larga distancia desde el Ártico hasta la Antártida?;Fácil;Charrán ártico;Paloma mensajera;Cóndor andino;Águila real
¿Cuál es el bioma más grande de la Tierra, destacado por sus continuos períodos de luz y oscuridad?;Fácil;Tundra;Selva;Desierto;Bosque templado
¿Qué tipo de roca se crea cuando la lava se enfría y solidifica?;Fácil;Volcánica;Metamórfica;Sedimentaria;Mármoles
¿Qué fenómeno natural es responsable por la formación de las olas en el mar?;Fácil;Viento;Movimientos tectónicos;Actividad lunar;Erupciones submarinas
¿Qué animal tiene el período de gestación más corto, de tan solo alrededor de 12-13 días?;Fácil;Ratón doméstico;Elefante;Delfín;Caballo
¿Cuál es la zona más profunda del océano, conocida como el punto más bajo de la superficie de la corteza terrestre?;Fácil;Fosa de las Marianas;Fosa de Atacama;Fosa de las Aleutianas;Fosa de Java
¿Qué tipo de ecosistema es caracterizado por tener pocas precipitaciones y gran amplitud térmica entre el día y la noche?;Fácil;Desierto;Bosque lluvioso;Tundra;Pradera
¿Cuál es el ave más rápida en vuelo horizontal?;Fácil;Vencejo real;Águila calva;Pavo real;Cisne
¿Qué nombre recibe la estructura de madera y metal que sostiene las vides?;Fácil;Espaldera;Pérgola;Cercado;Maceta
¿Qué reptil es famoso por su capacidad de cambiar de color según su entorno?;Fácil;Camaleón;Gecko;Cocodrilo;Serpiente
¿Qué clase de pez es conocido por nadar contra la corriente para desovar?;Fácil;Salmón;Tilapia;Mero;Atún
¿Qué estructura celular de las plantas las mantiene erguidas y es responsable del transporte de agua y nutrientes?;Fácil;Xilema;Fotosistema;Mesófilo;Estoma
¿Cuál es el proceso de esparcimiento de semillas lejos de la planta madre?;Fácil;Dispersión;Polinización;Osmosis;Germinación
¿Cómo se llama el lugar donde convergen dos placas tectónicas y una se desliza debajo de la otra?;Fácil;Zona de subducción;Borde transformante;Zenit;Dorsal oceánica
¿Qué animal usa la ecolocalización como un medio para navegar y localizar presas?;Fácil;Murciélago;León;Elefante;Lobo
¿Qué insecto es responsable por la mayoría de la polinización de las plantas cultivadas para la alimentación humana?;Fácil;Abeja;Hormiga;Mariposa;Avispa
¿Cuál es el tipo de bosque en el que la mayoría de los árboles pierden sus hojas en otoño?;Fácil;Bosque caducifolio;Bosque tropical;Bosque perennifolio;Manglar
¿Cuál es el metal más abundante en la corteza terrestre?;Fácil;Aluminio;Oro;Plata;Hierro
¿Cuál es el mamífero más grande conocido que ha existido?;Fácil;Ballena azul;Mamut lanudo;Tigre dientes de sable;Rinoceronte lanudo
¿Qué tipo de planta es un roble?;Fácil;Árbol;Hierba;Arbusto;Musgo
¿Cómo se llama la pequeña apertura en las hojas por donde respiran las plantas?;Fácil;Estoma;Cloroplasto;Cutícula;Xilema
¿Cuál es el fenómeno que ocurre cuando el agua subterránea caliente es expulsada hacia la superficie de la Tierra?;Fácil;Géiser;Volcán;Manantial;Fumarola
¿Qué clase de ave se caracteriza por su canto melodioso?;Fácil;Paseriforme;Rapaz;Charadriforme;Galliforme
¿Qué árbol frutal es la fuente de las peras?;Fácil;Peral;Manzano;Naranjo;Avellano
¿Cuál es el proceso por el cual el agua de la superficie se evapora y las plantas la transpiran, contribuyendo así al ciclo del agua?;Fácil;Evapotranspiración;Condensación;Sublimación;Precipitación
¿Qué mamífero es conocido por su hocico alargado y su capacidad de comer termitas y hormigas?;Fácil;Oso hormiguero;Ornitorrinco;Tapir;Glotón
¿Qué término describe una masa de hielo que se desplaza lentamente debido a la acumulación de nieve en regiones frías?;Fácil;Glaciar;Iceberg;Nevero;Ventisquero
¿Cuál es la flor asociada con los Países Bajos y conocida por su variedad de colores?;Fácil;Tulipán;Rosa;Lirio;Diente de león
¿Cuál es la única especie de oso nativa del continente sudamericano?;Fácil;Oso andino;Oso pardo;Oso polar;Oso negro
¿Cuál es la unidad básica de clasificación de los organismos vivos?;Fácil;Especie;Género;Familia;Orden
¿Qué especie de planta es típicamente utilizada para crear setos en los jardines?;Fácil;Arbusto;Conífera;Bambú;Hiedra
¿Cuál es el proceso biológico por el que las larvas se transforman en adultos en algunos insectos?;Fácil;Metamorfosis;Muda;Fusión;Crecimiento
¿De qué están hechas principalmente las playas de arena blanca?;Fácil;Fragmentos de coral;Rocas ígneas;Cristales de cuarzo;Tierra arcillosa
¿Qué tipo de ecosistema es un arrecife de coral?;Fácil;Marino;Fluvial;Terrestre;Subterráneo
¿Qué gran cadena montañosa se extiende desde Canadá hasta el sur de Estados Unidos?;Fácil;Las Montañas Rocosas;Los Andes;El Himalaya;Los Alpes
¿Cómo se llama el proceso por el cual los animales mantienen su temperatura corporal interna?;Fácil;Termorregulación;Fotosíntesis;Hibernación;Metabolismo
¿Qué tipo de árbol produce el sirope de arce?;Fácil;Arce;Roble;Ciprés;Abeto
¿Cuál es el período de tiempo en que un insecto pasa de huevo a larva y de larva a adulto?;Fácil;Ciclo de vida;Metamorfosis;Estadio de pupa;Transformación anual
¿Qué estructuras usan las aves para volar?;Fácil;Alas;Branquias;Aletas;Patas
¿Qué tipo de planta es un tomate?;Fácil;Fruto;Brote;Tallo;Semilla
¿Qué clase de mamífero es el koala?;Fácil;Marsupial;Roedor;Primate;Cánido
¿Qué planeta del sistema solar es conocido por sus llamativos anillos?;Fácil;Saturno;Júpiter;Urano;Neptuno
¿Cuál es el nombre del proceso a través del cual el agua se mueve a través de un ecosistema, incluyendo la evaporación y la precipitación?;Fácil;Ciclo del agua;Ciclo de vida;Ciclo de carbono;Ciclo de nitrógeno
¿Cuál es la principal diferencia entre anfibios y reptiles?;Fácil;Anfibios tienen etapas de vida tanto acuáticas como terrestres;Los reptiles son mamíferos;Los anfibios son aves;Los reptiles tienen alas
¿Qué árbol frutal es conocido por sus manzanas?;Fácil;Manzano;Duraznero;Peral;Ciruelo
¿Qué fenómeno geológico es causado comúnmente por el movimiento de las placas tectónicas?;Fácil;Terremoto;Tsunami;Huracán;Tornado
¿Qué animal es conocido por su capacidad de regenerar extremidades perdidas?;Fácil;Salamandra;Conejo;Canguro;Elefante
¿Qué planta es conocida por tener una flor que solo florece durante la noche?;Fácil;Cactus de noche;Girasol;Rosa;Tulipán
¿Qué fenómeno natural crea una cascada?;Fácil;Agua fluyendo sobre un precipicio;Movimientos sísmicos;Actividad volcánica;Vientos fuertes
¿Cuál es el bioma encontrado alrededor del ecuador caracterizado por altas temperaturas y precipitaciones abundantes?;Fácil;Bosque lluvioso tropical;Tundra Ártica;Sabana;Bosque templado
¿Cómo se llama el proceso por el cual el agua se transforma de líquido a vapor?;Fácil;Evaporación;Condensación;Sublimación;Precipitación
¿Qué tipo de árboles pierden sus hojas cada otoño?;Fácil;Deciduos;Perennes;Coníferos;Palmeras
¿Qué tipo de roca se forma por la solidificación de magma bajo la superficie terrestre?;Fácil;Ígnea intrusiva;Ígnea extrusiva;Sedimentaria;Metamórfica
¿Qué célula vegetal contiene clorofila y lleva a cabo la fotosíntesis?;Fácil;Cloroplasto;Mitocóndria;Ribosoma;Núcleo
¿Qué mamífero es conocido por ser el más alto del mundo?;Fácil;Jirafa;Elefante;Oso polar;Hipopótamo
¿Cuál de estos organismos vive en simbiosis con las raíces de las plantas y les ayuda a absorber nutrientes del suelo?;Fácil;Hongo micorrízico;Lombriz de tierra;Bacteria fijadora de nitrógeno;Ameba
¿Qué fenómeno sucede cuando la luna pasa entre la tierra y el sol, bloqueando la luz del sol?;Fácil;Eclipse solar;Eclipse lunar;Equinoccio;Solsticio
¿Qué tipo de roca se forma a partir del enfriamiento y solidificación del magma en la superficie de la Tierra?;Fácil;Ígnea extrusiva;Ígnea intrusiva;Metamórfica;Sedimentaria
¿Qué elemento químico es el componente principal del esqueleto de los corales?;Fácil;Carbonato de calcio;Hierro;Silicio;Aluminio
¿Cuál es el ave de mayor tamaño capaz de volar?;Fácil;Cóndor andino;Águila calva;Avestruz;Pingüino emperador
¿Qué animal es conocido por tener una amplia variedad de especies que van desde minúsculos colibríes a enormes avestruces?;Fácil;Aves;Mamíferos;Reptiles;Anfibios
¿Qué parte de la planta suele crecer bajo tierra y almacena alimentos?;Fácil;Raíz;Tallo;Hoja;Flor
¿Qué proceso geológico a menudo resulta en la formación de montañas?;Fácil;Orogenia;Erosión;Sedimentación;Volcanismo
¿Qué estructura de una célula vegetal le da rigidez y protección?;Fácil;Pared celular;Membrana plasmática;Citoplasma;Aparato de Golgi
¿Qué nombre recibe el grupo de mamíferos conocidos por poner huevos?;Fácil;Monotremas;Marsupiales;Placentarios;Artiodáctilos
¿Qué proceso vital permite a los animales obtener energía a partir de los alimentos?;Fácil;Respiración celular;Fotosíntesis;Transpiración;Osmosis
¿Qué fenómeno atmosférico es caracterizado por fuertes vientos giratorios centrados en un área de baja presión?;Fácil;Ciclón tropical;Anticiclón;Frente frío;Frente cálido
¿Qué término se utiliza para describir a un animal que solo come plantas?;Fácil;Herbívoro;Carnívoro;Omnívoro;Insectívoro
¿Qué estructura de las plantas transporta el agua desde las raíces hasta las hojas?;Fácil;Xilema;Floema;Estoma;Cutícula
¿Cómo se llama a la cría de un caballo y una burra?;Fácil;Mula;Potro;Pollino;Cebroide
¿En qué bioma predominan los árboles con agujas y conos?;Fácil;Bosque de coníferas;Bosque caducifolio;Bosque tropical;Sabana
¿Qué tipo de hábitat es típico de un canguro?;Fácil;Sabana;Tundra;Desierto;Bosque lluvioso
¿Cómo se llama el periodo geological en el que vivimos actualmente?;Fácil;Cuaternario;Cretácico;Triásico;Jurásico
¿Qué parte de la atmósfera terrestre es la más cercana al espacio exterior y contiene la mayoría de los satélites orbitando la Tierra?;Fácil;Exosfera;Troposfera;Estratosfera;Mesosfera
¿Qué mamífero es conocido por su capacidad de volar?;Fácil;Murciélago;Ardilla voladora;Colibrí;Pato
¿Cuál es el principal proceso mediante el cual una nueva planta crece a partir de una semilla?;Fácil;Germinación;Polinización;Fecundación;Dispersion
¿Qué tipo de pez es conocido por su habilidad de inflarse como un globo cuando se siente amenazado?;Fácil;Pez globo;Pez payaso;Salmón;Pez espada
¿Qué gran cuerpo de agua es conocido por su alta salinidad y permite que las personas floten fácilmente?;Fácil;Mar Muerto;Océano Pacífico;Mar Mediterráneo;Lago Baikal
¿Cuál es el proceso por el cual el agua pasa de la superficie de una hoja a la atmósfera?;Fácil;Transpiración;Evaporación;Condensación;Precipitación
¿Cómo se llama la formación de roca sedimentaria creada por la acumulación de material calcáreo de organismos marinos?;Fácil;Arrecife de coral;Duna de arena;Delta de río;Cueva de piedra caliza
¿Qué árbol produce bellotas?;Fácil;Roble;Pino;Abeto;Eucalipto
¿Qué nombre reciben los animales que solo salen durante la noche?;Fácil;Nocturnos;Diurnos;Crepusculares;Aequinos
¿Cómo se llama el patrón característico de corrientes superficiales de los océanos?;Fácil;Circulación termohalina;Ciclo del carbono;Corriente en chorro;Marea roja
¿Qué estructura usan las plantas para reproducirse sexualmente?;Fácil;Flor;Hoja;Raíz;Tallo
¿Qué término describe un ave que no vuela y es endémica de Nueva Zelanda?;Fácil;Kiwi;Emú;Cacatúa;Albatros
¿Qué tipo de animal es un caballito de mar?;Fácil;Pez;Crustáceo;Molusco;Equinodermo
¿Qué grupo de pequeños organismos realiza la fotosíntesis en los océanos y produce una gran cantidad de oxígeno del planeta?;Fácil;Fitoplancton;Bacterias;Protozoos;Zooplancton
¿Qué nombre recibe el período de descanso invernal en plantas y algunos animales?;Fácil;Hibernación;Estivación;Migración;Ciclo circadiano
¿Cuál es el órgano principal de fotosíntesis en la mayoría de las plantas?;Fácil;La hoja;La raíz;El fruto;La flor
¿Qué tipo de planta es un girasol?;Fácil;Herbácea;Arbórea;Succulenta;Liana
¿Cómo se llama el proceso de degradación de la roca en la superficie terrestre?;Fácil;Erosión;Filtración;Subducción;Compresión
¿Qué animal es conocido como el constructor de presas en los ríos?;Fácil;Castor;Nutria;Cocodrilo;Salamandra
¿Cuál es el órgano en las semillas de las plantas que contiene los embriones?;Fácil;Cotiledón;Endosperma;Perisperma;Alérgeno
¿Qué clase de árbol son los sauces, conocidos por sus ramas largas y flexibles?;Fácil;Salicáceas;Coníferas;Cactáceas;Palmeras
¿Qué nombre se les da a las aves que migran en enormes distancias, de un continente a otro?;Fácil;Migratorias;Sedentarias;Endémicas;Nativas
¿Qué tipo de animal es una ballena azul?;Fácil;Mamífero;Pez;Reptil;Ave
¿Qué fenómeno ocurre cuando la luna se interpone entre la Tierra y el sol, pero no lo cubre completamente?;Fácil;Eclipse solar parcial;Eclipse solar total;Eclipse lunar;Fase lunar
¿Cuál es la capa más interna de la atmósfera terrestre, donde ocurre la mayoría de los fenómenos meteorológicos?;Fácil;Troposfera;Estratosfera;Mesosfera;Termosfera
¿Cómo se llama el mamífero conocido por su largo hocico y hábitos alimenticios de hormigas y termitas en África?;Fácil;Oso hormiguero;Aardvark;Pangolín;Armadillo
¿Qué proceso biológico ocurre en las hojas para transformar dióxido de carbono, agua y luz solar en glucosa y oxígeno?;Fácil;Fotosíntesis;Respiración celular;Fermentación;Transpiración
¿Qué tipo de planta es un helecho?;Fácil;Pteridófita;Angiosperma;Gimnosperma;Briófita
¿Qué insecto es bien conocido por su habilidad para saltar largas distancias en comparación con el tamaño de su cuerpo?;Fácil;Saltamontes;Abeja;Libélula;Escarabajo
¿Qué fenómeno natural es una poderosa corriente de agua caliente que viaja a lo largo de la costa oeste de América del Sur y puede alterar el clima local?;Fácil;El Niño;La Niña;Corriente del Golfo;Corriente de Humboldt
¿Qué planta de interior es famosa por mejorar la calidad del aire al filtrar toxinas?;Fácil;Potos;Cactus;Orquídea;Bonsái
¿Qué nombre recibe el acto de mudar la piel que realizan algunos animales, como las serpientes, para crecer?;Fácil;Ecdysis;Metamorfosis;Estría;Muda estacional
¿Qué clase de árbol produce los frutos conocidos como mangos?;Fácil;Mangifera;Citrus;Malus;Prunus
¿Qué término describe organismos que producen su propio alimento a partir de sustancias inorgánicas, usualmente mediante fotosíntesis?;Fácil;Autótrofos;Heterótrofos;Herbívoros;Carnívoros
¿Qué planta acuática es conocida por sus flores flotantes que a menudo se encuentra en estanques?;Fácil;Lirio de agua;Rosa;Tulipán;Diente de león
¿Qué proceso causa la formación de cuevas en áreas de piedra caliza?;Fácil;Disolución;Erosión eólica;Deposición;Compactación
¿Qué tipo de árbol produce las castañas?;Fácil;Castaño;Fresno;Olmo;Álamo
¿Cuál es la unidad de clasificación biológica inmediatamente inferior al reino?;Fácil;Filo o división;Clase;Orden;Familia
¿Cómo se llama la característica morfológica en las aves que les permite volar?;Fácil;Plumas;Escamas;Pelo;Membranas
¿Qué nombre recibe la fase de la luna cuando está completamente iluminada por el sol?;Fácil;Luna llena;Cuarto menguante;Cuarto creciente;Luna nueva
¿Qué fenómeno climático está caracterizado por fuertes lluvias y vientos que giran en patrones circulares en el océano?;Fácil;Huracán;Tornado;Terremoto;Erupción volcánica
¿Qué grupo de animales incluye a las serpientes, lagartos, tortugas y cocodrilos?;Fácil;Reptiles;Anfibios;Aves;Mamíferos
¿Cuál de estos animales es un cetáceo?;Fácil;Ballena jorobada;Tiburón blanco;Manta raya;Pez espada
¿Qué árbol se utiliza tradicionalmente para fabricar los corchos de las botellas de vino?;Fácil;Alcornoque;Pino;Roble;Abeto
¿Qué nombre reciben las plantas que viven bajo el agua?;Fácil;Plantas acuáticas;Plantas terrestres;Plantas aéreas;Plantas desérticas
¿Qué fruto se conoce comúnmente como el 'oro verde' debido a su valor en el mercado?;Fácil;Aguacate;Manzana;Mango;Melocotón
¿Cuál es el animal más grande del Ártico?;Fácil;Oso polar;Foca;Zorro ártico;Reno
¿Qué nombre recibe la ciencia que estudia todas las formas de vida en el mar?;Fácil;Oceanografía biológica;Biología terrestre;Geología marina;Meteorología
¿Qué clase de planta tiene hojas que se cierran al tacto?;Fácil;Mimosa púdica;Jazmín;Orquídea;Hiedra
¿Qué tipo de roca es la pizarra?;Fácil;Metamórfica;Ígnea;Sedimentaria;Volcánica
¿Cómo se llama el proceso por el que una larva se convierte en un insecto adulto?;Fácil;Metamorfosis;Muda;Fermentación;Desarrollo directo
¿Cómo se llama el periodo en que una flor se transforma en fruto?;Fácil;Fecundación;Polinización;Germinación;Fotosíntesis
¿Qué tipo de animal es un camaleón?;Fácil;Reptil;Anfibio;Mamífero;Ave
¿Qué nombre recibe una zona de alta presión donde el aire desciende y se calienta, creando condiciones áridas o secas?;Fácil;Anticiclón;Ciclón;Baja presión;Tifón
¿Qué clase de animal es la mariposa?;Fácil;Insecto;Arácnido;Anfibio;Molusco
¿Cuál es el término utilizado para describir a los animales que solo comen carne?;Fácil;Carnívoros;Omnívoros;Herbívoros;Piscívoros
¿Qué nombre reciben las montañas formadas a partir de la actividad volcánica?;Fácil;Volcanes;Colinas;Mesetas;Dorsales
