Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Dónde se origina un tsunami?;Media;En el océano, a menudo debido a terremotos subacuáticos;En la atmosfera, debido a tormentas severas;En ríos, debido a deshielos abruptos;En volcanes, debido a erupciones explosivas
¿Qué árbol produce bellotas?;Media;Roble;Fresno;Cerezo;Pino
¿Qué tipo de animal es la ballena azul?;Media;Mamífero;Reptil;Pez;Ave
¿Cuál es la principal diferencia entre anfibios y reptiles?;Media;La piel y el ciclo de vida;Modo de reproducción;Dieta;Hábitat
¿Qué tipo de roca se forma debido a la acumulación y cementación de fragmentos de roca?;Media;Sedimentaria;Ígnea;Metamórfica;Pómez
¿Qué nombre recibe el cambio de la forma líquida del agua a vapor?;Media;Evaporación;Condensación;Sublimación;Deshidratación
¿Qué estructura celular es la responsable de la fotosíntesis en las plantas?;Media;Cloroplasto;Mitocóndria;Núcleo;Lisosoma
¿Qué nombre reciben los animales que comen principalmente carne?;Media;Carnívoros;Herbívoros;Omnívoros;Insetívoros
¿Cuál es el nombre de la capa de gases que rodea la Tierra?;Media;Atmósfera;Hidrosfera;Litosfera;Biosfera
¿Qué flor es conocida por abrir y cerrar sus pétalos en respuesta a la luz del sol?;Media;Girasol;Tulipán;Rosa;Lirio
¿Qué fuerza causa las mareas en los océanos de la Tierra?;Media;Gravitación lunar;Viento solar;Rotación terrestre;Corrientes oceánicas
¿Qué nombre reciben las plantas que viven bajo el agua?;Media;Acuáticas;Terrestres;Epífitas;Xerofíticas
¿Cuál es la unidad taxonómica más alta en la clasificación biológica?;Media;Dominio;Género;Familia;Orden
¿Qué proceso usan las serpientes para cambiar su piel?;Media;Muda;Metamorfosis;Ecdisis;Regeneración
¿Cómo se llaman los insectos que tienen un ciclo de vida de un día?;Media;Efímeras;Cigarras;Mariposas;Saltamontes
¿Cuál es el mamífero más pequeño del mundo?;Media;Murciélago nariz de cerdo de Kitti;Pez musaraña;Ratón pigmeo africano;Marsupial Musaraña
¿Qué planta típicamente florece por la noche?;Media;Dama de noche;Girasol;Hibisco;Amapola
¿Qué especie de árbol se utiliza tradicionalmente para hacer los bates de béisbol?;Media;Fresno;Pino;Roble;Arce
¿Qué tipo de ecosistema se caracteriza por tener una estación seca y otra húmeda?;Media;Sabana;Desierto;Tundra;Bosque caducifolio
¿Cuál es el nombre del efecto que hace que el agua de los océanos parezca azul?;Media;Absorción selectiva;Fluorescencia;Dispersión de Rayleigh;Reflexión del cielo
¿Qué reptil es conocido por su capacidad de cambiar de color?;Media;Camaleón;Lagarto;Cobra;Tortuga
¿Qué tipo de árbol es un abeto?;Media;Conífera;Deciduo;Palmera;Cactácea
¿Qué tipo de pez es el salmón?;Media;Anádromo;Dulceacuícola;Pelágico;Estuarino
¿Qué fenómeno provoca las estaciones del año en la Tierra?;Media;Inclinación axial de la Tierra;Rotación de la Tierra;Revolución de la Tierra alrededor del Sol;Actividad solar
¿Qué tipo de animal es un koala?;Media;Marsupial;Placentario;Monotrema;Reptil
¿Qué clase de vertebrados incluye las ranas, sapos y salamandras?;Media;Anfibios;Reptiles;Aves;Mamíferos
¿Cómo se llama la capa más alta de una selva, donde están las copas de los árboles?;Media;Dosel;Sotobosque;Estrato arbustivo;Herbáceo
¿Qué nombre recibe la energía almacenada en los enlaces químicos de los alimentos?;Media;Energía química;Energía cinética;Energía solar;Energía potencial
¿Qué especie de pez es conocida por su habilidad de camuflaje en el fondo marino?;Media;Pez piedra;Pez payaso;Pez espada;Pez volador
¿Qué clase de organismo es una medusa?;Media;Cnidario;Molusco;Anélido;Equinodermo
¿Cuál es el término para una planta que necesita de mucho sol para crecer?;Media;Heliofítica;Sombra tolerante;Hidrófila;Xerófila
¿Qué tipo de planta es conocida por vivir en superficies duras como las rocas?;Media;Liquen;Briofita;Epífita;Angiosperma
¿Cuál es la era geológica actual?;Media;Cenozoica;Mesozoica;Paleozoica;Proterozoica
¿Qué proceso de las plantas permite que absorban agua y nutrientes del suelo?;Media;Absorción radicular;Fotosíntesis;Transpiración;Respiración celular
¿Cuál es el principal agente de polinización de las plantas?;Media;Insectos;Viento;Aves;Mamíferos
¿Qué animal posee el período de gestación más corto?;Media;Ratón;Elefante;Caballo;Ballena
¿Qué clase de animales son predominantemente polinizadores del cacao?;Media;Moscas de los midges;Abejas;Mariposas;Murciélagos
¿De qué están compuestas principalmente las nubes en la atmósfera?;Media;Gotas de agua y cristales de hielo;Polvo;Gases;Ceniza volcánica
¿Qué especie de tortuga se destaca por su caparazón abovedado y vive en las islas Galápagos?;Media;Tortuga gigante de Galápagos;Tortuga boba;Tortuga verde;Tortuga laúd
¿Qué estructura vegetal está diseñada principalmente para la dispersión de semillas?;Media;Fruto;Raíz;Tallo;Hoja
¿Qué aparato utilizan los buceadores para respirar bajo el agua?;Media;Regulador y tanque de aire;Snorkel;Pulmón de acero;Máscara de oxígeno
¿Qué ave es conocida por su canto que puede imitar sonidos de su entorno?;Media;Ruiseñor;Golondrina;Águila;Paloma
¿Qué tipo de planta se desarrolla en regiones muy secas?;Media;Xerofita;Hidrófita;Mesofita;Tropófita
¿Cómo se llama el área donde dos biomas diferentes se encuentran y mezclan?;Media;Ecorregión de transición;Bordes de hábitat;Zona pelágica;Biorregión
¿Cuál es el término para una especie introducida que perjudica a la biodiversidad local?;Media;Especie invasora;Especie endémica;Especie nativa;Especie migratoria
¿Qué proceso biológico ocurre cuando los seres vivos convierten los alimentos en energía?;Media;Metabolismo;Digestión;Fotosíntesis;Osmosis
¿Qué fenómeno se da cuando la luna impide que la luz solar alcance la tierra?;Media;Eclipse solar;Eclipse lunar;Tránsito planetario;Oposición
¿Qué tipo de roca se forma a partir de una roca preexistente que cambia por calor o presión?;Media;Metamórfica;Sedimentaria;Ígnea;Basáltica
¿Qué mamífero es conocido por ser el constructor de presas más eficiente de la naturaleza?;Media;Castor;Ratón;Mariposa castaña;Zorro
¿Qué gran cinturón de corriente oceánica afecta el clima del Atlántico Norte?;Media;Corriente del Golfo;Corriente de California;Corriente de Humboldt;Corriente de Kuroshio
¿Cuál es el animal más grande conocido que haya existido?;Media;Ballena azul;Dinosaurio Argentinosaurus;Elefante africano;Calamar gigante
¿Qué tipo de planta se adhiere a otras plantas o a superficies para obtener soporte?;Media;Trepadora;Acuática;Herbácea;Cactácea
¿Qué animal es conocido por su velocidad al cazar en picada?;Media;Halcón peregrino;Águila real;Búho;Cóndor
¿Qué fenómeno ocurre cuando un volcán expulsa lava, ceniza y gases a la atmósfera?;Media;Erupción volcánica;Terremoto;Landslide;Tormenta eléctrica
¿Qué insecto es esencial en la producción de chocolate?;Media;Abejita del cacao;Abeja melífera;Avispa;Escarabajo del cacao
¿Cuál es la función principal de las raíces en la mayoría de las plantas?;Media;Anclaje y absorción;Fotosíntesis;Reproducción;Almacenamiento de energía
¿Qué planta tropical se conoce comúnmente como la 'Reina de la Noche'?;Media;Cestrum nocturnum;Orquídea;Venus atrapamoscas;Loto
¿Qué nombre común recibe el efecto de dispersión de semillas por el viento?;Media;Anemocoria;Zoocoria;Hidrocoria;Autoquia
¿Cuál es el mamífero volador más grande conocido?;Media;Zorro volador gigante;Murciélago vampiro;Murciélago nariz de cerdo;Pterosaurio
¿Cómo se llaman los organismos que pueden vivir tanto en ambientes acuáticos como terrestres?;Media;Anfibios;Acuáticos;Terrestres;Aéreos
¿Qué estructura geológica submarina es similar a una montaña, pero no llega a la superficie del mar?;Media;Montaña submarina;Plataforma continental;Dorsal oceánica;Fosa abisal
¿Qué clase de planta crece en un medio ambiente con alta salinidad?;Media;Halófita;Hidrófita;Geófita;Epífita
¿Qué tipo de animal es un delfín?;Media;Mamífero marino;Pez óseo;Pez cartilaginoso;Ave marina
¿Cómo se llama el ciclo natural de extinción y producción de nuevos organismos?;Media;Ciclo evolutivo;Cadena alimentaria;Ciclo de vida;Metamorfosis
¿Qué tipo de ave es un pingüino?;Media;Ave no voladora;Ave rapaz;Ave migratoria;Ave paseriforme
¿Qué parte de la planta se especializa en la fotosíntesis?;Media;Hoja;Raíz;Flor;Tallo
¿Qué nombre recibe el estudio de los fósiles y la historia de la vida en la Tierra?;Media;Paleontología;Arqueología;Geología;Biología
¿Qué tipo de ecosistema está caracterizado por una vegetación de arbustos y árboles bajos?;Media;Matorral;Bosque tropical;Tundra;Pradera
¿Qué proceso describe la transformación del agua líquida en gas a temperaturas por debajo del punto de ebullición?;Media;Evaporación;Ebullición;Condensación;Infiltración
¿Qué ave construye los nidos más grandes del mundo?;Media;Águila de mar de Steller;Golondrina;Paíño;Martín pescador
¿Qué término se usa para describir una especie que vive exclusivamente en un área geográfica única?;Media;Endémica;Cosmopolita;Invasora;Nativa
¿Qué tipo de planta se nutre principalmente de insectos u otros pequeños animales?;Media;Carnívora;Herbívora;Parásita;Epífita
¿Cuál es la principal fuente de energía para los ecosistemas terrestres?;Media;Sol;Viento;Geotérmica;Mareas
¿Qué animal realiza la migración más larga en el reino animal?;Media;Ballena jorobada;Mariposa monarca;Salmón;Gacela
¿Qué es un bioma?;Media;Una gran comunidad de flora y fauna que ocupa un hábitat dominante;Una formación vegetal única;Un tipo de piedra;Una región climática específica
¿Cómo se denominan las aves que se alimentan principalmente de carroña?;Media;Aves carroñeras;Aves de presa;Aves paseriformes;Aves canoras
¿Qué planta produce el fruto más grande del mundo?;Media;Coco de mar;Banano;Cacao;Durazno
¿Qué nombre se le da a la zona de transición entre dos comunidades ecológicas?;Media;Ecotono;Biosfera;Bioma;Nichos ecológicos
¿Cómo se llama la estructura de madera por la que trepan las plantas trepadoras?;Media;Enrejado;Maceta;Arriate;Estaca
¿Qué animal es conocido como el constructor más grande del mundo después del humano?;Media;Castor;Abeja;Hormiga;Termita
¿En qué parte del océano se produce la mayor cantidad de producción biológica (biomasa)?;Media;Zona fótica;Zona abisal;Zona bentónica;Zona pelágica
¿Cuál es la principal función del tallo en las plantas?;Media;Soporte y transporte de nutrientes;Fotosíntesis;Reproducción;Almacenamiento de alimentos
¿Qué grupo de mamíferos está caracterizado por poner huevos?;Media;Monotremas;Marsupiales;Placentarios;Rodentia
¿Qué nombre reciben los animales que pueden vivir en la tierra y en el agua?;Media;Anfibios;Reptiles;Mamíferos acuáticos;Peces
¿De qué sustancia están compuestos principalmente los corales?;Media;Carbonato de calcio;Sílice;Celulosa;Queratina
¿Qué parte de la planta es responsable de la absorción de agua y nutrientes del suelo?;Media;Raíces;Hojas;Flores;Frutos
¿Cuál es el nombre común de la planta Rafflesia arnoldii, conocida por tener la flor individual más grande del mundo?;Media;Flor cadáver;Lirio de agua gigante;Rosa Grande;Orquídea Monstruo
¿Cuál es el término para los animales que sólo comen plantas?;Media;Herbívoros;Carnívoros;Omnívoros;Insectívoros
¿Cómo se llama el fenómeno por el cual las aves se orientan durante la migración usando el campo magnético de la Tierra?;Media;Magnetorrecepción;Ecolocalización;Fototropismo;Geonavegación
¿Qué tipo de planta es una orquídea?;Media;Epífita;Saprófita;Geófita;Xerófita
¿Qué especie de planta crece típicamente en los desiertos?;Media;Cactus;Fern;Bambú;Helecho
¿Qué ave es conocida por su impresionante plumaje de cola y su exhibición de cortejo?;Media;Pavo real;Gallo;Ruiseñor;Pato
¿Qué animal es un mamífero y también el marsupial más grande?;Media;Canguro rojo;Koala;Oposum;Wallaby
¿Cuál es la clasificación de las plantas que producen flores?;Media;Angiospermas;Gimnospermas;Briófitas;Pteridofitas
¿Qué estructura forma la base de una cadena alimentaria acuática?;Media;Fitoplancton;Zooplancton;Peces pequeños;Aves acuáticas
¿Cómo se llama el proceso mediante el cual las plantas pierden agua por sus hojas?;Media;Transpiración;Fotosíntesis;Respiración;Evaporación
¿Qué tipo de animal es un caracol?;Media;Molusco;Insecto;Anélido;Crustáceo
¿Qué término se usa para describir a los animales que son más activos durante la noche?;Media;Nocturnos;Diurnos;Crepusculares;Matutinos
¿Cuál es el nombre científico de la rosa de Jericó, una planta conocida por su capacidad para sobrevivir a la desecación?;Media;Selaginella lepidophylla;Rosa canina;Rosa gallica;Echinacea purpurea
¿Cuál es el fenómeno por el que algunas playas pueden brillar por la noche debido a organismos microscópicos?;Media;Bioluminiscencia;Fotoluminiscencia;Quimioluminiscencia;Fotofosforescencia
¿Qué clase de peces viven al fondo de los océanos y tienen un aspecto inusual debido a las extremas condiciones de su hábitat?;Media;Peces abisales;Peces de arrecife;Peces de agua dulce;Peces de superficie
¿Cuál es el principal polinizador de la flor de vainilla?;Media;Abeja melipona;Abeja europea;Mariposa monarca;Colibrí
¿Qué tipo de ave es conocida por su capacidad de imitar una amplia gama de sonidos, incluidos los humanos?;Media;Loro;Cuervo;Mirlo;Canario
¿Qué tipo de ecosistema se encuentra en la zona intermareal?;Media;Estuario;Océano abierto;Arrecife de coral;Río
¿Qué es la diafanización, un proceso utilizado en biología?;Media;Técnica para hacer tejidos biológicos transparentes;Método de teñido celular;Técnica de deshidratación de muestras;Proceso de fosilización
¿Qué animal marino es famoso por su impresionante salto fuera del agua?;Media;Delfín;Salmón;Tiburón blanco;Calamar gigante
¿A qué se refiere la 'biodiversidad'?;Media;Variedad de vida en todas sus formas y niveles de organización;Número de especies en una región específica;Genética de una especie particular;Longevidad de un ecosistema
¿Cuál es el ave de presa más grande del mundo?;Media;Águila filipina;Halcón peregrino;Águila calva;Buitre
¿Qué proceso ocurre cuando una planta absorbe dióxido de carbono y libera oxígeno?;Media;Fotosíntesis;Respiración;Fermentación;Transpiración
¿Qué características distinguen a los anfibios?;Media;Piel permeable y etapas de vida tanto acuáticas como terrestres;Escamas y vida exclusivamente terrestre;Aletas y respiración branquial;Pelaje y capacidad de volar
¿Qué tipo de clima se caracteriza por bajas precipitaciones y grandes variaciones térmicas diurnas?;Media;Desierto;Tropical;Polar;Templado
¿Qué son las mareas rojas?;Media;Proliferación de algas nocivas;Floraciones de corales;Derrames de productos químicos;Crecimiento de plantas acuáticas
¿Qué tipo de planta se caracteriza por su capacidad de vivir en medios salinos?;Media;Halófita;Hidrófita;Xerófita;Epífita
¿En qué se diferencia un hurón de un tejón?;Media;El hurón es un mustélido domesticado, y el tejón es salvaje;El hurón es un roedor, y el tejón es un mustélido;El hurón vive en desiertos, y el tejón en bosques;El hurón es acuático, y el tejón es terrestre
¿Cuál es el árbol más antiguo que se ha identificado?;Media;Pino longevo;Sauce llorón;Roble rojo;Árbol de goma
¿Qué ave se caracteriza por construir nidos de barro en forma de horno?;Media;Hornero;Golondrina;Pájaro carpintero;Colibrí
¿Cómo se clasifican las plantas que tienen hojas durante todo el año?;Media;Perennes;Anuales;Bienales;Ciclicas
¿Qué tipo de organismo produce el oxígeno en los océanos?;Media;Fitoplancton;Arrecifes de coral;Cianobacterias;Algoflora
¿Qué ave es conocida por ser el símbolo nacional de los EE.UU.?;Media;Águila calva;Gallina;Paloma;Halcón
¿Cómo se llama el efecto por el cual el agua se filtra a través del suelo hacia los acuíferos?;Media;Infiltración;Escorrentía;Evaporación;Precipitación
¿Qué estructura usan algunos peces óseos para controlar su flotabilidad?;Media;Vejiga natatoria;Aletas;Branquias;Escamas
¿Cuál es la principal fuente de alimento para el oso panda?;Media;Bambú;Pescado;Bayas;Insectos
¿Qué aves son conocidas por su migración transcontinental desde el Ártico hasta la Antártida?;Media;Charrán ártico;Colibrí;Águila calva;Cisne
¿Qué tipo de planta es común en un pantano?;Media;Hidrófita;Desértica;Alpina;Pradera
¿Qué animal posee un veneno que es letal para los seres humanos y a menudo se encuentra en aguas tropicales?;Media;Medusa caja;Estrella de mar;Cangrejo herradura;Pulpo
¿Cómo se llaman los organismos unicelulares que tienen clorofila y pueden realizar fotosíntesis?;Media;Algas verdes;Hongos;Protozoos;Bacterias
¿Qué proceso utilizan algunos insectos para transformar de larva a adulto?;Media;Metamorfosis;Mitosis;Meiosis;Muta génesis
¿Cuál es la principal característica de los animales ectotérmicos?;Media;Dependen de la temperatura ambiental para regular su temperatura corporal;Generan su propio calor internamente;Son capaces de vivir en extremos de temperatura;Tienen sangre caliente
¿Qué tipo de simbiosis ocurre cuando un organismo se beneficia y el otro no se ve afectado?;Media;Comensalismo;Mutualismo;Parasitismo;Amensalismo
¿Cuál es el pez más grande del océano?;Media;Tiburón ballena;Pez remo;Pez luna;Pez espada
¿Qué pájaro es conocido por ser un símbolo de la paz?;Media;Paloma;Gorrión;Halcón;Cóndor
¿Qué tipo de vegetación predomina en la tundra?;Media;Líquenes y musgos;Árboles de hoja perenne;Árboles de hoja caduca;Plantas tropicales
¿Cuál es el mamífero terrestre más grande del mundo?;Media;Elefante africano;Hipópotamo;Rinoceronte;Jirafa
¿Qué fenómeno ocurre cuando animales de diferentes especies tienen apariencias similares debido a la evolución convergente?;Media;Mimetismo;Aposematismo;Camuflaje;Polimorfismo
¿Qué grupo de invertebrados incluye estrellas de mar y erizos de mar?;Media;Equinodermos;Moluscos;Anélidos;Crustáceos
¿Cuál es el aparato de las plantas que sirve para la reproducción sexual?;Media;Flor;Tallo;Hoja;Raíz
¿Qué tipo de roca se forma por la acumulación de sedimentos orgánicos, como las conchas de organismos marinos?;Media;Sedimentaria orgánica;Ígnea extrusiva;Metamórfica foliada;Sedimentaria clástica
¿Cuál es el nombre científico para el grupo de hongos que incluye las levaduras y los mohos?;Media;Ascomycota;Basidiomycota;Zygomycota;Chytridiomycota
¿Qué especie de árbol puede vivir varios miles de años y es conocida por su capacidad para sobrevivir en climas áridos?;Media;Bristlecone Pine (Pinus longaeva);Roble Blanco (Quercus alba);Secuoya Gigante (Sequoiadendron giganteum);Árbol de Josué (Yucca brevifolia)
¿Qué estructura de las células vegetales proporciona soporte y forma?;Media;Pared celular;Membrana celular;Cloroplasto;Citoplasma
¿Qué proceso geológico resulta en la formación de montañas?;Media;Orogenia;Erosión;Sedimentación;Vulcanismo
¿Qué especie de planta se conoce comúnmente como 'árbol de los cuarenta escudos'?;Media;Ginkgo biloba;Roble rojo;Castaño de Indias;Picea
¿Cuál es la capa de la atmósfera más cercana a la superficie de la Tierra?;Media;Troposfera;Estratosfera;Mesosfera;Termosfera
¿Qué animal es conocido por su larga migración desde las áreas de cría en el Ártico hasta las de invernada en la Antártida?;Media;Charrán ártico;Albatros errante;Ganso canadiense;Ballena jorobada
¿Qué sustancia química utilizan las luciérnagas para producir luz?;Media;Luciferina;Bioluminina;Fluoresceína;Fosforesceína
¿Qué tipo de ecosistema caracterizado por arrecifes de coral se encuentra comúnmente en aguas tropicales?;Media;Arrecife de coral;Estuario;Manglar;Bosque pluvial
¿Cuál es la denominación de una especie que está en riesgo de extinción en todas o una gran parte de su área de distribución?;Media;En peligro de extinción;Vulnerable;Casi amenazada;Menor preocupación
¿Qué ave es conocida por su larga migración de América del Norte a América del Sur?;Media;Golondrina de Chimenea;Halcón Peregrino;Águila Calva;Ganso Canadiense
¿Cómo se llama al conjunto de técnicas agrícolas que se utilizan para cultivar sin perturbar la tierra, como los métodos de siembra directa?;Media;Agricultura de conservación;Agricultura de subsistencia;Agricultura de precisión;Agricultura intensiva
¿Cuál es uno de los mamíferos más grandes de la Antártida, conocido por su pelaje grande y nariz distintiva?;Media;Foca elefante;Foca leopardo;Lobo marino;Morsa
¿Qué fenómeno natural ocurre cuando una especie de planta o animal cambia su comportamiento o morfología en respuesta a los humanos?;Media;Antropomorfización;Domesticación;Evolución inducida por humanos;Sensibilización
¿Qué mamífero es conocido por ser el animal terrestre más lento?;Media;Perezoso;Koala;Tortuga;Caracol
¿Cuál es el proceso por el cual los glaciares forman paisajes al desplazarse?;Media;Glaciación;Erosión eólica;Deposición fluvial;Tectonismo
¿Qué planta se conoce por su habilidad para cerrar sus hojas cuando se tocan?;Media;Mimosa pudica;Dionaea muscipula;Opuntia;Aloe vera
¿Qué grupo de aves incluye los pingüinos?;Media;Sphenisciformes;Procellariiformes;Pelecaniformes;Charadriiformes
¿Qué árbol produce samaras, un tipo de fruto alado?;Media;Arce;Pino;Roble;Manzano
¿Cuál es el principal depredador de la jirafa?;Media;León;Hiena;Águila;Cocodrilo
¿Qué fenómeno es responsable de la diversidad única de especies en las islas Galápagos?;Media;Aislamiento geográfico;Corrientes oceánicas;Radiación adaptativa;Inmigración de especies
¿Cómo se denomina a las células solares de las hojas que contienen clorofila?;Media;Cloroplastos;Mitocóndrias;Ribosomas;Lisosomas
¿Qué tipo de roedor es conocido por su capacidad para cambiar el paisaje con su construcción de represas?;Media;Castor;Ratón;Rata;Chinchilla
¿Cuál es la causa principal de la deforestación tropical?;Media;Agricultura y ganadería;Desarrollo urbano;Sismos naturales;Erupciones volcánicas
¿Qué tipo de animal es un escarabajo?;Media;Insecto;Arácnido;Molusco;Crustáceo
¿Qué clase de planta es típica en un desierto?;Media;Suculenta;Hidrófita;Decidua;Conífera
¿Qué mamífero acuático también es conocido como un 'vaca marina'?;Media;Manatí;Delfín;Foca;Nutria marina
¿Cuál es el fenómeno donde las flores se inclinan o giran hacia la luz?;Media;Fototropismo;Geotropismo;Tigmotropismo;Hidrotropismo
¿Qué tipo de planta se reproduce a través de conos en lugar de flores?;Media;Gimnosperma;Angiosperma;Briófita;Pteridofita
¿Cuál es el ave de presa nocturna conocida por su cara distintiva en forma de corazón?;Media;Lechuza;Búho;Águila;Gavilán
¿Cómo se llama a un grupo de lobos?;Media;Manada;Enjambre;Bandada;Colonia
¿Cuál es la función de las aletas pectorales en los peces?;Media;Maniobrabilidad;Propulsión;Respiración;Flotabilidad
¿Qué especie de árbol se utiliza más comúnmente en la producción de corcho?;Media;Alcornoque;Pino;Roble;Álamo
¿Cómo se llaman las raíces que crecen por encima del suelo, como en los manglares?;Media;Raíces aéreas;Raíces tuberosas;Raíces fibrosas;Raíces adventicias
¿Qué parte del cuerpo de las aves está especialmente adaptada para permitirles volar?;Media;Alas;Branquias;Aletas;Antenas
¿Qué tipo de ecosistema se caracteriza por su alta salinidad y puede encontrarse cerca de costas o tierra adentro?;Media;Salinas;Praderas;Selvas;Ríos
¿Cuál es la principal forma de comunicación en los delfines?;Media;Ecolocalización;Visión;Tacto;Química
¿Cuál es el fenómeno natural que transporta agua caliente del Pacífico ecuatorial hacia el este, afectando el clima global?;Media;El Niño;La Niña;Oscilación Sur;Corriente de Humboldt
¿Qué tipo de organismo es un hongo?;Media;Eucariota;Procarionte;Virus;Prion
